,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,86,187,898,962,64,22,22,741,741,0,0.0009870996289866913,0.0009870996289866913,803,803,0,[[inf]],[[3]],[[3]],2,17,905,327,961
1,0,102,1,858,857,23,24,1,345,344,0.0,0.0,1,1,0,[[4]],[[inf]],[[5]],23,0,43,750,861
2,6,107,468,941,473,8,8,489,489,0,0.00010211375472276115,0.00010211375472276115,488,488,0,[[inf]],[[4]],[[4]],2,1,596,661,976
3,100,100,891,891,0,100,100,959,959,0,0.024405187378739916,0.03077027808979203,995,997,2,[[2]],[[1]],[[1]],6,5,98,535,30
4,2,103,338,926,588,10,10,417,417,0,6.807583648184077e-05,6.807583648184077e-05,444,444,0,[[6]],[[5]],[[5]],6,1,661,896,656
5,0,101,1,886,885,11,11,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],11,0,233,794,483
6,0,101,1,913,912,5,5,1,1,0,0.0,0.0,1,1,0,[[7]],[[inf]],[[8]],5,0,386,201,582
7,0,101,1,909,908,4,4,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],4,0,520,826,789
8,80,181,810,924,114,164,164,735,735,0,0.0007828721195411688,0.0007828721195411688,765,765,0,[[inf]],[[3]],[[3]],23,9,4,414,498
9,1,102,275,943,668,2,2,1,1,0,0.0,0.0,1,1,0,[[inf]],[[7]],[[7]],2,1,760,703,939
10,0,616,1,997,996,4,34,1,726,725,0.0,0.004050512270669526,1,947,946,[[2]],[[inf]],[[3]],4,0,354,968,28
11,3,104,379,919,540,5,5,362,362,0,0.0,0.0,1,1,0,[[inf]],[[5]],[[5]],4,2,641,656,819
12,0,102,1,915,914,3,5,1,384,383,0.0,0.00017018959120460194,1,546,545,[[4]],[[inf]],[[5]],3,0,726,790,501
13,0,102,1,906,905,5,6,1,361,360,0.0,3.4037918240920386e-05,1,389,388,[[4]],[[inf]],[[5]],5,0,390,446,416
14,27,233,679,960,281,54,58,564,586,22,0.00037441710065012424,0.0005786446100956465,668,718,50,[[3]],[[4]],[[4]],13,6,242,516,266
15,76,178,836,943,107,128,128,844,844,0,0.0012594029749140542,0.0012594029749140542,830,830,0,[[4]],[[3]],[[3]],13,13,97,120,717
16,6,212,402,953,551,48,52,578,613,35,0.00013615167296368154,0.002144388849177984,505,888,383,[[3]],[[4]],[[4]],10,1,256,452,13
17,537,638,996,998,2,64,64,942,942,0,0.01232172640321318,0.01232172640321318,990,990,0,[[inf]],[[3]],[[3]],4,98,832,23,773
18,1,102,276,906,630,5,5,1,1,0,0.0,3.4037918240920386e-05,1,395,394,[[5]],[[6]],[[6]],5,1,506,469,621
19,1,103,276,884,608,8,9,1,348,347,0.0,0.00010211375472276115,1,483,482,[[4]],[[inf]],[[5]],8,1,434,948,547
20,4,106,390,895,505,13,14,398,405,7,0.00010211375472276115,0.00010211375472276115,470,470,0,[[4]],[[5]],[[5]],7,2,331,430,389
21,0,101,1,876,875,15,15,1,1,0,0.0,0.0,1,1,0,[[5]],[[inf]],[[6]],15,0,45,483,692
22,1,207,276,973,697,2,8,1,491,490,0.0,0.0012594029749140542,1,841,840,[[3]],[[inf]],[[4]],2,1,598,660,82
23,6,212,504,981,477,4,8,426,547,121,6.807583648184077e-05,0.001497668402600497,446,873,427,[[3]],[[5]],[[4]],2,3,792,596,146
24,25,126,717,937,220,24,24,678,678,0,0.0005446066918547262,0.0005786446100956465,717,726,9,[[5]],[[4]],[[4]],4,5,280,308,931
25,22,228,688,971,283,22,26,580,640,60,0.00010211375472276115,0.00088498587426393,491,792,301,[[3]],[[4]],[[4]],5,9,538,317,97
26,32,648,655,991,336,126,126,710,710,0,0.00037441710065012424,0.0007488342013002485,654,746,92,[[2]],[[3]],[[3]],19,2,48,465,52
27,0,206,1,930,929,20,63,1,465,464,0.0,0.0006807583648184077,1,751,750,[[3]],[[inf]],[[4]],20,0,5,838,273
28,0,616,1,996,995,6,44,1,756,755,0.0,0.003778208924742163,1,941,940,[[2]],[[inf]],[[3]],6,0,253,784,38
29,47,148,741,904,163,118,118,658,658,0,0.0006807583648184077,0.0006807583648184077,745,745,0,[[inf]],[[3]],[[3]],21,6,12,4,953
30,7,108,465,901,436,28,28,518,518,0,0.00013615167296368154,0.00017018959120460194,522,548,26,[[5]],[[4]],[[4]],8,2,508,670,764
31,2,103,335,919,584,4,4,385,385,0,0.00010211375472276115,0.00010211375472276115,481,481,0,[[inf]],[[5]],[[5]],2,1,893,810,436
32,39,655,652,990,338,152,170,677,710,33,0.00034037918240920387,0.0016338200755641784,626,864,238,[[2]],[[3]],[[3]],23,4,15,202,147
33,31,132,738,929,191,48,48,711,711,0,0.0012253650566731338,0.0012253650566731338,821,821,0,[[9]],[[3]],[[3]],7,5,505,308,647
34,312,518,973,988,15,228,228,985,985,0,0.005888559855679227,0.006126825283365669,964,965,1,[[3]],[[2]],[[2]],11,31,66,34,435
35,0,101,1,880,879,10,10,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],10,0,205,867,965
36,0,101,1,924,923,5,5,1,1,0,0.0,3.4037918240920386e-05,1,404,403,[[5]],[[inf]],[[6]],5,0,533,200,357
37,6,107,443,923,480,10,10,458,458,0,0.0,0.0,1,1,0,[[5]],[[4]],[[4]],3,1,836,623,495
38,167,269,948,972,24,166,166,961,961,0,0.0033357159876101976,0.0034037918240920387,928,929,1,[[4]],[[2]],[[2]],11,15,176,153,290
39,0,101,1,899,898,6,6,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],6,0,606,881,817
40,127,228,921,970,49,70,70,895,895,0,0.001940161339732462,0.001940161339732462,884,884,0,[[inf]],[[3]],[[3]],5,19,377,144,565
41,9,110,482,887,405,32,32,442,442,0,0.00013615167296368154,0.00013615167296368154,516,516,0,[[inf]],[[4]],[[4]],13,3,228,585,926
