,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,0,206,1,946,945,11,54,1,570,569,0.0,0.0016338200755641784,1,865,864,[[3]],[[inf]],[[4]],11,0,162,849,73
1,2,208,338,969,631,5,10,1,431,430,0.0,0.0007488342013002485,1,759,758,[[3]],[[inf]],[[4]],5,2,291,684,279
2,3,105,394,926,532,5,6,363,381,18,0.0,6.807583648184077e-05,1,452,451,[[4]],[[5]],[[5]],4,2,824,292,164
3,11,113,597,940,343,14,14,553,553,0,6.807583648184077e-05,0.00013615167296368154,443,511,68,[[4]],[[4]],[[4]],3,5,791,241,229
4,106,207,954,982,28,22,22,856,856,0,0.002825147213996392,0.002825147213996392,930,930,0,[[inf]],[[3]],[[3]],2,31,914,35,989
5,8,110,520,916,396,10,10,449,449,0,3.4037918240920386e-05,6.807583648184077e-05,392,436,44,[[4]],[[4]],[[4]],3,2,459,749,799
6,18,224,605,961,356,68,68,747,747,0,0.00030634126416828345,0.0004084550188910446,625,675,50,[[3]],[[3]],[[3]],8,2,231,628,505
7,39,245,809,977,168,22,22,741,741,0,0.0008509479560230097,0.0035739814152966403,781,936,155,[[3]],[[3]],[[3]],2,8,905,345,76
8,0,101,1,929,928,4,4,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],4,0,617,725,740
9,2,208,331,968,637,5,14,385,557,172,3.4037918240920386e-05,0.0011232513019503727,400,835,435,[[3]],[[5]],[[4]],3,1,726,577,54
10,13,114,572,919,347,30,30,653,653,0,0.00030634126416828345,0.00034037918240920387,634,650,16,[[5]],[[4]],[[4]],5,3,406,291,879
11,164,265,928,966,38,128,128,871,871,0,0.0014295925661186562,0.0014295925661186562,840,840,0,[[inf]],[[3]],[[3]],12,23,62,106,858
12,7,108,523,939,416,14,14,590,590,0,0.00030634126416828345,0.00030634126416828345,628,628,0,[[inf]],[[4]],[[4]],3,2,716,700,918
13,0,101,1,932,931,2,2,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],2,0,653,757,806
14,2,104,338,943,605,6,6,455,455,0,0.0002382654276864427,0.0017018959120460194,610,874,264,[[4]],[[5]],[[5]],3,1,797,891,69
15,49,255,831,975,144,60,60,887,887,0,0.0011913271384322134,0.0014295925661186562,833,850,17,[[3]],[[2]],[[2]],5,4,552,501,167
16,0,102,1,894,893,7,13,1,400,399,0.0,0.000442492937131965,1,682,681,[[4]],[[inf]],[[5]],7,0,472,782,245
17,309,925,973,998,25,192,192,954,954,0,0.004731270635487933,0.0057524081827155455,952,963,11,[[2]],[[2]],[[2]],13,48,91,56,591
18,37,138,685,900,215,142,142,766,766,0,0.00088498587426393,0.00088498587426393,776,776,0,[[inf]],[[3]],[[3]],17,6,56,114,367
19,106,312,937,985,48,30,30,762,762,0,0.0026209197045508697,0.004288777698355968,920,944,24,[[3]],[[3]],[[3]],4,20,610,94,15
20,23,125,689,926,237,34,34,638,638,0,0.0007488342013002485,0.0009190237925048504,772,796,24,[[4]],[[4]],[[4]],7,7,477,399,278
21,75,176,852,945,93,74,74,771,771,0,0.0011232513019503727,0.0011232513019503727,808,808,0,[[inf]],[[3]],[[3]],9,13,180,183,533
22,1,207,276,956,680,5,14,1,440,439,0.0,0.0005786446100956465,1,727,726,[[3]],[[inf]],[[4]],5,1,496,583,83
23,95,196,899,960,61,70,70,900,900,0,0.0026889955410327104,0.0026889955410327104,911,911,0,[[inf]],[[3]],[[3]],5,17,531,85,583
24,1,102,275,897,622,7,7,1,1,0,0.0,3.4037918240920386e-05,1,392,391,[[5]],[[inf]],[[6]],7,1,359,830,708
25,49,255,809,973,164,40,40,704,704,0,0.0014636304843595766,0.002110350930937064,847,890,43,[[3]],[[3]],[[3]],5,7,818,399,218
26,3,104,390,921,531,5,5,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],5,3,551,882,995
27,25,127,683,915,232,48,48,646,646,0,0.0004084550188910446,0.0006126825283365669,668,725,57,[[4]],[[3]],[[3]],9,4,289,479,474
28,23,124,693,926,233,36,36,737,737,0,0.0004765308553728854,0.0004765308553728854,700,700,0,[[inf]],[[3]],[[3]],5,5,290,362,798
29,0,101,1,870,869,18,18,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],18,0,64,834,914
30,2,208,328,947,619,16,23,356,389,33,0.0,0.0002382654276864427,1,559,558,[[3]],[[5]],[[4]],14,1,268,540,476
31,0,102,1,878,877,11,15,1,365,364,0.0,3.4037918240920386e-05,1,394,393,[[4]],[[inf]],[[5]],11,0,66,981,215
32,89,191,875,953,78,74,74,825,825,0,0.0013274788113958951,0.0013955546478777359,834,845,11,[[4]],[[3]],[[3]],8,16,201,113,556
33,55,156,842,946,104,34,34,752,752,0,0.0006467204465774873,0.0006467204465774873,750,750,0,[[5]],[[3]],[[3]],4,9,512,294,563
34,8,624,471,992,521,64,78,606,666,60,0.00017018959120460194,0.0012934408931549745,534,825,291,[[2]],[[4]],[[3]],12,2,44,700,115
35,72,174,853,950,97,94,94,905,905,0,0.002552843868069029,0.002552843868069029,906,906,0,[[4]],[[2]],[[2]],8,10,286,366,152
36,38,140,748,935,187,50,50,701,701,0,0.000442492937131965,0.0005105687736138058,690,709,19,[[4]],[[3]],[[3]],8,7,468,237,278
37,1,103,276,922,646,4,5,1,357,356,0.0,6.807583648184077e-05,1,440,439,[[4]],[[inf]],[[5]],4,1,559,472,697
38,0,101,1,935,934,3,3,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],3,0,835,995,472
39,59,161,812,932,120,120,120,900,900,0,0.0012253650566731338,0.0014295925661186562,822,834,12,[[4]],[[3]],[[3]],10,8,256,161,383
40,0,102,1,943,942,2,4,1,416,415,0.0,0.0004084550188910446,1,674,673,[[4]],[[inf]],[[5]],2,0,618,911,172
41,0,101,1,935,934,2,2,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],2,0,907,908,802
42,0,206,1,957,956,9,28,1,501,500,0.0,0.0002042275094455223,1,567,566,[[3]],[[inf]],[[4]],9,0,168,832,389
43,38,140,739,921,182,64,64,709,709,0,0.00037441710065012424,0.0005446066918547262,668,722,54,[[4]],[[3]],[[3]],9,6,245,461,453
44,29,131,799,962,163,18,18,711,711,0,0.0011913271384322134,0.0012934408931549745,830,841,11,[[4]],[[4]],[[4]],3,8,693,174,317
45,0,101,1,932,931,2,2,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],2,0,849,201,548
46,6,107,458,931,473,10,10,494,494,0,0.00010211375472276115,0.00010211375472276115,485,485,0,[[inf]],[[4]],[[4]],3,1,833,452,962
47,9,110,572,945,373,8,8,486,486,0,0.00010211375472276115,0.00010211375472276115,476,476,0,[[6]],[[4]],[[4]],2,3,943,829,781
48,1186,1287,1000,1000,0,240,240,999,999,0,0.021750229755948126,0.021750229755948126,996,996,0,[[inf]],[[2]],[[2]],9,157,217,2,930
