,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,21,227,621,958,337,42,42,563,563,0,0.00013615167296368154,0.0009530617107457708,513,778,265,[[3]],[[4]],[[4]],9,5,327,528,157
1,2,103,329,880,551,12,12,349,349,0,0.0,0.0,1,1,0,[[inf]],[[5]],[[5]],11,1,139,140,777
2,31,132,851,973,122,12,12,759,759,0,0.0008169100377820892,0.0009190237925048504,790,805,15,[[5]],[[4]],[[4]],2,17,782,327,22
3,8,109,503,911,408,18,18,493,493,0,0.00017018959120460194,0.00017018959120460194,531,531,0,[[inf]],[[4]],[[4]],5,2,492,383,790
4,65,166,874,966,92,28,28,805,805,0,0.002110350930937064,0.002110350930937064,894,894,0,[[6]],[[3]],[[3]],3,14,844,146,181
5,0,616,1,987,986,22,128,1,668,667,0.0,0.0027911092957554717,1,905,904,[[2]],[[inf]],[[3]],22,0,55,324,38
6,0,206,1,978,977,3,14,1,628,627,0.0,0.0018040096667687805,1,877,876,[[3]],[[inf]],[[4]],3,0,867,918,45
7,22,124,564,886,322,134,134,654,654,0,0.00017018959120460194,0.000442492937131965,525,671,146,[[4]],[[3]],[[3]],24,5,28,395,500
8,40,142,713,912,199,108,108,694,694,0,0.000442492937131965,0.000442492937131965,681,681,0,[[4]],[[3]],[[3]],16,5,59,591,518
9,110,316,919,978,59,46,46,762,762,0,0.0021784267674189047,0.003914360597705844,898,938,40,[[3]],[[3]],[[3]],6,23,465,66,98
10,1,102,276,948,672,3,3,1,1,0,0.0,0.0,1,1,0,[[5]],[[inf]],[[6]],3,1,576,779,602
11,38,654,680,990,310,172,182,777,796,19,0.0007488342013002485,0.001497668402600497,739,856,117,[[2]],[[3]],[[3]],22,3,55,382,403
12,9,215,479,954,475,28,32,433,463,30,6.807583648184077e-05,0.00037441710065012424,438,663,225,[[3]],[[4]],[[4]],11,3,227,534,500
13,0,102,1,923,922,3,5,1,389,388,0.0,0.00013615167296368154,1,506,505,[[4]],[[inf]],[[5]],3,0,337,933,869
14,0,206,1,971,970,5,18,1,525,524,0.0,0.001157289220191293,1,820,819,[[3]],[[inf]],[[4]],5,0,421,733,78
15,0,102,1,898,897,7,13,1,401,400,0.0,0.0002042275094455223,1,573,572,[[4]],[[inf]],[[5]],7,0,362,996,610
16,40,246,775,972,197,48,48,705,705,0,0.0005786446100956465,0.0011913271384322134,723,831,108,[[3]],[[3]],[[3]],7,11,170,162,257
17,0,102,1,925,924,6,8,1,381,380,0.0,3.4037918240920386e-05,1,403,402,[[4]],[[inf]],[[5]],6,0,661,977,508
18,0,101,1,935,934,3,3,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],3,0,903,699,428
19,48,150,759,919,160,136,136,809,809,0,0.0006126825283365669,0.0007147962830593281,720,746,26,[[4]],[[3]],[[3]],16,3,60,616,677
20,10,112,630,959,329,10,10,564,564,0,0.00037441710065012424,0.0005446066918547262,682,729,47,[[4]],[[4]],[[4]],3,4,883,622,504
21,6,108,393,880,487,32,32,414,414,0,0.0,0.0,1,1,0,[[4]],[[4]],[[4]],14,1,198,743,530
22,15,116,620,937,317,20,20,636,636,0,0.00034037918240920387,0.00034037918240920387,634,634,0,[[inf]],[[4]],[[4]],4,4,660,233,844
23,6,107,449,927,478,18,18,551,551,0,0.00010211375472276115,0.00010211375472276115,485,485,0,[[inf]],[[4]],[[4]],5,1,908,110,696
24,39,141,755,921,166,64,64,817,817,0,0.0004765308553728854,0.0007488342013002485,692,765,73,[[4]],[[3]],[[3]],7,4,447,233,829
25,79,180,884,966,82,66,66,923,923,0,0.0020763130126961434,0.0020763130126961434,893,893,0,[[inf]],[[3]],[[3]],6,12,594,163,868
26,75,176,892,969,77,28,28,829,829,0,0.0020082371762143027,0.0020082371762143027,892,892,0,[[5]],[[3]],[[3]],3,19,433,91,503
27,0,616,1,990,989,36,185,1,644,643,0.0,0.00176997174852786,1,861,860,[[2]],[[inf]],[[3]],36,0,16,608,95
28,0,101,1,924,923,3,3,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],3,0,583,446,850
29,0,101,1,931,930,2,2,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],2,0,586,907,867
30,18,119,600,905,305,26,26,485,485,0,0.00030634126416828345,0.00030634126416828345,624,624,0,[[inf]],[[4]],[[4]],7,6,436,613,429
31,26,127,686,923,237,52,52,720,720,0,0.0004084550188910446,0.0004084550188910446,671,671,0,[[inf]],[[3]],[[3]],7,5,171,619,803
32,0,101,1,921,920,3,3,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],3,0,672,774,546
33,0,101,1,921,920,3,3,1,1,0,0.0,6.807583648184077e-05,1,444,443,[[5]],[[inf]],[[6]],3,0,746,954,411
34,0,616,1,997,996,4,34,1,726,725,0.0,0.004152626025392287,1,950,949,[[2]],[[inf]],[[3]],4,0,354,726,33
35,2,104,336,930,594,5,5,398,398,0,6.807583648184077e-05,0.0002042275094455223,441,586,145,[[4]],[[5]],[[5]],3,1,857,592,149
36,6,622,501,1000,499,18,28,756,857,101,0.00030634126416828345,0.008543517478471017,635,977,342,[[2]],[[4]],[[3]],3,1,911,168,10
37,1,207,275,972,697,4,16,1,527,526,0.0,0.0005446066918547262,1,731,730,[[3]],[[inf]],[[4]],4,1,649,947,407
38,2,103,332,906,574,6,6,361,361,0,0.0,0.0,1,1,0,[[inf]],[[5]],[[5]],5,1,665,734,747
39,57,158,775,920,145,158,158,802,802,0,0.0007828721195411688,0.0007828721195411688,760,760,0,[[inf]],[[3]],[[3]],18,7,64,169,971
40,53,259,768,955,187,118,118,741,741,0,0.0008509479560230097,0.0009530617107457708,778,795,17,[[3]],[[3]],[[3]],16,8,27,345,958
41,0,206,1,960,959,7,25,1,506,505,0.0,0.0006126825283365669,1,731,730,[[3]],[[inf]],[[4]],7,0,400,831,138
42,120,326,911,978,67,76,76,882,882,0,0.0024507301133462676,0.002586881786309949,903,908,5,[[3]],[[2]],[[2]],6,19,255,184,441
43,13,114,529,900,371,32,32,513,513,0,0.0002723033459273631,0.00030634126416828345,606,622,16,[[5]],[[4]],[[4]],8,3,357,505,893
44,6,108,441,919,478,24,24,556,556,0,0.0,0.00010211375472276115,1,493,492,[[4]],[[4]],[[4]],6,1,253,110,667
45,59,265,911,994,83,22,22,897,897,0,0.002825147213996392,0.0035739814152966403,928,942,14,[[3]],[[3]],[[3]],2,16,749,78,438
46,4,106,451,947,496,3,3,377,377,0,3.4037918240920386e-05,3.4037918240920386e-05,401,401,0,[[4]],[[5]],[[5]],2,3,895,563,935
47,16,117,527,893,366,67,67,609,609,0,0.0002382654276864427,0.0002382654276864427,584,584,0,[[5]],[[3]],[[3]],13,1,228,810,374
48,39,245,843,985,142,18,18,751,751,0,0.0006807583648184077,0.0012934408931549745,765,851,86,[[3]],[[4]],[[4]],3,13,790,120,355
49,33,134,720,914,194,34,34,565,565,0,0.0004084550188910446,0.0004084550188910446,684,684,0,[[inf]],[[4]],[[4]],7,7,246,176,973
50,2,208,334,974,640,5,11,363,470,107,0.0,0.000442492937131965,1,703,702,[[3]],[[5]],[[4]],4,1,824,763,273
51,17,223,594,959,365,33,40,505,564,59,0.00013615167296368154,0.0009190237925048504,508,785,277,[[3]],[[3]],[[3]],9,2,276,654,64
52,0,616,1,992,991,10,68,1,677,676,0.0,0.004833384390210695,1,960,959,[[2]],[[inf]],[[3]],10,0,135,457,12
