,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,43,144,793,940,147,40,40,752,752,0,0.0014295925661186562,0.0014295925661186562,848,848,0,[[inf]],[[3]],[[3]],5,10,406,296,908
1,5,106,454,941,487,6,6,418,418,0,6.807583648184077e-05,6.807583648184077e-05,446,446,0,[[inf]],[[5]],[[5]],3,3,699,290,985
2,117,323,939,985,46,44,44,872,872,0,0.0040845501889104465,0.006126825283365669,940,968,28,[[3]],[[3]],[[3]],4,24,462,8,27
3,0,206,1,955,954,7,17,1,423,422,0.0,0.00013615167296368154,1,506,505,[[3]],[[inf]],[[4]],7,0,372,822,609
4,0,101,1,946,945,2,2,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],2,0,781,905,539
5,6,108,428,920,492,14,14,462,462,0,0.00017018959120460194,0.00034037918240920387,542,644,102,[[4]],[[4]],[[4]],5,1,561,594,300
6,8,110,508,918,410,12,12,446,446,0,3.4037918240920386e-05,0.0004765308553728854,403,694,291,[[4]],[[4]],[[4]],4,3,235,321,375
7,42,1682,814,1000,186,40,74,766,946,180,0.0010211375472276116,0.022430988120766535,817,995,178,[[1]],[[3]],[[2]],5,6,565,658,688
8,16,118,516,878,362,76,76,536,536,0,0.0002042275094455223,0.0002042275094455223,558,558,0,[[4]],[[3]],[[3]],19,1,48,666,721
9,540,642,990,992,2,238,238,994,994,0,0.011675005956635693,0.011913271384322134,982,983,1,[[4]],[[2]],[[2]],11,59,220,5,869
10,0,616,1,992,991,10,34,1,504,503,0.0,0.0007488342013002485,1,751,750,[[2]],[[inf]],[[3]],10,0,272,643,132
11,0,101,1,873,872,15,15,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],15,0,102,894,814
12,1,102,275,953,678,3,3,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],3,1,883,814,997
13,0,206,1,938,937,30,76,1,435,434,0.0,0.00030634126416828345,1,626,625,[[3]],[[inf]],[[4]],30,0,7,372,132
14,1,103,276,893,617,9,13,1,379,378,0.0,6.807583648184077e-05,1,445,444,[[4]],[[7]],[[5]],9,1,250,972,526
15,83,185,914,972,58,38,38,915,915,0,0.0030634126416828346,0.003199564314646516,930,932,2,[[4]],[[3]],[[3]],3,17,708,81,316
16,26,127,674,903,229,60,60,676,676,0,0.00034037918240920387,0.00034037918240920387,647,647,0,[[inf]],[[3]],[[3]],9,5,140,688,569
17,0,101,1,924,923,3,3,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],3,0,680,881,851
18,0,101,1,934,933,2,2,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],2,0,713,522,973
19,0,206,1,974,973,3,10,1,506,505,0.0,0.0004765308553728854,1,709,708,[[3]],[[inf]],[[4]],3,0,863,934,525
20,16,117,681,951,270,12,12,662,662,0,0.000442492937131965,0.000442492937131965,692,692,0,[[inf]],[[4]],[[4]],2,4,979,333,983
21,14,220,606,976,370,20,20,636,636,0,0.0006126825283365669,0.0011232513019503727,733,823,90,[[3]],[[4]],[[4]],4,4,660,143,162
22,4,105,460,954,494,2,2,1,1,0,0.0,0.0,1,1,0,[[inf]],[[7]],[[7]],2,4,868,595,706
23,4,210,443,977,534,4,10,370,527,157,0.00010211375472276115,0.0013955546478777359,485,848,363,[[3]],[[5]],[[4]],3,3,693,761,81
24,25,231,737,975,238,34,34,778,778,0,0.001497668402600497,0.0031314884781646754,850,923,73,[[3]],[[3]],[[3]],4,4,617,125,92
25,8,109,526,933,407,13,13,468,468,0,6.807583648184077e-05,6.807583648184077e-05,454,454,0,[[inf]],[[4]],[[4]],6,2,486,549,539
26,0,101,1,910,909,3,3,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],3,0,459,587,768
27,0,101,1,908,907,4,4,1,1,0,0.0,0.0,1,1,0,[[5]],[[inf]],[[6]],4,0,887,735,853
