,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,1,103,276,874,598,17,30,1,399,398,0.0,0.00017018959120460194,1,539,538,[[4]],[[6]],[[5]],17,1,112,861,634
1,1,102,276,942,666,2,2,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],2,1,964,747,880
2,1,102,276,945,669,2,2,1,1,0,0.0,0.00017018959120460194,1,567,566,[[5]],[[inf]],[[6]],2,1,684,920,208
3,0,206,1,954,953,8,15,1,392,391,0.0,3.4037918240920386e-05,1,401,400,[[3]],[[inf]],[[4]],8,0,434,848,506
4,10,111,562,930,368,8,8,528,528,0,0.00013615167296368154,0.00013615167296368154,528,528,0,[[inf]],[[4]],[[4]],2,3,932,307,930
5,32,134,753,940,187,14,14,536,536,0,0.0007488342013002485,0.0007828721195411688,763,771,8,[[4]],[[4]],[[4]],3,11,645,118,958
6,21,123,649,916,267,34,34,539,539,0,0.00013615167296368154,0.00088498587426393,509,779,270,[[4]],[[4]],[[4]],9,6,190,368,155
7,16,117,671,944,273,8,8,502,502,0,0.00010211375472276115,0.00010211375472276115,486,486,0,[[inf]],[[4]],[[4]],2,6,894,392,910
8,0,206,1,943,942,14,39,1,465,464,0.0,0.000442492937131965,1,676,675,[[3]],[[inf]],[[4]],14,0,108,750,154
9,110,211,940,973,33,38,38,908,908,0,0.005173763572619898,0.00527587732734266,960,960,0,[[5]],[[3]],[[3]],3,30,683,39,214
10,72,173,860,946,86,50,50,808,808,0,0.0010892133837094523,0.0010892133837094523,818,818,0,[[inf]],[[3]],[[3]],5,10,396,405,874
11,0,101,1,882,881,9,9,1,1,0,0.0,0.0,1,1,0,[[5]],[[inf]],[[6]],9,0,202,884,676
12,1,207,276,970,694,5,14,1,489,488,0.0,0.001055175465468532,1,813,812,[[3]],[[inf]],[[4]],5,1,601,650,397
13,495,596,990,994,4,110,110,958,958,0,0.010449640899962559,0.010449640899962559,984,984,0,[[inf]],[[2]],[[2]],6,78,432,9,699
14,2,104,344,956,612,4,4,442,442,0,0.0002042275094455223,0.000442492937131965,576,693,117,[[4]],[[5]],[[5]],2,1,982,607,346
15,5,211,436,970,534,6,14,412,541,129,6.807583648184077e-05,0.0005105687736138058,452,718,266,[[3]],[[5]],[[4]],3,4,780,512,253
