,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,65,271,840,973,133,78,78,880,880,0,0.0011913271384322134,0.002280540522141666,827,903,76,[[3]],[[3]],[[3]],7,10,400,405,440
1,27,128,742,938,196,34,34,788,788,0,0.00034037918240920387,0.00034037918240920387,668,668,0,[[inf]],[[3]],[[3]],4,6,885,107,978
2,0,101,1,891,890,10,10,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],10,0,169,894,915
3,0,101,1,885,884,12,12,1,1,0,0.0,0.0,1,1,0,[[5]],[[inf]],[[6]],12,0,187,915,788
4,46,147,756,917,161,80,80,745,745,0,0.0004765308553728854,0.0004765308553728854,691,691,0,[[inf]],[[3]],[[3]],10,6,125,658,883
5,40,141,776,937,161,46,46,733,733,0,0.0005105687736138058,0.0005105687736138058,706,706,0,[[inf]],[[3]],[[3]],6,5,341,221,971
6,115,217,922,970,48,66,66,899,899,0,0.0029612988869600733,0.0030293747234419145,919,921,2,[[4]],[[3]],[[3]],6,20,764,38,580
7,12,218,631,983,352,12,12,682,682,0,0.0004765308553728854,0.0012594029749140542,708,836,128,[[3]],[[4]],[[4]],2,2,702,475,326
8,19,120,579,887,308,140,140,813,813,0,0.0006807583648184077,0.0006807583648184077,736,736,0,[[inf]],[[3]],[[3]],15,3,49,299,349
9,32,238,673,955,282,114,114,737,737,0,0.0005105687736138058,0.0014295925661186562,703,842,139,[[3]],[[3]],[[3]],16,2,151,453,118
10,37,243,807,978,171,40,40,836,836,0,0.001055175465468532,0.002927260968719153,820,919,99,[[3]],[[3]],[[3]],5,6,695,46,89
11,58,674,797,992,195,143,164,858,896,38,0.0009530617107457708,0.003267640151128357,785,930,145,[[2]],[[2]],[[2]],14,4,108,167,35
12,20,226,653,971,318,44,44,680,680,0,0.0002382654276864427,0.0010892133837094523,587,813,226,[[3]],[[4]],[[4]],8,4,449,167,155
13,11,112,527,899,372,24,24,427,427,0,0.00010211375472276115,0.00010211375472276115,484,484,0,[[inf]],[[4]],[[4]],10,5,152,231,200
14,69,685,896,1000,104,32,32,912,912,0,0.002382654276864427,0.011130399264780965,915,989,74,[[2]],[[3]],[[3]],2,17,976,85,7
15,30,132,807,958,151,22,22,818,818,0,0.0007488342013002485,0.002280540522141666,764,906,142,[[4]],[[3]],[[3]],2,7,838,253,123
16,0,101,1,918,917,4,4,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],4,0,313,919,786
17,0,101,1,935,934,3,3,1,1,0,0.0,3.4037918240920386e-05,1,406,405,[[5]],[[inf]],[[6]],3,0,871,946,562
18,36,138,793,934,141,40,40,779,779,0,0.0008169100377820892,0.0009190237925048504,786,806,20,[[4]],[[3]],[[3]],5,4,604,185,521
19,1,103,276,891,615,8,12,1,377,376,0.0,0.00010211375472276115,1,483,482,[[4]],[[8]],[[5]],8,1,186,857,220
20,81,287,858,972,114,94,94,862,862,0,0.0015317063208414173,0.002552843868069029,850,901,51,[[3]],[[3]],[[3]],9,10,250,227,189
21,22,228,749,977,228,28,28,832,832,0,0.0007147962830593281,0.0031314884781646754,765,932,167,[[3]],[[3]],[[3]],3,2,708,827,75
22,0,102,1,878,877,10,16,1,381,380,0.0,0.00017018959120460194,1,541,540,[[4]],[[inf]],[[5]],10,0,298,996,285
23,132,233,947,976,29,64,64,930,930,0,0.004901460226692535,0.004901460226692535,961,961,0,[[inf]],[[3]],[[3]],4,31,558,126,684
24,39,141,742,921,179,118,118,842,842,0,0.0013615167296368155,0.0013955546478777359,839,842,3,[[4]],[[3]],[[3]],12,4,106,125,719
25,16,118,552,901,349,80,80,659,659,0,0.0002042275094455223,0.00034037918240920387,557,633,76,[[4]],[[3]],[[3]],15,1,110,681,719
26,0,206,1,946,945,16,44,1,455,454,0.0,0.0007828721195411688,1,757,756,[[3]],[[inf]],[[4]],16,0,145,816,497
27,46,147,869,973,104,18,18,769,769,0,0.0017018959120460194,0.0017018959120460194,879,879,0,[[inf]],[[4]],[[4]],3,19,883,91,906
28,3,209,375,959,584,12,24,380,501,121,3.4037918240920386e-05,0.0004084550188910446,402,679,277,[[3]],[[5]],[[4]],8,2,468,495,295
29,0,206,1,963,962,6,28,1,576,575,0.0,0.002723033459273631,1,909,908,[[3]],[[inf]],[[4]],6,0,353,817,28
30,0,206,1,957,956,7,26,1,496,495,0.0,0.0005786446100956465,1,720,719,[[3]],[[inf]],[[4]],7,0,366,801,336
31,113,214,924,971,47,50,50,842,842,0,0.002552843868069029,0.002552843868069029,911,911,0,[[inf]],[[3]],[[3]],5,25,314,47,446
32,0,616,1,989,988,16,108,1,707,706,0.0,0.0016338200755641784,1,855,854,[[2]],[[inf]],[[3]],16,0,26,498,58
33,1,102,276,883,607,10,10,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],10,1,82,787,984
34,39,245,765,971,206,58,58,753,753,0,0.0004765308553728854,0.0012253650566731338,690,819,129,[[3]],[[3]],[[3]],8,4,431,545,177
35,0,101,1,887,886,10,10,1,1,0,0.0,0.0,1,1,0,[[5]],[[inf]],[[6]],10,0,211,955,842
36,0,101,1,896,895,8,8,1,1,0,0.0,3.4037918240920386e-05,1,390,389,[[5]],[[inf]],[[6]],8,0,270,865,558
37,4,105,444,945,501,5,5,407,407,0,0.00010211375472276115,0.0002042275094455223,485,576,91,[[5]],[[5]],[[5]],3,2,642,791,646
38,36,138,775,932,157,44,44,680,680,0,0.0005105687736138058,0.0005105687736138058,701,701,0,[[4]],[[4]],[[4]],8,6,449,461,924
39,28,234,712,967,255,42,42,657,657,0,0.00088498587426393,0.002110350930937064,786,894,108,[[3]],[[4]],[[4]],7,9,450,293,82
40,0,101,1,909,908,5,5,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],5,0,247,514,276
41,1,103,276,895,619,11,13,1,360,359,0.0,0.0,1,1,0,[[4]],[[inf]],[[5]],11,1,271,235,618
