,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,54,1694,55,100,45,64,88,60,72,12,54,88,55,73,18,0.007590455767725246,0.036624800027230335,61,93,32,1,3,2,4,4,83,72,25
1,0,206,1,94,93,0,18,1,37,36,0,18,1,46,45,0.0,0.005684332346233704,1,56,55,3,-1,4,3,0,81,91,31
2,237,237,96,96,0,88,88,82,82,0,88,88,82,82,0,0.03114469519044215,0.03114469519044215,90,90,0,-1,2,2,4,30,72,7,99
3,293,499,97,100,3,72,72,83,83,0,72,72,83,83,0,0.03451444909629327,0.038735150958167396,92,93,1,3,2,2,3,29,58,0,21
4,156,772,83,100,17,200,200,81,81,0,156,200,83,91,8,0.014670342761836687,0.020831205963443275,76,82,6,2,2,2,11,13,19,33,44
5,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,2,0,97,40,87
6,40,656,55,100,45,38,38,51,51,0,38,38,54,54,0,0.005616256509751864,0.016916845365737433,59,80,21,2,3,3,3,6,82,26,33
7,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,2,0,97,85,81
8,0,616,1,100,99,0,62,1,53,52,0,62,1,58,57,0.0,0.012491915994417782,1,71,70,2,-1,3,6,0,74,97,19
9,6,212,32,93,61,18,18,35,35,0,6,14,32,41,9,0.0013955546478777359,0.004629156880765172,42,52,10,3,4,4,3,1,58,71,29
10,100,202,76,92,16,48,48,54,54,0,48,48,56,56,0,0.009394465434494027,0.009428503352734947,65,65,0,4,3,3,3,9,87,31,95
11,0,102,1,79,78,0,6,1,28,27,0,6,1,30,29,0.0,0.003778208924742163,1,50,49,4,-1,5,3,0,94,98,57
12,0,616,1,100,99,0,40,1,37,36,0,16,1,39,38,0.0,0.0026889955410327104,1,45,44,2,-1,3,9,0,26,36,46
13,173,379,92,100,8,96,96,92,92,0,96,96,92,92,0,0.0318935293917424,0.03267640151128357,92,92,0,3,2,2,3,20,81,23,71
14,0,616,1,100,99,0,40,1,40,39,0,40,1,53,52,0.0,0.007590455767725246,1,63,62,2,-1,3,5,0,80,87,31
15,85,291,75,98,23,38,38,46,46,0,38,38,51,51,0,0.015351101126655093,0.02750263793866367,79,91,12,3,3,3,3,12,96,37,6
16,104,720,76,100,24,110,120,77,84,7,110,120,81,86,5,0.012287688484972258,0.031485074372851356,70,91,21,2,2,2,6,9,74,31,16
17,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,13,0,13,66,50
18,143,349,83,99,16,70,70,56,56,0,70,70,63,63,0,0.013376901868681712,0.01865277919602437,75,83,8,3,3,3,5,14,37,32,48
19,40,246,61,100,39,22,22,55,55,0,22,22,57,57,0,0.005548180673270023,0.016712617856291908,58,81,23,3,3,3,2,6,97,41,30
20,0,1640,1,100,99,0,130,1,65,64,0,130,1,82,81,0.0,0.02917049593246877,1,89,88,1,-1,2,11,0,38,36,7
21,320,420,100,100,0,80,80,96,96,0,80,80,96,96,0,0.05762619558187821,0.05762619558187821,98,98,0,5,2,2,2,36,98,2,4
22,22,638,53,100,47,22,32,52,62,10,22,32,54,63,9,0.0020763130126961434,0.02556247659893121,47,88,41,2,3,3,2,2,86,52,1
23,56,672,56,100,44,96,116,55,67,12,56,116,56,75,19,0.004561081044283332,0.013989584397018279,56,75,19,2,2,2,7,2,24,52,27
24,22,638,47,100,53,24,34,43,55,12,22,34,48,58,10,0.003982436434187685,0.010687906327649,53,72,19,2,3,3,3,2,55,83,21
25,0,616,1,100,99,0,42,1,35,34,0,42,1,51,50,0.0,0.012389802239695021,1,73,72,2,-1,3,6,0,51,36,12
26,16,16,36,36,0,34,34,36,36,0,16,16,36,36,0,0.0006467204465774873,0.0006467204465774873,35,35,0,-1,3,3,6,1,71,49,67
27,362,978,95,100,5,224,224,99,99,0,224,224,99,99,0,0.03104258143571939,0.053133190374076725,90,99,9,2,2,2,8,22,27,9,11
28,0,206,1,93,92,0,30,1,32,31,0,14,1,35,34,0.0,0.0026889955410327104,1,45,44,3,-1,4,9,0,23,98,73
