,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,108,1748,77,100,23,146,180,75,91,16,108,180,77,93,16,0.007522379931243405,0.02396269444160795,61,87,26,1,2,2,8,6,15,28,38
1,73,73,57,57,0,160,160,69,69,0,73,73,57,57,0,0.004356853534837809,0.004356853534837809,55,55,0,-1,2,2,11,4,19,22,84
2,0,206,1,88,87,0,28,1,32,31,0,6,1,28,27,0.0,0.002212464685659825,1,44,43,3,-1,4,8,0,10,59,46
3,0,206,1,92,91,0,22,1,33,32,0,6,1,32,31,0.0,0.001497668402600497,1,43,42,3,-1,4,5,0,88,99,53
4,48,664,56,100,44,64,74,58,66,8,48,74,56,68,12,0.003880322679464924,0.023213860240307704,52,86,34,2,2,2,5,3,80,43,9
5,0,616,1,100,99,0,54,1,37,36,0,50,1,52,51,0.0,0.010892133837094524,1,73,72,2,-1,3,8,0,30,66,39
6,165,371,88,97,9,104,104,81,81,0,104,104,84,84,0,0.0245413390517036,0.026175159127267776,87,87,0,3,2,2,5,20,61,23,53
7,1,1,24,24,0,3,3,24,24,0,1,1,24,24,0,6.807583648184077e-05,6.807583648184077e-05,27,27,0,-1,6,6,3,2,92,58,40
8,100,100,73,73,0,100,100,96,96,0,100,100,96,96,0,0.08243983797950917,0.08781782906157459,100,100,0,3,1,1,3,29,64,11,24
9,209,311,94,98,4,144,144,90,90,0,144,144,90,90,0,0.023622315259198747,0.02382654276864427,87,87,0,4,2,2,6,20,59,23,55
10,64,64,57,57,0,66,66,50,50,0,64,64,59,59,0,0.006297014874570271,0.006297014874570271,57,57,0,-1,3,3,6,4,56,72,59
11,152,254,91,97,6,72,72,85,85,0,72,72,85,85,0,0.023452125667994147,0.025119983661799246,89,89,0,4,2,2,3,16,94,12,75
12,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,7,1,62,50,66
13,58,58,66,66,0,62,62,82,82,0,58,58,83,83,0,0.010415602981721638,0.010415602981721638,70,70,0,-1,2,2,3,3,60,54,69
14,16,222,34,90,56,72,76,40,40,0,16,42,34,53,19,0.0010892133837094523,0.0042547397801150485,38,54,16,3,3,3,10,1,11,71,28
15,58,160,67,92,25,32,32,63,63,0,32,32,64,64,0,0.011300588855985567,0.012287688484972258,70,72,2,4,3,3,2,8,86,17,61
16,0,616,1,99,98,0,112,1,59,58,0,112,1,74,73,0.0,0.010926171755335444,1,70,69,2,-1,3,12,1,6,50,19
17,8,214,38,94,56,12,16,34,36,2,8,16,38,42,4,0.0002042275094455223,0.006773545729943157,32,64,32,3,4,4,4,2,72,56,8
18,8,214,36,94,58,24,24,36,36,0,8,24,36,46,10,0.0005786446100956465,0.004833384390210695,36,53,17,3,4,4,4,2,53,56,38
19,184,390,93,100,7,32,32,70,70,0,32,32,70,70,0,0.028659927158854966,0.03369753905851118,91,93,2,3,3,3,2,27,95,10,21
20,0,206,1,85,84,0,44,1,34,33,0,6,1,26,25,0.0,0.0012594029749140542,1,39,38,3,-1,4,12,0,2,85,53
21,16,118,33,80,47,30,30,32,32,0,16,16,33,33,0,0.0005446066918547262,0.0006126825283365669,34,35,1,4,3,3,9,1,31,65,68
22,68,1708,68,100,32,62,96,80,93,13,62,96,81,93,12,0.00976888253514415,0.04486197624153307,69,96,27,1,2,2,3,7,94,62,51
23,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,8,0,27,84,89
24,112,728,75,100,25,264,284,77,80,3,112,207,75,87,12,0.007147962830593281,0.014534191088873005,57,74,17,2,2,2,16,4,9,72,24
25,6,6,34,34,0,16,16,34,34,0,6,6,34,34,0,0.0004084550188910446,0.0004084550188910446,36,36,0,-1,4,4,4,1,77,88,36
26,0,206,1,87,86,0,28,1,30,29,0,6,1,28,27,0.0,0.0004765308553728854,1,33,32,3,-1,4,10,0,22,86,71
27,24,640,48,100,52,42,76,41,53,12,24,76,48,65,17,0.0012253650566731338,0.01929949964260186,41,86,45,2,3,3,6,4,32,64,23
28,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,12,0,3,40,98
29,657,2257,100,100,0,536,536,100,100,0,536,536,100,100,0,0.03979032642363593,0.05473297253139998,95,98,3,1,2,2,17,30,20,7,5
30,260,260,94,94,0,264,264,93,93,0,264,264,94,94,0,0.022601177711971135,0.022601177711971135,85,85,0,-1,2,2,12,18,14,30,91
31,16,16,33,33,0,94,94,37,37,0,16,16,33,33,0,0.0007147962830593281,0.0007147962830593281,36,36,0,-1,3,3,16,2,4,42,76
32,475,1091,99,100,1,216,216,99,99,0,216,216,99,99,0,0.04697232717247013,0.06102998740597025,95,100,5,2,2,2,6,40,48,3,5
33,132,338,81,96,15,118,118,68,68,0,132,118,82,79,-3,0.01320671227747711,0.01504475986248681,74,74,0,3,2,2,9,8,29,8,83
34,192,192,95,95,0,96,96,90,90,0,96,96,90,90,0,0.024371149460498995,0.024371149460498995,89,89,0,-1,2,2,3,18,75,5,59
35,77,77,74,74,0,22,22,49,49,0,22,22,50,50,0,0.015385139044896015,0.015385139044896015,79,79,0,-1,3,3,2,12,93,37,79
36,230,436,94,100,6,120,120,100,100,0,120,120,100,100,0,0.03359542530378842,0.040028591851322376,91,94,3,3,2,2,3,16,85,12,25
37,67,67,60,60,0,76,76,57,57,0,76,76,61,61,0,0.007318152421797883,0.007318152421797883,62,62,0,-1,3,3,6,8,74,44,99
38,118,118,78,78,0,152,152,70,70,0,118,118,78,78,0,0.011709043874876613,0.011709043874876613,72,72,0,-1,3,3,12,8,3,8,40
39,0,1640,1,100,99,0,86,1,56,55,0,86,1,65,64,0.0,0.031110657272201234,1,92,91,1,-1,2,6,0,65,36,18
40,2,618,26,100,74,7,70,27,58,31,2,70,26,65,39,3.4037918240920386e-05,0.025188059498281085,26,87,61,2,5,3,5,2,80,58,10
41,192,398,88,96,8,134,134,89,89,0,134,134,90,90,0,0.020831205963443275,0.021750229755948126,82,84,2,3,2,2,6,18,41,30,71
42,12,12,39,39,0,20,20,35,35,0,12,12,39,39,0,0.0012253650566731338,0.0012253650566731338,41,41,0,-1,4,4,4,3,73,51,92
43,190,190,94,94,0,56,56,84,84,0,56,56,85,85,0,0.03475271452397971,0.03475271452397971,94,94,0,-1,2,2,2,27,98,10,67
44,100,100,62,62,0,100,100,48,48,0,100,100,62,62,0,0.06273188331801627,0.07641512645086626,99,100,1,2,1,1,10,40,11,3,37
45,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,3,0,92,86,76
46,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,8,0,42,66,45
47,328,944,95,100,5,224,224,96,96,0,224,224,96,96,0,0.025051907825317403,0.029034344259505088,86,87,1,2,2,2,8,19,42,15,29
48,22,22,45,45,0,40,40,44,44,0,22,22,45,45,0,0.0014636304843595766,0.0014636304843595766,44,44,0,-1,3,3,5,2,88,61,97
49,57,257,65,95,30,38,38,55,55,0,38,38,58,58,0,0.006399128629293032,0.008305252050784574,62,64,2,3,3,3,3,8,76,44,47
50,0,616,1,100,99,0,50,1,35,34,0,34,1,45,44,0.0,0.005207801490860819,1,54,53,2,-1,3,8,1,27,69,62
