,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,0,206,1,88,87,0,32,1,33,32,0,29,1,45,44,0.0,0.004288777698355968,1,53,52,3,-1,4,8,1,10,45,57
1,430,430,99,99,0,232,232,100,100,0,232,232,100,100,0,0.039313795568263046,0.039313795568263046,95,95,0,-1,2,2,7,27,24,10,85
2,184,390,84,97,13,166,166,84,84,0,166,166,85,85,0,0.011947309302563056,0.013581129378127233,69,72,3,3,2,2,8,13,27,24,53
3,0,616,1,100,99,0,26,1,41,40,0,16,1,41,40,0.0,0.004186663943633207,1,53,52,2,-1,3,4,0,79,98,94
4,24,24,49,49,0,28,28,45,45,0,24,24,49,49,0,0.003165526396405596,0.003165526396405596,48,48,0,-1,3,3,3,6,58,70,86
5,94,710,67,100,33,90,90,61,61,0,94,90,67,66,-1,0.007284114503556962,0.018006058749446885,61,80,19,2,2,2,6,5,41,47,39
6,54,156,60,88,28,64,64,68,68,0,54,64,62,69,7,0.008169100377820893,0.008373327887266415,64,65,1,4,3,3,4,4,78,38,88
7,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,5,0,61,91,79
8,1,207,26,92,66,4,16,26,32,6,1,7,26,37,11,3.4037918240920386e-05,0.002314578440382586,26,47,21,3,6,4,4,2,47,58,46
9,222,324,92,94,2,192,192,89,89,0,192,192,92,92,0,0.022430988120766535,0.022805405221416657,85,85,0,4,2,2,9,16,31,18,42
10,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,6,0,34,86,80
11,206,412,94,100,6,152,152,98,98,0,152,152,98,98,0,0.02818339630348208,0.03185949147350148,90,90,0,3,2,2,5,20,45,23,26
12,0,206,1,94,93,0,18,1,37,36,0,18,1,43,42,0.0,0.003812246842983083,1,49,48,3,-1,4,3,0,96,79,13
13,0,101,1,72,71,0,5,1,24,23,0,1,1,24,23,0.0,3.4037918240920386e-05,1,25,24,5,-1,6,5,0,61,92,58
14,478,1078,100,100,0,304,304,100,100,0,304,304,100,100,0,0.03492290411518432,0.04190067735457299,91,95,4,2,2,2,10,27,0,10,8
15,100,100,76,76,0,100,100,96,96,0,100,100,96,96,0,0.0597705844310562,0.07042445284046428,98,99,1,2,1,1,3,13,87,24,6
16,0,616,1,99,98,0,122,1,62,61,0,122,1,79,78,0.0,0.016984921202219273,1,80,79,2,-1,3,11,1,33,45,15
17,0,206,1,92,91,0,26,1,35,34,0,26,1,49,48,0.0,0.00353994349705572,1,49,48,3,-1,4,5,0,37,91,13
18,124,330,77,96,19,150,150,85,85,0,124,130,83,86,3,0.010415602981721638,0.010926171755335444,71,72,1,3,2,2,7,7,46,21,42
19,503,1119,99,100,1,392,392,100,100,0,392,392,100,100,0,0.03703325504612138,0.0494230572858164,94,99,5,2,2,2,14,29,25,11,12
20,16,222,35,90,55,46,50,34,36,2,16,22,35,42,7,0.000442492937131965,0.0009870996289866913,34,39,5,3,3,3,10,1,12,88,42
21,64,64,59,59,0,114,114,67,67,0,64,64,59,59,0,0.006569318220497634,0.006569318220497634,61,61,0,-1,3,3,9,4,23,72,67
22,100,306,79,99,20,56,56,80,80,0,56,56,81,81,0,0.014840532353041287,0.022430988120766535,79,88,9,3,2,2,2,13,91,24,20
23,16,222,35,90,55,46,50,34,36,2,16,23,35,42,7,0.000442492937131965,0.0007488342013002485,34,37,3,3,3,3,10,1,12,88,63
24,246,246,92,92,0,200,200,94,94,0,200,200,94,94,0,0.020354675108070392,0.020354675108070392,81,81,0,-1,2,2,8,14,10,32,86
25,16,632,35,100,65,46,100,34,44,10,16,100,35,65,30,0.0006126825283365669,0.015487252799618776,37,80,43,2,3,3,10,1,1,88,6
26,0,102,1,78,77,0,7,1,28,27,0,2,1,28,27,0.0,0.0008169100377820892,1,37,36,4,-1,5,4,1,47,45,71
27,42,42,54,54,0,66,66,51,51,0,40,40,52,52,0,0.0034037918240920387,0.0034037918240920387,52,52,0,-1,3,3,6,6,34,41,82
28,122,122,81,81,0,80,80,59,59,0,80,80,63,63,0,0.017427414139351238,0.017427414139351238,82,82,0,-1,3,3,5,12,61,37,98
