,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,46,148,55,87,32,60,60,52,52,0,46,48,55,55,0,0.00888389666088022,0.009020048333843901,68,68,0,4,2,2,5,2,45,83,4
1,77,693,74,100,26,22,22,49,49,0,22,22,50,50,0,0.015385139044896015,0.03611423125361653,79,96,17,2,3,3,2,12,93,37,16
2,38,654,53,100,47,118,118,69,69,0,38,118,53,80,27,0.003608019333537561,0.01327478811395895,52,76,24,2,3,3,8,6,57,70,39
3,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,3,0,87,97,59
4,0,616,1,100,99,0,30,1,31,30,0,16,1,32,31,0.0,0.002484768031587188,1,45,44,2,-1,3,9,1,31,50,71
5,0,616,1,100,99,0,96,1,40,39,0,96,1,63,62,0.0,0.012696143503863304,1,74,73,2,-1,3,13,0,13,93,12
6,271,271,96,96,0,112,112,97,97,0,112,112,97,97,0,0.03594404166241193,0.03594404166241193,92,92,0,-1,2,2,4,29,84,11,50
7,98,304,65,97,32,198,198,86,86,0,98,108,65,78,13,0.011266550937744648,0.0123557643214541,73,74,1,3,2,2,10,5,1,25,43
8,85,701,60,100,40,134,134,66,66,0,85,134,60,83,23,0.006875659484665918,0.01678069369277375,61,77,16,2,2,2,10,6,22,35,33
9,0,616,1,100,99,0,78,1,46,45,0,78,1,65,64,0.0,0.023894618605126112,1,88,87,2,-1,3,8,0,39,40,11
10,183,285,89,95,6,182,182,87,87,0,182,182,92,92,0,0.015385139044896015,0.015623404472582456,77,78,1,4,2,2,9,15,23,19,88
11,56,262,66,98,32,38,38,52,52,0,38,38,55,55,0,0.0063650907110521125,0.012662105585622384,60,77,17,3,3,3,3,6,66,13,24
12,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,7,1,62,45,84
13,6,212,29,90,61,28,32,33,33,0,6,14,29,36,7,0.00037441710065012424,0.0019741992579733825,35,43,8,3,4,4,8,1,10,88,83
14,168,168,90,90,0,96,96,93,93,0,96,96,93,93,0,0.02569862827189489,0.02569862827189489,91,91,0,-1,2,2,3,18,66,30,76
15,18,18,48,48,0,30,30,46,46,0,18,18,48,48,0,0.0009190237925048504,0.0009190237925048504,37,37,0,-1,3,3,4,2,78,63,50
16,0,1640,1,100,99,0,54,1,48,47,0,54,1,57,56,0.0,0.019061234214915415,1,79,78,1,-1,2,6,0,69,66,41
17,20,20,46,46,0,44,44,48,48,0,20,20,46,46,0,0.0018380475850097008,0.0018380475850097008,45,45,0,-1,3,3,4,3,47,43,45
18,96,302,67,94,27,128,128,76,76,0,96,128,67,80,13,0.008611593314952858,0.011504816365431091,66,72,6,3,3,3,8,7,57,21,28
19,0,102,1,75,74,0,7,1,25,24,0,2,1,25,24,0.0,0.0002382654276864427,1,28,27,4,-1,5,6,1,51,45,88
20,0,102,1,76,75,0,17,1,26,25,0,2,1,24,23,0.0,0.0002382654276864427,1,29,28,4,-1,5,10,0,36,84,49
21,1,207,25,91,66,4,24,25,39,14,1,24,25,50,25,0.0,0.01324075019571803,1,73,72,3,6,4,4,1,84,68,23
22,100,100,76,76,0,100,100,96,96,0,100,100,96,96,0,0.0597705844310562,0.0597705844310562,98,98,0,-1,1,1,3,13,87,24,93
23,120,736,78,100,22,124,124,91,91,0,124,124,91,91,0,0.011981347220803976,0.017087034956942034,70,79,9,2,2,2,6,7,65,48,44
24,319,919,95,100,5,104,104,81,81,0,104,104,84,84,0,0.03465060076925695,0.04346642159365533,89,95,6,2,2,2,5,30,61,7,5
25,120,736,80,100,20,158,158,79,79,0,120,144,80,81,1,0.00888389666088022,0.01055175465468532,68,70,2,2,2,2,9,7,54,21,64
26,2,618,27,100,73,6,28,30,45,15,2,28,27,52,25,0.00010211375472276115,0.014908608189523128,29,76,47,2,5,3,3,1,81,4,30
27,16,632,38,100,62,58,82,44,55,11,16,82,38,64,26,0.0030634126416828346,0.032506211920078965,48,91,43,2,3,3,7,3,62,46,2
28,250,866,95,100,5,96,96,91,91,0,96,96,91,91,0,0.03512713162462984,0.04952517104053916,92,96,4,2,2,2,3,22,76,9,5
29,34,240,53,92,39,54,54,55,55,0,34,54,53,59,6,0.007488342013002485,0.021035433472888797,62,83,21,3,3,3,4,7,84,62,23
30,0,616,1,100,99,0,18,1,50,49,0,18,1,53,52,0.0,0.00793083495013445,1,64,63,2,-1,3,2,1,98,45,72
31,22,638,45,100,55,28,38,43,45,2,22,38,46,50,4,0.002110350930937064,0.013853432724054596,44,77,33,2,3,3,3,2,96,52,20
32,16,16,42,42,0,28,28,43,43,0,16,16,42,42,0,0.0026889955410327104,0.0026889955410327104,47,47,0,-1,3,3,3,2,96,94,99
