,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,100,100,69,69,0,84,84,46,46,0,84,84,64,64,0,0.01065386840940808,0.01065386840940808,68,68,0,-1,3,3,9,14,26,32,45
1,2,208,28,94,66,5,14,28,31,3,2,14,28,40,12,6.807583648184077e-05,0.002552843868069029,30,46,16,3,5,4,3,1,96,65,22
2,0,616,1,100,99,0,46,1,39,38,0,46,1,56,55,0.0,0.009870996289866912,1,69,68,2,-1,3,6,0,44,84,39
3,12,218,32,93,61,20,24,30,35,5,12,24,32,42,10,0.001157289220191293,0.013887470642295518,36,75,39,3,4,4,4,3,67,51,6
4,18,18,45,45,0,14,14,34,34,0,18,18,45,45,0,0.0011913271384322134,0.0011913271384322134,41,41,0,-1,4,4,3,4,60,64,40
5,34,650,48,100,52,74,88,46,46,0,34,88,48,66,18,0.004322815616596889,0.011811157629599374,53,71,18,2,3,3,8,6,39,73,21
6,111,317,80,95,15,182,182,70,70,0,111,126,80,82,2,0.007760645358929848,0.009973110044589673,62,67,5,3,2,2,13,8,13,44,41
7,46,662,52,100,48,104,124,61,63,2,46,124,52,79,27,0.0036760951700194017,0.024337111542258077,49,88,39,2,2,2,10,2,22,75,11
8,2,208,28,89,61,15,44,29,35,6,2,16,28,38,10,6.807583648184077e-05,0.0022465026039007454,31,46,15,3,5,4,8,1,57,55,70
9,0,616,1,100,99,0,44,1,48,47,0,44,1,53,52,0.0,0.011402702610708328,1,73,72,2,-1,3,4,0,53,59,17
10,130,746,83,100,17,88,88,76,76,0,88,88,79,79,0,0.011709043874876613,0.03631845876306205,74,94,20,2,2,2,4,13,47,24,11
11,100,716,80,100,20,32,32,64,64,0,32,32,64,64,0,0.017087034956942034,0.02750263793866367,80,89,9,2,3,3,2,18,89,30,77
12,0,102,1,76,75,0,19,1,28,27,0,4,1,29,28,0.0,0.00017018959120460194,1,29,28,4,-1,5,11,0,38,98,63
13,422,522,99,100,1,144,144,91,91,0,144,144,92,92,0,0.047993464719697745,0.048504033493311546,99,99,0,4,2,2,6,36,51,2,42
14,100,100,60,60,0,100,100,50,50,0,100,100,60,60,0,0.06855236733721366,0.06855236733721366,100,100,0,-1,1,1,9,36,28,2,82
15,362,568,97,100,3,224,224,97,97,0,224,224,97,97,0,0.037509785901494265,0.041083767316790906,93,96,3,3,2,2,8,27,57,10,26
16,100,100,76,76,0,100,100,91,91,0,100,100,91,91,0,0.07471323053882024,0.0848224922563736,100,100,0,2,1,1,4,29,77,11,39
17,218,1858,90,100,10,256,290,85,88,3,218,264,90,91,1,0.010892133837094524,0.020558902617515914,70,81,11,1,2,2,14,13,16,24,52
18,188,394,85,97,12,132,132,72,72,0,132,132,79,79,0,0.012968446849790666,0.014670342761836687,71,73,2,3,2,2,8,14,27,32,94
19,100,100,59,59,0,100,100,40,40,0,100,100,59,59,0,0.01501072194424589,0.01501072194424589,76,76,0,-1,1,1,15,4,7,72,76
20,0,616,1,100,99,0,40,1,29,28,0,16,1,31,30,0.0,0.0016678579938050988,1,39,38,2,-1,3,14,0,17,66,71
21,22,638,43,100,57,68,108,41,65,24,22,108,43,77,34,0.0017359338302869397,0.018380475850097007,44,81,37,2,3,3,8,2,30,52,15
22,126,326,82,95,13,94,94,68,68,0,94,94,71,71,0,0.017223186629905716,0.020150447598624867,80,82,2,3,2,2,5,12,50,37,72
23,0,206,1,93,92,0,8,1,31,30,0,6,1,31,30,0.0,0.0018380475850097008,1,45,44,3,-1,4,2,0,68,66,46
24,0,616,1,100,99,0,60,1,37,36,0,46,1,54,53,0.0,0.003608019333537561,1,50,49,2,-1,3,9,0,28,96,13
25,24,124,50,88,38,22,22,47,47,0,22,22,52,52,0,0.0017359338302869397,0.0018720855032506212,42,43,1,4,3,3,2,4,89,64,4
26,0,206,1,87,86,0,37,1,32,31,0,12,1,32,31,0.0,0.0006467204465774873,1,35,34,3,-1,4,15,1,7,45,63
27,206,412,91,96,5,256,256,90,90,0,256,256,94,94,0,0.01865277919602437,0.024507301133462677,79,83,4,3,2,2,13,18,13,5,34
28,98,714,70,100,30,60,80,49,59,10,60,80,57,64,7,0.012253650566731339,0.027843017121072875,76,90,14,2,3,3,5,8,50,8,6
29,40,656,48,99,51,146,166,64,66,2,40,112,48,74,26,0.004595118962524252,0.013513053541645392,55,73,18,2,2,2,12,1,6,90,20
30,0,206,1,92,91,0,18,1,35,34,0,18,1,44,43,0.0,0.006977773239388679,1,64,63,3,-1,4,3,0,82,87,24
31,134,340,79,96,17,80,80,53,53,0,80,80,60,60,0,0.010279451308757957,0.010449640899962559,70,70,0,3,3,3,5,9,52,31,49
32,124,330,78,98,20,260,260,77,77,0,124,132,78,79,1,0.010245413390517035,0.01055175465468532,67,67,0,3,2,2,17,6,20,34,56
33,80,680,63,100,37,114,114,67,67,0,80,114,63,79,16,0.0057524081827155455,0.013649205214609075,57,74,17,2,3,3,9,5,23,47,20
34,59,265,60,95,35,68,68,74,74,0,59,68,66,75,9,0.010279451308757957,0.018312400013615168,69,84,15,3,2,2,4,6,77,73,20
35,340,546,100,100,0,120,120,100,100,0,120,120,100,100,0,0.055209503386772864,0.05721774056298717,97,98,1,3,2,2,3,40,81,3,35
36,0,616,1,100,99,0,86,1,45,44,0,60,1,56,55,0.0,0.007454304094761564,1,61,60,2,-1,3,10,0,11,89,48
37,100,100,67,67,0,100,100,74,74,0,100,100,75,75,0,0.08019333537560842,0.08968991456482521,100,100,0,2,1,1,5,40,63,3,6
38,0,206,1,94,93,0,18,1,37,36,0,18,1,46,45,0.0,0.019163347969638176,1,82,81,3,-1,4,3,0,81,97,11
39,80,286,59,95,36,128,128,72,72,0,80,88,59,60,1,0.009088124170325743,0.009734844616903231,69,70,1,3,2,2,9,6,35,34,74
40,362,978,98,100,2,280,280,98,98,0,280,280,98,98,0,0.025188059498281085,0.030702202253310187,87,89,2,2,2,2,10,19,0,15,24
41,32,238,43,93,50,84,84,42,42,0,32,56,43,54,11,0.0030293747234419145,0.007862759113652609,48,60,12,3,3,3,9,2,29,83,34
42,100,100,67,67,0,100,100,74,74,0,100,100,75,75,0,0.062357466217366146,0.062357466217366146,98,98,0,-1,1,1,5,29,63,0,80
