,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,out_deg_victim,in_deg_villain,victim,villain,relayer
52,90,191,65.0,89.0,24.0,94,94,71.5,71.5,0.0,94,94,73.5,73.5,0.0,0.00891793457912114,0.00891793457912114,68.0,68.0,0.0,5,5,6,50,34,78
53,100,100,64.5,64.5,0.0,100,100,56.5,56.5,0.0,100,100,64.5,64.5,0.0,0.026004969536063176,0.026004969536063176,89.0,89.0,0.0,-1,9,13,29,24,93
54,375,991,97.0,100.0,3.0,160,160,94.5,94.5,0.0,160,160,95.0,95.0,0.0,0.03448041117805235,0.03761189965621702,91.0,94.0,3.0,2,7,29,62,1,54
55,0,102,12.5,84.5,72.0,0,4,12.5,31.0,18.5,0,3,12.5,33.0,20.5,0.0,0.0012594029749140542,13.5,41.0,27.5,4,2,1,93,45,83
56,242,842,96.0,100.0,4.0,56,56,85.0,85.0,0.0,56,56,85.5,85.5,0.0,0.0333911977943429,0.04360257326661901,92.0,96.0,4.0,2,2,27,68,10,33
57,16,117,46.0,82.0,36.0,38,38,51.0,51.0,0.0,16,17,44.5,46.5,2.0,0.0030974505599237552,0.0030974505599237552,51.0,51.0,0.0,6,3,3,87,46,78
58,82,183,63.0,87.0,24.0,128,128,70.5,70.5,0.0,82,83,63.0,63.0,0.0,0.008509479560230097,0.008543517478471017,64.5,65.0,0.5,5,8,7,30,48,58
59,108,724,80.0,100.0,20.0,96,96,92.0,92.0,0.0,96,96,92.0,92.0,0.0,0.017121072875182955,0.033255046121379216,82.0,93.0,11.0,2,3,5,64,25,23
60,100,100,71.5,71.5,0.0,100,100,58.5,58.5,0.0,100,100,71.5,71.5,0.0,0.01950372715204738,0.045474658769869634,81.0,97.0,16.0,2,9,2,35,52,3
61,72,72,73.0,73.0,0.0,48,48,77.0,77.0,0.0,48,48,78.0,78.0,0.0,0.013717281051090916,0.013717281051090916,75.0,75.0,0.0,-1,3,8,92,20,67
62,100,100,67.0,67.0,0.0,100,100,43.5,43.5,0.0,100,100,67.5,67.5,0.0,0.03230198441063344,0.03863303720344464,92.0,94.0,2.0,2,17,19,20,15,48
63,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,0.0,0.0,14.0,14.0,0.0,-1,6,0,69,98,85
64,6,107,35.0,84.0,49.0,12,12,42.5,42.5,0.0,6,7,35.0,37.5,2.5,0.0004765308553728854,0.0004765308553728854,37.0,37.0,0.0,6,2,1,86,49,58
65,28,644,43.5,100.0,56.5,100,184,46.5,67.0,20.5,28,184,43.5,86.0,42.5,0.0015317063208414173,0.026073045372545015,40.0,88.0,48.0,2,14,3,16,43,9
66,0,616,12.5,100.0,87.5,0,32,12.5,67.5,55.0,0,32,12.5,68.5,56.0,0.0,0.025290173253003846,13.0,89.0,76.0,2,2,0,91,36,10
67,100,100,71.5,71.5,0.0,100,100,52.5,52.5,0.0,100,100,71.5,71.5,0.0,0.03315293236665646,0.047619047619047616,90.0,96.0,6.0,2,10,12,1,37,18
68,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,0.0,0.0,13.5,13.5,0.0,-1,4,0,84,87,89
69,78,78,57.5,57.5,0.0,104,104,80.5,80.5,0.0,78,78,58.5,58.5,0.0,0.00803294870485721,0.00803294870485721,60.0,60.0,0.0,-1,5,7,52,62,79
70,46,252,53.5,93.0,39.5,64,64,57.5,57.5,0.0,46,64,52.5,64.5,12.0,0.008577555396711936,0.013615167296368155,65.5,76.0,10.5,3,5,2,88,83,34
71,0,1640,13.0,100.0,87.0,0,74,13.0,65.0,52.0,0,74,13.0,70.0,57.0,0.0,0.042819701147077845,13.0,96.0,83.0,1,5,0,88,98,0
72,40,1680,46.5,100.0,53.5,140,204,66.0,84.5,18.5,40,204,46.5,88.0,41.5,0.003199564314646516,0.03584192790768916,49.0,93.0,44.0,1,11,1,33,53,1
73,6,212,32.0,89.0,57.0,13,30,30.0,36.0,6.0,6,30,32.0,51.0,19.0,0.0002723033459273631,0.008203138296061813,33.0,63.0,30.0,3,5,1,61,55,8
74,8,8,36.0,36.0,0.0,12,12,38.5,38.5,0.0,8,8,36.0,36.0,0.0,0.0004084550188910446,0.0004084550188910446,35.5,35.5,0.0,-1,2,2,68,56,84
75,16,118,43.0,86.0,43.0,28,28,47.0,47.0,0.0,16,18,43.0,44.5,1.5,0.0034718676605738795,0.0035739814152966403,51.0,51.0,0.0,4,3,1,66,90,4
76,54,260,59.0,95.0,36.0,54,54,61.0,61.0,0.0,54,54,64.0,64.0,0.0,0.006909697402906838,0.008679669151434699,61.0,66.0,5.0,3,4,7,73,62,94
77,0,206,13.0,92.0,79.0,0,36,13.0,32.0,19.0,0,6,13.0,30.5,17.5,0.0,0.001055175465468532,14.0,38.5,24.5,3,12,0,6,93,71
78,0,206,13.0,87.0,74.0,0,48,13.0,33.0,20.0,0,8,13.0,33.0,20.0,0.0,0.0013955546478777359,14.0,39.5,25.5,3,16,0,9,91,52
79,268,884,94.0,100.0,6.0,342,342,96.0,96.0,0.0,268,342,94.0,99.0,5.0,0.015487252799618776,0.02396269444160795,77.0,88.0,11.0,2,16,14,9,14,32
80,40,40,48.0,48.0,0.0,104,104,57.0,57.0,0.0,40,40,48.0,48.0,0.0,0.003778208924742163,0.003778208924742163,51.5,51.5,0.0,-1,10,2,0,94,87
81,0,206,13.0,92.0,79.0,0,22,13.0,34.5,21.5,0,22,13.0,48.0,35.0,0.0,0.008441403723748256,13.5,66.0,52.5,3,5,0,70,67,33
82,100,100,73.5,73.5,0.0,100,100,81.5,81.5,0.0,100,100,81.5,81.5,0.0,0.030361823070900983,0.030361823070900983,88.0,88.0,0.0,-1,5,4,70,64,82
83,6,6,31.0,31.0,0.0,22,22,30.0,30.0,0.0,6,6,31.0,31.0,0.0,0.0002723033459273631,0.0002723033459273631,32.0,32.0,0.0,-1,8,1,39,55,93
84,0,101,13.0,73.0,60.0,0,12,13.0,25.0,12.0,0,1,13.0,25.0,12.0,0.0,3.4037918240920386e-05,14.0,27.0,13.0,5,12,0,6,40,78
85,6,107,29.0,75.0,46.0,36,36,30.0,30.0,0.0,6,7,29.0,31.0,2.0,0.00010211375472276115,0.00010211375472276115,28.0,28.0,0.0,5,14,1,8,4,78
86,2,618,25.5,100.0,74.5,7,48,25.0,40.0,15.0,2,43,25.5,51.0,25.5,3.4037918240920386e-05,0.007828721195411689,27.0,62.0,35.0,2,6,2,40,58,25
87,128,229,82.0,92.0,10.0,152,152,84.5,84.5,0.0,128,152,81.0,85.0,4.0,0.015385139044896015,0.015419176963136935,78.0,78.0,0.0,5,8,9,57,39,55
88,147,147,93.0,93.0,0.0,46,46,87.5,87.5,0.0,46,46,87.5,87.5,0.0,0.02648150039143606,0.02648150039143606,91.0,91.0,0.0,-1,2,15,99,16,87
89,136,136,84.0,84.0,0.0,286,286,91.0,91.0,0.0,136,136,84.0,84.0,0.0,0.010858095918853602,0.010858095918853602,69.0,69.0,0.0,-1,14,4,8,38,96
90,100,100,69.0,69.0,0.0,100,100,52.0,52.0,0.0,100,100,69.0,69.0,0.0,0.04516831750570135,0.045338507096905956,95.0,95.0,0.0,4,10,20,36,23,65
91,194,810,90.0,100.0,10.0,208,208,90.0,90.0,0.0,208,208,93.0,93.0,0.0,0.015521290717859695,0.02733244834745907,79.0,88.0,9.0,2,10,13,0,33,19
92,100,100,82.5,82.5,0.0,100,100,97.5,97.5,0.0,100,100,97.5,97.5,0.0,0.06872255692841826,0.06872255692841826,100.0,100.0,0.0,-1,3,18,92,30,82
93,98,198,81.0,95.5,14.5,32,32,72.0,72.0,0.0,32,32,73.0,73.0,0.0,0.017018959120460194,0.017937982912965042,82.0,83.0,1.0,4,2,12,98,37,54
94,88,88,71.0,71.0,0.0,72,72,83.0,83.0,0.0,72,72,83.0,83.0,0.0,0.013751318969331836,0.013751318969331836,78.0,78.0,0.0,-1,3,9,82,27,87
95,32,238,41.5,93.0,51.5,116,116,58.0,58.0,0.0,32,38,41.5,43.5,2.0,0.0020422750944552232,0.0026889955410327104,44.0,47.0,3.0,3,15,2,7,83,42
96,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0.0,0.0,13.5,13.5,0.0,-1,10,0,1,82,97
97,2,208,29.5,95.0,65.5,3,8,29.0,35.5,6.5,2,8,29.5,38.5,9.0,3.4037918240920386e-05,0.009870996289866912,28.0,67.0,39.0,3,2,1,95,65,5
98,114,216,87.0,94.0,7.0,56,56,90.5,90.5,0.0,56,56,90.5,90.5,0.0,0.021580040164743523,0.026753803737363423,87.0,88.0,1.0,4,2,9,90,39,8
99,231,437,93.0,96.0,3.0,280,280,93.5,93.5,0.0,231,280,92.0,94.5,2.5,0.017972020831205963,0.019469689233806462,78.0,80.0,2.0,3,13,15,13,19,83
100,100,100,71.0,71.0,0.0,100,100,89.0,89.0,0.0,100,100,89.0,89.0,0.0,0.06341264168283468,0.08053371455801764,100.0,100.0,0.0,2,4,18,83,5,9
101,0,206,12.5,92.0,79.5,0,10,12.5,33.0,20.5,0,10,12.5,41.0,28.5,0.0,0.002212464685659825,14.5,44.0,29.5,3,3,0,85,98,22
102,231,437,92.0,99.0,7.0,206,206,91.5,91.5,0.0,206,206,93.0,93.0,0.0,0.018244324177133328,0.02117158514585248,80.0,84.0,4.0,3,9,15,28,19,73
103,282,882,96.0,100.0,4.0,288,288,98.0,98.0,0.0,288,288,98.0,98.0,0.0,0.026209197045508698,0.029510875114877974,88.0,90.0,2.0,2,12,20,14,23,28
104,406,1006,100.0,100.0,0.0,192,192,99.5,99.5,0.0,192,192,99.5,99.5,0.0,0.046563872153579086,0.04894652643044351,96.0,97.0,1.0,2,6,30,65,7,29
105,102,204,82.0,93.0,11.0,62,62,83.0,83.0,0.0,62,62,83.0,83.0,0.0,0.018006058749446885,0.01844855168657885,81.0,83.0,2.0,4,3,8,55,57,63
106,136,136,82.0,82.0,0.0,184,184,84.0,84.0,0.0,136,136,82.0,82.0,0.0,0.014908608189523128,0.014908608189523128,77.0,77.0,0.0,-1,10,8,1,20,98
107,100,100,68.0,68.0,0.0,100,100,51.0,51.0,0.0,100,100,68.0,68.0,0.0,0.04152626025392287,0.042853739065318766,94.0,96.0,2.0,2,12,22,3,9,53
108,38,38,51.0,51.0,0.0,72,72,52.0,52.0,0.0,38,38,51.0,51.0,0.0,0.002586881786309949,0.002586881786309949,47.0,47.0,0.0,-1,7,6,62,70,96
109,0,101,12.5,74.5,62.0,0,6,12.5,24.5,12.0,0,1,12.5,24.5,12.0,0.0,6.807583648184077e-05,13.5,28.0,14.5,5,6,0,59,86,95
110,6,6,31.0,31.0,0.0,34,34,31.0,31.0,0.0,6,6,31.0,31.0,0.0,0.00037441710065012424,0.00037441710065012424,32.0,32.0,0.0,-1,13,1,13,60,99
111,2,618,29.5,100.0,70.5,7,44,28.5,51.5,23.0,2,44,29.5,57.0,27.5,0.00017018959120460194,0.02215868477483917,32.0,83.0,51.0,2,4,1,84,95,7
112,6,622,31.0,100.0,69.0,33,106,30.0,54.5,24.5,6,60,31.0,53.0,22.0,0.00017018959120460194,0.006058749446883829,31.5,57.0,25.5,2,14,1,16,55,62
113,37,138,56.0,87.0,31.0,28,28,49.0,49.0,0.0,28,28,55.0,55.0,0.0,0.005582218591510943,0.0057524081827155455,61.0,61.0,0.0,5,3,6,76,35,60
114,128,744,82.0,100.0,18.0,90,100,72.0,80.5,8.5,90,100,73.0,80.5,7.5,0.01412573606998196,0.015589366554341537,77.0,77.0,0.0,2,6,14,69,32,49
115,0,1640,13.0,100.0,87.0,0,68,13.0,66.5,53.5,0,68,13.0,68.0,55.0,0.0,0.04979747438646653,13.5,96.0,82.5,1,4,1,53,45,10
116,2,104,31.0,81.0,50.0,6,8,29.0,31.5,2.5,2,7,31.0,35.5,4.5,3.4037918240920386e-05,0.00088498587426393,27.5,38.0,10.5,4,4,1,77,95,64
117,100,100,76.0,76.0,0.0,100,100,89.0,89.0,0.0,100,100,89.0,89.0,0.0,0.056673133871132444,0.07100309745055992,98.0,99.0,1.0,3,4,16,47,18,23
118,0,206,13.0,93.0,80.0,0,30,13.0,39.5,26.5,0,30,13.0,51.0,38.0,0.0,0.01232172640321318,13.5,75.0,61.5,3,5,0,49,98,18
119,0,616,13.0,100.0,87.0,0,40,13.0,34.5,21.5,0,16,13.0,36.5,23.5,0.0,0.002314578440382586,13.0,46.0,33.0,2,7,0,24,99,53
120,2,618,26.0,100.0,74.0,15,48,26.0,31.5,5.5,2,20,26.0,39.0,13.0,0.0,0.0010211375472276116,13.5,37.0,23.5,2,14,1,25,78,56
121,100,100,76.0,76.0,0.0,100,100,89.0,89.0,0.0,100,100,89.0,89.0,0.0,0.07260287960788318,0.07348786548214711,99.0,99.0,0.0,3,4,29,47,1,61
122,16,16,46.0,46.0,0.0,54,54,61.0,61.0,0.0,16,16,46.5,46.5,0.0,0.004731270635487933,0.004731270635487933,56.0,56.0,0.0,-1,4,1,77,90,82
123,40,246,55.5,95.0,39.5,62,62,78.0,78.0,0.0,40,62,66.5,78.5,12.0,0.0063650907110521125,0.011300588855985567,60.5,73.0,12.5,3,3,2,66,94,57
124,22,638,43.0,100.0,57.0,42,42,40.0,40.0,0.0,22,42,43.0,51.0,8.0,0.0011232513019503727,0.00796487286837537,38.5,64.0,25.5,2,6,2,65,74,25
125,18,634,43.5,100.0,56.5,42,56,39.5,45.0,5.5,18,56,43.5,52.5,9.0,0.0013955546478777359,0.013002484768031588,39.5,72.0,32.5,2,6,2,59,74,19
126,40,142,51.5,82.0,30.5,102,102,67.0,67.0,0.0,40,42,52.0,53.0,1.0,0.0024166921951053475,0.002484768031587188,47.0,47.0,0.0,4,8,1,10,53,95
127,22,22,46.5,46.5,0.0,28,28,51.0,51.0,0.0,22,22,47.5,47.5,0.0,0.004118588107151367,0.004118588107151367,49.0,49.0,0.0,-1,3,2,92,83,67
128,22,638,44.5,100.0,55.5,40,50,41.5,45.5,4.0,22,50,44.5,57.5,13.0,0.0020763130126961434,0.01684876952925559,45.0,79.0,34.0,2,5,2,63,75,16
129,0,616,13.0,100.0,87.0,0,70,13.0,41.0,28.0,0,70,13.0,56.0,43.0,0.0,0.01324075019571803,14.5,76.0,61.5,2,9,0,28,67,12
130,236,236,94.0,94.0,0.0,120,120,88.0,88.0,0.0,120,120,88.0,88.0,0.0,0.027536675856904592,0.027536675856904592,89.0,89.0,0.0,-1,6,22,65,9,79
131,248,448,93.0,99.0,6.0,264,264,94.0,94.0,0.0,264,264,95.0,95.0,0.0,0.0228734810578985,0.02474556656114912,86.0,87.0,1.0,3,12,16,14,18,41
132,80,182,72.5,90.0,17.5,64,64,68.5,68.5,0.0,64,64,71.0,71.0,0.0,0.012083460975526737,0.012389802239695021,74.0,74.0,0.0,4,4,9,77,27,63
133,112,213,75.5,87.0,11.5,264,264,77.0,77.0,0.0,112,113,75.5,76.0,0.5,0.007147962830593281,0.007147962830593281,57.0,57.0,0.0,5,16,4,9,72,78
134,180,282,89.0,97.0,8.0,264,264,93.5,93.5,0.0,180,182,89.0,89.0,0.0,0.015419176963136935,0.015521290717859695,77.0,77.0,0.0,4,12,9,6,27,55
135,111,211,77.0,86.0,9.0,218,218,76.0,76.0,0.0,111,111,77.0,77.0,0.0,0.007454304094761564,0.007454304094761564,61.0,61.0,0.0,5,14,8,25,57,78
136,72,174,65.0,92.0,27.0,48,48,64.0,64.0,0.0,48,48,65.5,65.5,0.0,0.009734844616903231,0.010960209673576363,67.0,72.0,5.0,4,3,6,87,77,94
137,100,100,72.0,72.0,0.0,100,100,71.5,71.5,0.0,100,100,78.0,78.0,0.0,0.06620375097859015,0.06834813982776813,100.0,100.0,0.0,3,6,30,51,7,70
138,148,764,85.0,100.0,15.0,110,120,84.5,88.5,4.0,110,120,84.5,87.5,3.0,0.01409169815174104,0.021716191837707205,73.0,81.0,8.0,2,6,14,71,32,34
139,391,597,99.0,100.0,1.0,208,208,100.0,100.0,0.0,208,208,100.0,100.0,0.0,0.039449947241226725,0.04506620375097859,95.0,97.0,2.0,3,7,29,62,11,31
140,8,8,37.5,37.5,0.0,20,20,35.5,35.5,0.0,8,8,37.5,37.5,0.0,0.0006807583648184077,0.0006807583648184077,37.0,37.0,0.0,-1,4,3,83,51,87
141,0,616,13.0,100.0,87.0,0,40,13.0,44.5,31.5,0,40,13.0,52.0,39.0,0.0,0.015623404472582456,13.5,79.0,65.5,2,5,0,49,91,6
142,86,702,54.5,100.0,45.5,180,194,64.5,70.0,5.5,86,130,54.5,84.0,29.5,0.003710133088260322,0.009734844616903231,49.0,66.5,17.5,2,16,3,4,43,72
143,6,6,33.5,33.5,0.0,8,8,33.5,33.5,0.0,6,6,33.5,33.5,0.0,0.00030634126416828345,0.00030634126416828345,33.0,33.0,0.0,-1,2,1,68,4,92
144,86,86,66.0,66.0,0.0,122,122,76.5,76.5,0.0,86,86,66.0,66.0,0.0,0.00881582082439838,0.00881582082439838,68.0,68.0,0.0,-1,8,6,39,34,93
145,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0.0,0.0,14.0,14.0,0.0,-1,16,0,9,93,66
146,0,616,13.0,100.0,87.0,0,60,13.0,45.0,32.0,0,60,13.0,56.0,43.0,0.0,0.013819394805813677,13.0,75.0,62.0,2,8,0,21,76,12
147,0,616,13.0,99.0,86.0,0,96,13.0,43.0,30.0,0,69,13.0,55.0,42.0,0.0,0.011028285510058205,13.5,70.0,56.5,2,11,0,19,93,39
