,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,100,100,67,67,0,100,100,54,54,0,100,100,67,67,0,0.06831410190952722,0.08839647367167024,100,100,0,1,1,1,9,36,35,2,12
1,0,206,1,90,89,0,40,1,36,35,0,40,1,49,48,0.0,0.005888559855679227,1,58,57,3,-1,4,8,0,39,92,24
2,0,616,1,99,98,0,74,1,36,35,0,34,1,47,46,0.0,0.00527587732734266,1,56,55,2,-1,3,12,0,14,59,62
3,154,256,82,93,11,120,120,77,77,0,120,120,84,84,0,0.01153885428367201,0.011879233466081215,72,73,1,4,2,2,6,13,40,24,88
4,76,276,70,97,27,38,38,47,47,0,38,38,53,53,0,0.007182000748834201,0.010177337554035196,62,73,11,3,3,3,3,13,75,24,22
5,14,116,39,81,42,18,18,36,36,0,14,18,39,46,7,0.0014636304843595766,0.002586881786309949,42,48,6,4,4,4,3,3,64,43,54
6,0,616,1,100,99,0,22,1,41,40,0,22,1,45,44,0.0,0.016712617856291908,1,82,81,2,-1,3,2,1,68,50,16
7,443,1059,100,100,0,200,200,100,100,0,200,200,100,100,0,0.045304469178665034,0.0477551992920113,96,97,1,2,2,2,5,29,61,1,70
8,73,73,64,64,0,70,70,62,62,0,70,70,69,69,0,0.007760645358929848,0.007760645358929848,63,63,0,-1,3,3,5,8,45,57,36
9,110,110,76,76,0,142,142,72,72,0,110,110,76,76,0,0.010517716736444398,0.010517716736444398,71,71,0,-1,2,2,8,6,42,77,99
10,2,208,29,94,65,4,12,31,39,8,2,12,29,41,12,0.0002382654276864427,0.007182000748834201,34,67,33,3,5,4,2,1,90,60,20
11,135,1775,81,100,19,252,276,81,86,5,135,217,81,89,8,0.008509479560230097,0.02209060893835733,62,82,20,1,2,2,14,8,16,57,20
12,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,6,1,41,45,79
13,0,206,1,92,91,0,13,1,30,29,0,8,1,36,35,0.0,0.0010892133837094523,1,38,37,3,-1,4,5,0,37,87,51
14,96,96,62,62,0,118,118,71,71,0,96,96,63,63,0,0.010449640899962559,0.010449640899962559,69,69,0,-1,2,2,8,6,10,34,87
15,2,208,28,94,66,8,22,28,32,4,2,15,28,39,11,0.0002382654276864427,0.0026889955410327104,32,48,16,3,5,4,5,1,45,55,70
16,20,20,48,48,0,18,18,48,48,0,18,18,49,49,0,0.0017359338302869397,0.0017359338302869397,42,42,0,-1,3,3,2,3,93,43,82
17,392,598,100,100,0,120,120,100,100,0,120,120,100,100,0,0.0567752476258552,0.06416147588413493,99,99,0,3,2,2,3,36,58,2,17
18,56,672,53,100,47,132,142,73,75,2,56,142,53,83,30,0.00527587732734266,0.013921508560536438,55,77,22,2,2,2,8,3,30,29,27
19,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,2,0,89,93,45
20,219,321,92,96,4,176,176,87,87,0,176,176,91,91,0,0.02559651451717213,0.025834779944858572,88,88,0,4,2,2,8,15,39,16,55
21,1,207,25,90,65,4,24,25,37,12,1,24,25,49,24,6.807583648184077e-05,0.007147962830593281,28,62,34,3,6,4,4,1,79,68,77
