,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,444,444,98,98,0,336,336,97,97,0,336,336,97,97,0,0.03655672419074849,0.03655672419074849,92,92,0,-1,2,2,12,29,3,0,82
1,0,616,1,100,99,0,58,1,41,40,0,53,1,54,53,0.0,0.007182000748834201,1,59,58,2,-1,3,9,0,26,36,48
2,8,214,35,95,60,18,18,38,38,0,8,18,35,43,8,0.0004084550188910446,0.006739507811702236,34,59,25,3,4,4,3,2,96,56,48
3,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,3,0,94,76,81
4,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,9,0,28,67,99
5,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,10,1,36,50,99
6,369,969,99,100,1,168,168,99,99,0,168,168,99,99,0,0.039994553933081455,0.045746962115797,96,97,1,2,2,2,6,29,74,1,25
7,16,118,35,77,42,72,72,39,39,0,16,18,35,40,5,0.0008509479560230097,0.0014295925661186562,37,41,4,4,3,3,10,1,18,49,42
8,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,4,0,77,40,50
9,6,622,29,100,71,15,74,28,41,13,6,74,29,60,31,0.00017018959120460194,0.01317267435923619,29,71,42,2,4,3,9,1,23,78,37
10,16,632,33,100,67,38,56,35,40,5,16,56,33,53,20,0.0008509479560230097,0.013376901868681712,37,76,39,2,3,3,6,2,40,42,12
11,0,102,1,81,80,0,4,1,26,25,0,3,1,30,29,0.0,0.00017018959120460194,1,30,29,4,-1,5,3,0,81,93,56
12,0,101,1,81,80,0,3,1,24,23,0,2,1,26,25,0.0,0.0002042275094455223,1,30,29,5,-1,6,3,0,81,86,63
13,40,246,55,95,40,62,62,77,77,0,40,62,66,78,12,0.0063650907110521125,0.015351101126655093,60,80,20,3,2,2,3,2,66,94,19
14,215,415,96,100,4,72,72,84,84,0,72,72,84,84,0,0.03703325504612138,0.038394771775758195,94,94,0,3,2,2,3,29,81,0,73
15,6,6,29,29,0,28,28,30,30,0,6,6,29,29,0,6.807583648184077e-05,6.807583648184077e-05,27,27,0,-1,4,4,12,1,3,95,66
16,16,16,46,46,0,22,22,48,48,0,16,16,47,47,0,0.0031314884781646754,0.0031314884781646754,50,50,0,-1,3,3,2,3,95,46,84
17,144,246,83,95,12,64,64,59,59,0,64,64,63,63,0,0.012730181422104225,0.012934408931549747,75,75,0,4,3,3,4,14,53,32,60
18,114,114,87,87,0,56,56,85,85,0,56,56,85,85,0,0.021580040164743523,0.021580040164743523,87,87,0,-1,2,2,2,9,90,39,84
19,339,545,98,100,2,152,152,98,98,0,152,152,98,98,0,0.04360257326661901,0.04952517104053916,96,97,1,3,2,2,5,29,45,11,25
20,16,16,40,40,0,94,94,51,51,0,16,16,40,40,0,0.0020422750944552232,0.0020422750944552232,43,43,0,-1,3,3,9,1,26,53,84
21,0,616,1,100,99,0,56,1,40,39,0,56,1,55,54,0.0,0.009870996289866912,1,67,66,2,-1,3,9,0,26,91,19
