,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,96,196,62,88,26,118,118,71,71,0,96,98,63,63,0,0.010449640899962559,0.01058579257292624,69,70,1,4,2,2,8,6,10,34,63
1,0,616,1,100,99,0,46,1,33,32,0,22,1,42,41,0.0,0.0038462847612240037,1,49,48,2,-1,3,10,0,12,81,75
2,0,616,1,100,99,0,26,1,37,36,0,16,1,37,36,0.0,0.005207801490860819,1,55,54,2,-1,3,4,1,53,50,90
3,100,100,58,58,0,100,100,35,35,0,100,100,59,59,0,0.027843017121072875,0.027843017121072875,89,89,0,-1,1,1,17,18,20,5,50
4,44,660,56,100,44,64,64,64,64,0,44,64,58,66,8,0.007182000748834201,0.022430988120766535,61,85,24,2,3,3,4,7,77,62,23
5,6,212,30,92,62,36,36,36,36,0,6,36,30,50,20,0.002382654276864427,0.007828721195411689,44,63,19,3,4,4,6,3,65,46,21
6,100,100,67,67,0,100,100,66,66,0,100,100,72,72,0,0.06719085060757685,0.06719085060757685,99,99,0,-1,1,1,6,40,59,3,86
7,16,616,40,100,60,28,28,45,45,0,16,28,40,51,11,0.002314578440382586,0.024371149460498995,46,91,45,2,3,3,3,1,94,53,7
8,92,92,64,64,0,114,114,67,67,0,92,92,64,64,0,0.00789679703189353,0.00789679703189353,63,63,0,-1,3,3,9,7,35,48,80
9,255,871,95,100,5,288,288,95,95,0,288,288,95,95,0,0.017393376221110316,0.021239660982334322,80,83,3,2,2,2,12,15,6,19,28
10,0,101,1,74,73,0,8,1,25,24,0,1,1,25,24,0.0,3.4037918240920386e-05,1,26,25,5,-1,6,8,0,10,99,58
11,47,663,56,100,44,66,66,54,54,0,47,66,56,61,5,0.005820484019197386,0.017972020831205963,54,79,25,2,3,3,6,6,69,35,5
12,16,16,40,40,0,28,28,45,45,0,16,16,40,40,0,0.002314578440382586,0.002314578440382586,46,46,0,-1,3,3,3,1,94,53,80
13,0,206,1,93,92,0,12,1,35,34,0,12,1,36,35,0.0,0.006671431975220395,1,58,57,3,-1,4,2,0,68,80,44
14,44,1688,60,100,40,12,46,37,80,43,12,46,41,81,40,0.009156200006807584,0.06314033833690731,69,98,29,1,4,2,2,8,89,8,62
15,0,1640,1,100,99,0,148,1,70,69,0,148,1,84,83,0.0,0.038394771775758195,1,93,92,1,-1,2,9,0,28,67,2
16,6,622,29,100,71,29,53,31,34,3,6,30,29,45,16,0.0002042275094455223,0.0030634126416828346,31,49,18,2,4,3,12,1,3,65,41
17,16,16,38,38,0,114,114,61,61,0,16,16,38,38,0,0.0020422750944552232,0.0020422750944552232,43,43,0,-1,3,3,9,1,54,53,87
18,90,90,74,74,0,56,56,76,76,0,56,56,77,77,0,0.014023622315259198,0.014023622315259198,78,78,0,-1,2,2,2,7,68,21,50
19,100,100,59,59,0,100,100,45,45,0,100,100,59,59,0,0.03761189965621702,0.03778208924742163,95,95,0,3,1,1,10,20,0,23,56
20,40,656,44,100,56,168,178,68,69,1,40,84,44,56,12,0.002484768031587188,0.008169100377820893,47,63,16,2,2,2,14,1,8,53,72
21,76,76,69,69,0,38,38,57,57,0,38,38,59,59,0,0.008101024541339052,0.008101024541339052,62,62,0,-1,3,3,3,13,55,24,89
22,2,2,27,27,0,7,7,27,27,0,2,2,27,27,0,0.00010211375472276115,0.00010211375472276115,29,29,0,-1,5,5,6,1,41,68,81
23,210,416,89,97,8,182,182,83,83,0,182,182,86,86,0,0.014023622315259198,0.014772456516559448,75,75,0,3,2,2,9,14,54,14,71
24,144,144,82,82,0,112,112,92,92,0,112,112,92,92,0,0.012049423057285817,0.012049423057285817,72,72,0,-1,2,2,4,6,83,13,69
25,214,830,93,100,7,150,150,85,85,0,150,150,89,89,0,0.025766704108376733,0.035569624561761805,89,91,2,2,2,2,7,15,46,16,20
26,0,102,1,74,73,0,16,1,25,24,0,2,1,25,24,0.0,6.807583648184077e-05,1,26,25,4,-1,5,15,0,7,84,55
27,32,134,47,81,34,94,94,51,51,0,32,36,47,50,3,0.004629156880765172,0.00622893903808843,52,57,5,4,3,3,9,3,26,29,75
28,0,206,1,92,91,0,14,1,35,34,0,14,1,42,41,0.0,0.00442492937131965,1,54,53,3,-1,4,3,1,85,50,57
29,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,6,1,74,50,85
30,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,6,0,69,85,81
31,62,268,54,93,39,92,92,51,51,0,62,68,55,55,0,0.00439089145307873,0.005888559855679227,50,56,6,3,2,2,8,3,27,43,53
32,98,98,74,74,0,48,48,65,65,0,48,48,68,68,0,0.012662105585622384,0.012662105585622384,77,77,0,-1,3,3,3,9,66,27,99
33,0,616,1,100,99,0,94,1,36,35,0,34,1,44,43,0.0,0.005548180673270023,1,55,54,2,-1,3,16,0,9,59,62
34,101,717,78,100,22,100,110,68,79,11,100,110,73,82,9,0.008101024541339052,0.038564961366962795,65,93,28,2,2,2,6,8,48,57,3
35,329,431,99,100,1,56,56,76,76,0,56,56,77,77,0,0.04765308553728854,0.049389019367575476,97,97,0,4,2,2,2,36,68,2,75
36,14,220,43,93,50,18,18,38,38,0,14,18,43,46,3,0.002552843868069029,0.021682153919466287,47,85,38,3,4,4,3,6,85,70,11
