,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,out_deg_victim,in_deg_villain,victim,villain,relayer
0,16,632,36.0,99.0,63.0,112,132,60.5,62.0,1.5,16,62,36.0,55.0,19.0,0.0024166921951053475,0.011675005956635693,46.0,70.0,24.0,2,12,2,6,94,34
1,100,100,71.5,71.5,0.0,100,100,48.5,48.5,0.0,100,100,71.5,71.5,0.0,0.04649579631709724,0.06034922904115184,95.0,100.0,5.0,2,11,22,33,9,15
2,22,22,45.5,45.5,0.0,78,78,50.0,50.0,0.0,22,22,45.5,45.5,0.0,0.0016678579938050988,0.0016678579938050988,44.0,44.0,0.0,-1,8,2,21,61,99
3,209,825,94.0,100.0,6.0,118,128,94.0,97.0,3.0,118,128,94.0,97.0,3.0,0.02719629667449539,0.04755097178256578,89.0,96.0,7.0,2,5,15,49,16,9
4,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0.0,0.0,13.5,13.5,0.0,-1,5,0,49,92,45
5,6,212,34.0,97.0,63.0,12,12,42.5,42.5,0.0,6,12,34.0,45.5,11.5,0.0005105687736138058,0.008747744987916539,37.0,66.0,29.0,3,2,1,98,49,27
6,0,616,13.0,100.0,87.0,0,36,13.0,38.0,25.0,0,36,13.0,47.5,34.5,0.0,0.007726607440688927,14.0,59.0,45.0,2,5,0,52,66,34
7,548,648,99.5,100.0,0.5,328,328,100.0,100.0,0.0,328,328,100.0,100.0,0.0,0.04489601415977399,0.04516831750570135,95.0,95.0,0.0,4,10,40,12,3,49
8,30,646,54.0,100.0,46.0,22,22,55.0,55.0,0.0,22,22,57.5,57.5,0.0,0.006297014874570271,0.023894618605126112,62.0,87.0,25.0,2,2,4,89,38,9
9,16,16,46.0,46.0,0.0,22,22,58.5,58.5,0.0,16,16,49.0,49.0,0.0,0.0024507301133462676,0.0024507301133462676,48.0,48.0,0.0,-1,2,1,90,53,86
10,86,188,65.0,90.5,25.5,86,86,64.5,64.5,0.0,86,86,67.0,67.0,0.0,0.007011811157629599,0.00707988699411144,58.0,58.0,0.0,4,6,6,56,13,60
11,100,100,64.5,64.5,0.0,100,100,51.5,51.5,0.0,100,100,64.5,64.5,0.0,0.050444194833044013,0.050444194833044013,100.0,100.0,0.0,-1,11,29,5,11,40
12,115,1755,83.0,100.0,17.0,38,72,57.5,87.0,29.5,38,72,59.5,87.0,27.5,0.01756356581231492,0.05207801490860819,83.0,96.0,13.0,1,3,17,58,6,22
13,22,22,46.5,46.5,0.0,46,46,42.0,42.0,0.0,22,22,46.5,46.5,0.0,0.002382654276864427,0.002382654276864427,47.0,47.0,0.0,-1,6,2,44,75,99
14,0,616,12.5,100.0,87.5,0,18,12.5,53.0,40.5,0,18,12.5,54.5,42.0,0.0,0.009496579189216788,13.0,68.0,55.0,2,2,0,97,76,72
15,170,1770,88.0,100.0,12.0,150,150,89.0,89.0,0.0,150,150,91.0,91.0,0.0,0.017155110793423873,0.0489124885122026,82.0,96.0,14.0,1,7,13,46,33,7
16,136,1776,83.5,100.0,16.5,80,104,61.5,85.5,24.0,80,104,66.5,86.0,19.5,0.010143299635794275,0.03938187140474489,71.0,95.0,24.0,1,5,13,50,24,32
17,16,616,41.0,100.0,59.0,60,60,54.0,54.0,0.0,16,60,41.0,62.5,21.5,0.0018040096667687805,0.021954457265393648,43.0,84.0,41.0,2,5,1,80,53,7
18,84,700,72.0,100.0,28.0,88,88,85.5,85.5,0.0,88,88,85.5,85.5,0.0,0.010279451308757957,0.02729841042921815,70.5,89.0,18.5,2,4,6,72,26,9
19,2,618,27.0,100.0,73.0,6,40,26.5,41.5,15.0,2,40,27.0,49.5,22.5,0.0,0.006671431975220395,14.0,58.0,44.0,2,5,1,52,78,25
20,28,644,43.0,100.0,57.0,78,88,45.5,49.0,3.5,28,88,43.0,61.5,18.5,0.002314578440382586,0.01058579257292624,43.0,67.0,24.0,2,8,3,27,54,32
21,42,658,52.0,99.0,47.0,122,132,62.0,62.0,0.0,40,84,50.0,56.0,6.0,0.0034718676605738795,0.009292351679771264,51.0,69.0,18.0,2,12,6,6,41,72
22,0,206,13.0,91.5,78.5,0,32,13.0,34.5,21.5,0,32,13.0,46.0,33.0,0.0,0.004016474352428605,13.5,49.0,35.5,3,6,0,56,86,13
23,190,396,91.0,97.0,6.0,150,150,89.0,89.0,0.0,150,150,91.0,91.0,0.0,0.01501072194424589,0.021511964328261683,78.0,86.0,8.0,3,7,14,46,14,48
