,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,12,218,36,92,56,36,36,36,36,0,12,36,36,53,17,0.0009870996289866913,0.007998910786616291,37,63,26,3,4,4,6,2,44,74,77
1,100,100,67,67,0,100,100,54,54,0,100,100,67,67,0,0.023179822322066782,0.023179822322066782,85,85,0,-1,1,1,9,6,35,26,50
2,268,884,94,100,6,252,262,92,93,1,252,262,93,93,0,0.016406276592123625,0.023894618605126112,76,86,10,2,2,2,11,14,33,14,17
3,0,616,1,100,99,0,24,1,42,41,0,24,1,48,47,0.0,0.00881582082439838,1,64,63,2,-1,3,3,0,58,80,31
4,63,269,65,95,30,54,54,55,55,0,54,54,60,60,0,0.007284114503556962,0.011402702610708328,61,69,8,3,3,3,4,8,84,57,72
5,2,208,27,94,67,4,10,27,31,4,2,10,27,38,11,3.4037918240920386e-05,0.005241839409101739,27,57,30,3,5,4,3,1,81,95,24
6,100,100,67,67,0,100,100,54,54,0,100,100,67,67,0,0.028591851322373123,0.028796078831818644,89,89,0,4,1,1,8,7,27,21,49
7,128,128,86,86,0,56,56,80,80,0,56,56,81,81,0,0.01861874127778345,0.01861874127778345,83,83,0,-1,2,2,2,14,91,32,85
8,0,616,1,100,99,0,52,1,35,34,0,28,1,43,42,0.0,0.002825147213996392,1,45,44,2,-1,3,9,1,31,50,70
9,78,78,57,57,0,128,128,72,72,0,78,78,57,57,0,0.007420266176520644,0.007420266176520644,60,60,0,-1,2,2,9,7,35,62,76
10,116,732,73,100,27,190,190,74,74,0,116,190,73,86,13,0.010075223799312433,0.029817216379046257,66,90,24,2,2,2,11,7,5,48,10
11,22,228,47,94,47,28,28,42,42,0,22,28,47,50,3,0.000442492937131965,0.002280540522141666,35,47,12,3,3,3,3,2,64,63,83
12,0,206,1,88,87,0,26,1,28,27,0,6,1,27,26,0.0,0.0002382654276864427,1,31,30,3,-1,4,17,0,20,92,88
13,307,923,98,100,2,112,112,93,93,0,112,112,93,93,0,0.03625038292658021,0.0459171517070016,93,95,2,2,2,2,4,29,47,0,8
14,185,287,93,95,2,78,78,75,75,0,78,78,76,76,0,0.024983831988835564,0.02580074202661765,87,87,0,4,2,2,4,15,73,16,51
15,0,206,1,93,92,0,28,1,35,34,0,24,1,45,44,0.0,0.004186663943633207,1,53,52,3,-1,4,6,0,34,92,72
16,170,786,87,100,13,150,160,86,90,4,150,160,86,90,4,0.01592974573675074,0.02375846693216243,78,87,9,2,2,2,7,13,43,33,57
17,182,382,95,100,5,32,32,63,63,0,32,32,64,64,0,0.028455699649409444,0.04401102828551006,91,96,5,3,3,3,2,22,86,9,7
18,0,616,1,100,99,0,52,1,44,43,0,44,1,50,49,0.0,0.008986010415602982,1,65,64,2,-1,3,6,0,59,81,77
19,22,1662,39,100,61,164,208,70,73,3,22,131,39,82,43,0.001940161339732462,0.02049082678103407,41,82,41,1,3,2,14,2,17,61,37
20,16,632,35,100,65,110,130,59,62,3,16,88,35,58,23,0.003437829742332959,0.013138636440995268,52,74,22,2,3,3,10,1,18,90,17
21,134,134,80,80,0,132,132,74,74,0,132,132,81,81,0,0.011130399264780965,0.011130399264780965,70,70,0,-1,2,2,8,9,21,31,96
22,96,302,67,94,27,128,128,76,76,0,96,104,67,77,10,0.008611593314952858,0.009496579189216788,66,68,2,3,3,3,8,7,57,21,74
23,0,616,1,100,99,0,20,1,44,43,0,20,1,49,48,0.0,0.006637394056979475,1,58,57,2,-1,3,3,0,87,92,35
24,192,792,95,100,5,96,96,90,90,0,96,96,90,90,0,0.024371149460498995,0.02808128254875932,89,92,3,2,2,2,3,18,75,5,46
25,0,616,1,100,99,0,30,1,42,41,0,30,1,50,49,0.0,0.01504475986248681,1,78,77,2,-1,3,4,0,73,82,16
26,0,206,1,96,95,0,12,1,34,33,0,12,1,41,40,0.0,0.010619830491167161,1,72,71,3,-1,4,2,0,98,36,5
27,98,98,65,65,0,166,166,83,83,0,98,98,65,65,0,0.012219612648490419,0.012219612648490419,73,73,0,-1,2,2,8,5,15,25,99
28,1,207,26,96,70,3,18,26,35,9,1,18,26,44,18,0.0,0.00796487286837537,1,65,64,3,6,4,3,1,75,78,27
29,0,616,1,100,99,0,78,1,33,32,0,16,1,33,32,0.0,0.002723033459273631,1,48,47,2,-1,3,14,0,16,36,46
30,64,270,70,99,29,18,18,47,47,0,18,18,49,49,0,0.005650294427992784,0.009190237925048503,59,68,9,3,3,3,2,8,99,57,35
31,2,618,27,100,73,6,24,29,42,13,2,24,27,48,21,0.00013615167296368154,0.008713707069675619,30,64,34,2,5,3,3,1,58,65,31
32,0,616,1,100,99,0,38,1,60,59,0,38,1,62,61,0.0,0.01773375540351952,1,82,81,2,-1,3,3,1,81,45,12
33,32,238,43,93,50,124,124,57,57,0,32,38,43,45,2,0.0013615167296368155,0.0018720855032506212,39,41,2,3,3,3,16,2,4,74,42
34,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,16,0,9,82,87
35,174,1814,84,100,16,184,208,79,87,8,184,208,87,92,5,0.014432077334150244,0.044249293713196504,74,95,21,1,2,2,10,15,12,19,10
36,0,206,1,95,94,0,10,1,30,29,0,8,1,33,32,0.0,0.0009190237925048504,1,34,33,3,-1,4,3,0,94,36,74
37,34,650,43,100,57,124,144,58,64,6,34,82,43,55,12,0.0011913271384322134,0.008543517478471017,39,63,24,2,3,3,14,4,8,64,34
38,40,40,48,48,0,102,102,57,57,0,40,40,48,48,0,0.003914360597705844,0.003914360597705844,53,53,0,-1,3,3,12,6,6,73,99
39,58,160,72,93,21,46,46,87,87,0,46,46,88,88,0,0.014840532353041287,0.015725518227305217,79,79,0,4,2,2,2,4,97,72,43
40,270,270,100,100,0,56,56,88,88,0,56,56,88,88,0,0.049593246877021,0.049593246877021,98,98,0,-1,2,2,2,36,93,2,50
41,100,100,72,72,0,100,100,71,71,0,100,100,75,75,0,0.028932230504782327,0.030293747234419143,89,90,1,3,1,1,6,2,32,75,52
42,0,206,1,94,93,0,14,1,31,30,0,14,1,40,39,0.0,0.009632730862180468,1,72,71,3,-1,4,3,0,96,76,32
43,60,676,54,100,46,110,110,62,62,0,60,110,54,74,20,0.005412029000306341,0.012866333095067906,57,72,15,2,3,3,10,6,22,28,17
44,413,1029,98,100,2,168,168,95,95,0,168,168,95,95,0,0.03791824092038531,0.044589672895605705,94,95,1,2,2,2,6,29,41,1,24
45,248,248,96,96,0,72,72,87,87,0,72,72,87,87,0,0.04142414649920011,0.04142414649920011,95,95,0,-1,2,2,3,29,55,11,45
46,16,222,39,91,52,68,68,43,43,0,16,25,39,50,11,0.0018380475850097008,0.0028591851322373124,43,48,5,3,3,3,8,1,57,53,43
47,102,308,83,99,16,72,72,84,84,0,72,72,84,84,0,0.014704380680077607,0.016984921202219273,78,81,3,3,2,2,3,7,85,48,75
48,6,212,29,87,58,25,50,30,33,3,6,12,29,33,4,0.00010211375472276115,0.002144388849177984,30,44,14,3,4,4,11,1,5,60,46
49,340,956,97,100,3,182,182,87,87,0,182,182,92,92,0,0.033084856530174615,0.042479321964668644,91,96,5,2,2,2,9,29,23,11,33
50,0,101,1,83,82,0,2,1,24,23,0,1,1,24,23,0.0,6.807583648184077e-05,1,28,27,5,-1,6,2,0,86,89,65
51,136,752,80,100,20,246,256,74,76,2,136,158,80,83,3,0.009292351679771264,0.011368664692467409,64,67,3,2,2,2,17,7,20,48,52
52,104,104,77,77,0,60,60,55,55,0,60,60,60,60,0,0.01143674052894925,0.01143674052894925,71,71,0,-1,3,3,5,14,70,32,69
53,18,634,40,100,60,106,116,58,61,3,18,52,40,54,14,0.0012934408931549745,0.006501242384015794,40,60,20,2,3,3,10,2,36,61,62
54,76,178,63,89,26,64,64,63,63,0,64,64,64,64,0,0.009973110044589673,0.012628067667381462,71,75,4,4,3,3,4,6,79,77,73
55,122,122,86,86,0,88,88,80,80,0,88,88,81,81,0,0.015317063208414174,0.015317063208414174,80,80,0,-1,2,2,4,14,77,14,97
56,22,228,47,99,52,22,22,54,54,0,22,22,54,54,0,0.005207801490860819,0.006773545729943157,56,62,6,3,3,3,2,3,99,29,53
57,230,846,92,100,8,208,208,85,85,0,208,208,91,91,0,0.016270124919159943,0.021069471391129718,78,84,6,2,2,2,10,14,18,14,62
58,208,208,92,92,0,308,308,89,89,0,208,208,92,92,0,0.01756356581231492,0.01756356581231492,79,79,0,-1,2,2,16,12,4,37,84
59,45,251,60,99,39,22,22,54,54,0,22,22,54,54,0,0.0053439531638245,0.012798257258586064,57,73,16,3,3,3,2,6,99,28,14
60,56,157,65,90,25,22,22,49,49,0,22,22,50,50,0,0.007318152421797883,0.007318152421797883,64,64,0,6,3,3,2,7,93,21,78
61,0,616,1,100,99,0,42,1,36,35,0,42,1,50,49,0.0,0.009496579189216788,1,64,63,2,-1,3,6,0,71,93,32
62,0,616,1,100,99,0,94,1,38,37,0,86,1,61,60,0.0,0.012696143503863304,1,74,73,2,-1,3,13,0,13,79,30
