,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,40,142,49,85,36,156,156,68,68,0,40,42,49,52,3,0.002825147213996392,0.0028932230504782326,48,48,0,4,2,2,12,1,14,53,58
1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,6,0,56,82,80
2,112,712,75,100,25,102,102,68,68,0,112,102,78,76,-2,0.013104598522754349,0.016542428265087308,75,79,4,2,3,3,7,8,43,20,28
3,50,666,58,100,42,88,98,51,52,1,50,98,58,68,10,0.005071649817897137,0.017972020831205963,55,81,26,2,3,3,8,6,57,26,5
4,212,212,93,93,0,88,88,76,76,0,88,88,79,79,0,0.023213860240307704,0.023213860240307704,88,88,0,-1,2,2,4,19,47,15,89
5,32,238,47,94,47,94,94,52,52,0,32,64,47,56,9,0.0019061234214915416,0.007692569522448007,43,61,18,3,3,3,9,2,35,61,48
6,2,1642,27,100,73,4,52,27,81,54,2,52,27,81,54,6.807583648184077e-05,0.04649579631709724,27,96,69,1,5,2,3,1,92,60,30
7,64,64,67,67,0,48,48,73,73,0,48,48,75,75,0,0.013989584397018279,0.013989584397018279,76,76,0,-1,3,3,3,9,92,39,87
8,54,155,59,87,28,54,54,55,55,0,54,54,60,60,0,0.006909697402906838,0.006909697402906838,61,61,0,6,3,3,4,7,73,62,68
9,16,632,38,100,62,74,74,41,41,0,16,32,38,44,6,0.002586881786309949,0.005956635692161067,47,55,8,2,3,3,9,2,54,94,90
10,24,125,50,88,38,22,22,49,49,0,22,22,53,53,0,0.0029612988869600733,0.0030974505599237552,49,50,1,5,3,3,2,6,90,70,55
11,47,47,51,51,0,44,44,44,44,0,44,44,50,50,0,0.005037611899656217,0.005037611899656217,50,50,0,-1,3,3,4,6,67,35,92
12,22,22,53,53,0,32,32,63,63,0,22,22,55,55,0,0.004901460226692535,0.004901460226692535,58,58,0,-1,3,3,2,3,98,29,99
13,34,650,48,100,52,80,100,41,46,5,34,82,48,59,11,0.0014636304843595766,0.009564655025698629,41,66,25,2,3,3,10,4,22,64,34
14,198,798,93,100,7,94,94,75,75,0,94,94,75,75,0,0.024234997787535316,0.043738724939582696,87,96,9,2,2,2,5,19,49,15,9
15,0,616,1,100,99,0,50,1,36,35,0,50,1,55,54,0.0,0.007011811157629599,1,62,61,2,-1,3,8,0,21,92,31
16,78,180,75,91,16,28,28,44,44,0,28,28,51,51,0,0.011675005956635693,0.012185574730249497,73,73,0,4,3,3,3,8,92,8,71
17,0,616,1,100,99,0,124,1,59,58,0,115,1,81,80,0.0,0.015521290717859695,1,76,75,2,-1,3,14,0,17,96,23
18,100,100,67,67,0,100,100,55,55,0,100,100,67,67,0,0.03788420300214439,0.04067531229789986,96,96,0,3,1,1,9,15,23,16,73
19,0,616,1,100,99,0,38,1,40,39,0,38,1,49,48,0.0,0.012185574730249497,1,74,73,2,-1,3,6,0,69,76,5
20,18,224,42,94,52,36,36,38,38,0,18,26,42,48,6,0.0007488342013002485,0.002280540522141666,36,47,11,3,3,3,5,2,63,56,75
21,0,616,1,100,99,0,46,1,44,43,0,46,1,55,54,0.0,0.007284114503556962,1,62,61,2,-1,3,5,0,80,76,13
22,343,549,100,100,0,134,134,90,90,0,134,134,90,90,0,0.03567173831648456,0.03795227883862623,96,97,1,3,2,2,6,30,56,7,73
23,92,92,76,76,0,48,48,59,59,0,48,48,63,63,0,0.012866333095067906,0.012866333095067906,78,78,0,-1,3,3,3,8,75,17,97
