,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,136,752,79,100,21,124,134,65,68,3,124,134,77,79,2,0.008339289969025495,0.011879233466081215,65,76,11,2,3,3,9,13,28,24,90
1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,4,0,53,97,92
2,12,628,37,100,63,12,22,36,41,5,12,22,37,45,8,0.0004084550188910446,0.021784267674189048,35,89,54,2,4,3,2,2,68,63,11
3,16,222,43,93,50,30,34,45,46,1,16,34,44,54,10,0.0007488342013002485,0.004050512270669526,38,52,14,3,3,3,4,2,77,42,22
4,170,376,93,100,7,32,32,69,69,0,32,32,69,69,0,0.028830116750059566,0.044759862486810305,89,97,8,3,3,3,2,29,93,0,9
5,112,728,75,100,25,264,274,77,79,2,112,274,75,94,19,0.007147962830593281,0.019673916743251984,57,84,27,2,2,2,16,4,9,72,5
6,2,208,28,91,63,12,30,30,34,4,2,28,28,48,20,0.00017018959120460194,0.003948398515946765,31,50,19,3,5,4,7,1,62,55,47
7,16,222,45,94,49,22,22,49,49,0,16,22,48,52,4,0.003948398515946765,0.005105687736138058,53,56,3,3,3,3,2,3,90,46,61
8,303,903,97,100,3,136,136,99,99,0,136,136,99,99,0,0.040913577725586306,0.058647333129105826,95,100,5,2,2,2,4,29,84,0,11
9,72,72,70,70,0,64,64,68,68,0,64,64,71,71,0,0.013444977705163553,0.013444977705163553,77,77,0,-1,3,3,4,8,72,20,89
10,72,278,71,100,29,22,22,54,54,0,22,22,54,54,0,0.01147077844719017,0.012968446849790666,72,72,0,3,3,3,2,14,99,32,70
11,94,300,69,95,26,94,94,68,68,0,94,94,71,71,0,0.007454304094761564,0.008679669151434699,62,64,2,3,2,2,5,5,50,47,54
12,2,208,29,92,63,8,20,31,35,4,2,20,29,49,20,0.00030634126416828345,0.01055175465468532,33,71,38,3,5,4,4,1,77,65,5
13,160,776,83,100,17,150,150,86,86,0,150,150,86,86,0,0.01851662752306069,0.03281255318424725,82,91,9,2,2,2,7,12,43,37,30
14,76,282,63,98,35,34,34,39,39,0,34,34,46,46,0,0.009734844616903231,0.012900371013308825,64,74,10,3,3,3,4,13,67,24,28
15,0,1640,1,100,99,0,46,1,81,80,0,46,1,81,80,0.0,0.05486912420436366,1,98,97,1,-1,2,2,0,86,40,21
16,0,206,1,90,89,0,16,1,32,31,0,6,1,29,28,0.0,0.0013615167296368155,1,39,38,3,-1,4,6,0,74,85,53
17,102,203,84,95,11,56,56,82,82,0,56,56,82,82,0,0.01783586915824228,0.01783586915824228,81,81,0,6,2,2,2,8,89,17,58
18,2,618,26,100,74,11,70,26,39,13,2,70,26,53,27,0.0,0.009462541270975866,1,70,69,2,5,3,10,1,0,68,14
19,80,286,61,94,33,104,104,73,73,0,80,86,62,62,0,0.008951972497362062,0.010483678818203479,69,70,1,3,2,2,6,2,41,75,94
20,38,244,53,93,40,118,118,69,69,0,38,44,53,55,2,0.003608019333537561,0.006501242384015794,52,60,8,3,3,3,8,6,57,70,90
21,6,212,30,94,64,12,12,30,30,0,6,14,30,37,7,0.0002042275094455223,0.0020422750944552232,32,44,12,3,4,4,4,1,53,55,83
22,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,2,0,86,80,50
23,63,165,57,85,28,132,132,70,70,0,63,65,57,58,1,0.005548180673270023,0.005616256509751864,57,57,0,4,2,2,8,4,15,22,4
24,164,364,89,99,10,96,96,90,90,0,96,96,90,90,0,0.02831954797644576,0.03720344463732598,90,92,2,3,2,2,3,16,82,18,12
25,414,414,99,99,0,320,320,99,99,0,320,320,99,99,0,0.032914666938970015,0.032914666938970015,91,91,0,-1,2,2,11,22,38,9,66
26,100,100,64,64,0,100,100,45,45,0,100,100,64,64,0,0.028932230504782327,0.05085264985193506,89,97,8,2,1,1,10,13,18,33,11
27,46,147,57,89,32,44,44,54,54,0,44,44,58,58,0,0.004595118962524252,0.004765308553728854,54,56,2,5,3,3,4,6,77,28,55
28,134,750,80,100,20,132,142,74,77,3,132,142,81,83,2,0.011130399264780965,0.016202049082678104,70,76,6,2,2,2,8,9,21,31,26
29,91,707,67,100,33,94,104,68,81,13,94,104,71,82,11,0.008543517478471017,0.023281936076789543,66,88,22,2,2,2,5,8,50,57,18
30,0,206,1,96,95,0,14,1,32,31,0,14,1,40,39,0.0,0.0024507301133462676,1,46,45,3,-1,4,3,1,75,50,35
31,6,6,29,29,0,15,15,29,29,0,6,6,29,29,0,3.4037918240920386e-05,3.4037918240920386e-05,26,26,0,-1,4,4,8,1,39,68,96
32,12,12,39,39,0,20,20,34,34,0,12,12,39,39,0,0.000442492937131965,0.000442492937131965,34,34,0,-1,4,4,4,2,79,56,98
33,224,326,91,94,3,150,150,86,86,0,150,150,86,86,0,0.021546002246502605,0.021580040164743523,83,83,0,4,2,2,7,16,43,12,65
34,6,212,32,95,63,12,12,41,41,0,6,12,32,40,8,0.0007828721195411688,0.00707988699411144,36,62,26,3,4,4,2,2,95,42,25
35,100,100,58,58,0,100,100,35,35,0,100,100,59,59,0,0.056434868443446,0.07934238741958542,99,100,1,1,1,1,17,36,20,2,10
36,0,102,1,78,77,0,9,1,29,28,0,3,1,32,31,0.0,0.00088498587426393,1,38,37,4,-1,5,5,0,88,86,74
37,0,206,1,90,89,0,32,1,31,30,0,26,1,45,44,0.0,0.0034718676605738795,1,47,46,3,-1,4,8,0,39,81,26
38,0,206,1,92,91,0,16,1,32,31,0,16,1,44,43,0.0,0.005207801490860819,1,60,59,3,-1,4,4,0,78,85,34
39,0,206,1,93,92,0,24,1,33,32,0,24,1,45,44,0.0,0.007250076585316042,1,63,62,3,-1,4,6,0,34,92,8
40,6,1646,27,100,73,32,100,34,65,31,6,100,27,74,47,0.00176997174852786,0.04101569148030906,40,97,57,1,4,2,6,2,51,94,7
41,75,176,73,94,21,22,22,52,52,0,22,22,54,54,0,0.010994247591817285,0.011062323428299126,68,68,0,5,3,3,2,14,86,32,60
42,98,98,71,71,0,78,78,78,78,0,78,78,78,78,0,0.015453214881377854,0.015453214881377854,78,78,0,-1,2,2,4,9,67,39,98
43,42,658,52,100,48,112,122,63,66,3,42,122,52,77,25,0.003165526396405596,0.010858095918853602,49,69,20,2,2,2,8,2,15,61,24
44,6,107,31,77,46,21,21,33,33,0,6,7,31,34,3,0.0004765308553728854,0.0004765308553728854,36,36,0,6,4,4,7,1,62,88,58
45,40,1680,45,100,55,110,168,57,66,9,40,150,45,83,38,0.0037441710065012424,0.017018959120460194,52,76,24,1,3,2,14,6,25,73,24
46,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,2,0,93,36,87
47,6,212,29,90,61,32,32,34,34,0,6,14,29,36,7,0.00013615167296368154,0.0014636304843595766,31,40,9,3,4,4,8,1,10,4,64
48,16,222,41,93,52,27,32,40,41,1,16,24,41,49,8,0.0004765308553728854,0.0019741992579733825,35,43,8,3,3,3,5,1,70,4,83
49,140,140,84,84,0,54,54,56,56,0,54,54,57,57,0,0.014261887742945642,0.014261887742945642,76,76,0,-1,3,3,4,15,67,19,82
50,80,286,70,98,28,88,88,82,82,0,88,88,82,82,0,0.01320671227747711,0.01923142380612002,77,81,4,3,2,2,4,5,78,25,20
51,198,1798,91,100,9,248,248,90,90,0,198,248,90,91,1,0.019095272133156337,0.050784574015453214,80,98,18,1,2,2,11,12,38,37,3
52,2,618,26,100,74,17,114,26,57,31,2,70,26,55,29,0.0,0.007284114503556962,1,57,56,2,5,3,16,1,9,78,48
53,8,8,38,38,0,12,12,35,35,0,8,8,38,38,0,0.0015317063208414173,0.0015317063208414173,43,43,0,-1,4,4,2,2,98,61,76
54,16,16,42,42,0,22,22,42,42,0,16,16,42,42,0,0.0023486163586235067,0.0023486163586235067,47,47,0,-1,3,3,2,2,68,94,96
55,0,102,1,77,76,0,11,1,28,27,0,2,1,27,26,0.0,0.00030634126416828345,1,33,32,4,-1,5,8,0,57,86,88
56,88,704,71,100,29,48,48,60,60,0,48,48,63,63,0,0.013002484768031588,0.0340719561591613,74,93,19,2,3,3,3,9,58,27,0
57,149,355,82,95,13,110,110,74,74,0,110,110,76,76,0,0.018040096667687803,0.021546002246502605,80,84,4,3,2,2,6,12,41,37,62
58,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,9,1,26,69,91
59,152,358,85,96,11,114,114,65,65,0,114,114,77,77,0,0.011606930120153852,0.012559991830899623,70,71,1,3,3,3,9,14,29,14,74
60,2,208,28,96,68,4,8,29,32,3,2,8,28,38,10,0.00017018959120460194,0.0036760951700194017,32,54,22,3,5,4,2,1,86,55,35
61,162,778,93,100,7,56,56,82,82,0,56,56,82,82,0,0.027026107083290785,0.04874229892099799,89,98,9,2,2,2,2,16,89,12,10
62,8,624,36,100,64,18,28,36,42,6,8,28,36,49,13,0.0002723033459273631,0.01412573606998196,33,80,47,2,4,3,3,2,66,63,12
