,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,39,655,55,100,45,54,64,59,63,4,39,64,57,66,9,0.004629156880765172,0.021239660982334322,55,85,30,2,3,3,4,4,77,22,12
1,80,286,73,100,27,32,32,64,64,0,32,32,64,64,0,0.012559991830899623,0.026243234963749616,74,88,14,3,3,3,2,13,89,33,6
2,136,342,84,96,12,156,156,84,84,0,136,156,84,89,5,0.015146873617209572,0.017427414139351238,78,81,3,3,2,2,8,8,39,8,22
3,100,100,63,63,0,100,100,45,45,0,100,100,63,63,0,0.05177167364443991,0.053269342047040404,98,99,1,2,1,1,11,30,19,7,74
4,100,100,69,69,0,100,100,71,71,0,100,100,72,72,0,0.024473263215221756,0.02831954797644576,88,89,1,3,1,1,6,1,56,95,28
5,26,232,53,95,42,34,34,44,44,0,25,34,53,54,1,0.0030634126416828346,0.0038462847612240037,50,52,2,3,3,3,4,6,72,41,49
6,54,155,58,89,31,76,76,54,54,0,54,55,58,59,1,0.006841621566424997,0.006841621566424997,61,61,0,5,3,3,6,7,32,62,95
7,100,100,70,70,0,100,100,73,73,0,100,100,74,74,0,0.04309200449300521,0.06031519112291092,97,100,3,2,1,1,6,17,71,6,9
8,70,686,60,100,40,86,96,56,65,9,70,96,59,71,12,0.006058749446883829,0.02314578440382586,58,87,29,2,3,3,6,5,59,47,30
9,2,1642,27,100,73,12,68,27,40,13,2,42,27,52,25,0.0,0.014227849824704722,1,74,73,1,5,2,9,1,23,68,94
10,2,103,27,82,55,4,4,27,27,0,2,3,27,30,3,3.4037918240920386e-05,0.00030634126416828345,26,33,7,5,5,5,3,1,66,78,60
11,130,336,83,98,15,88,88,76,76,0,88,88,79,79,0,0.011709043874876613,0.01412573606998196,74,77,3,3,2,2,4,13,47,24,70
12,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,3,0,81,79,59
13,150,150,83,83,0,144,144,95,95,0,144,144,95,95,0,0.017359338302869398,0.017359338302869398,78,78,0,-1,2,2,6,8,56,17,91
14,86,292,70,96,26,70,70,67,67,0,70,70,71,71,0,0.01147077844719017,0.012525953912658701,72,72,0,3,3,3,5,6,70,77,53
15,0,616,1,100,99,0,50,1,37,36,0,48,1,53,52,0.0,0.005684332346233704,1,55,54,2,-1,3,7,0,43,85,13
16,0,616,1,100,99,0,48,1,36,35,0,48,1,55,54,0.0,0.005990673610401988,1,57,56,2,-1,3,7,0,24,99,31
17,0,206,1,91,90,0,32,1,34,33,0,20,1,40,39,0.0,0.004663194799006093,1,50,49,3,-1,4,6,0,56,59,38
18,100,100,79,79,0,100,100,97,97,0,100,100,97,97,0,0.09094931753973927,0.09094931753973927,100,100,0,-1,1,1,3,29,60,0,45
19,144,144,85,85,0,198,198,86,86,0,144,144,86,86,0,0.007760645358929848,0.007760645358929848,64,64,0,-1,2,2,10,6,1,13,80
20,86,1726,60,100,40,142,176,66,75,9,86,176,60,87,27,0.009122162088566664,0.027162258756254467,69,87,18,1,3,2,12,6,3,34,5
21,1,1,25,25,0,3,3,25,25,0,1,1,25,25,0,0.0,0.0,1,1,0,-1,6,6,3,2,96,58,84
22,94,710,62,100,38,160,170,73,77,4,94,110,62,77,15,0.006501242384015794,0.00789679703189353,62,63,1,2,2,2,11,6,38,26,42
23,144,760,79,100,21,198,208,83,88,5,144,160,79,85,6,0.009428503352734947,0.012287688484972258,68,74,6,2,2,2,10,7,0,21,94
