,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,12,218,37,94,57,12,12,32,32,0,12,12,37,37,0,0.0009870996289866913,0.008951972497362062,38,66,28,3,4,4,2,2,91,74,27
1,16,1656,36,100,64,88,140,42,66,24,16,109,36,77,41,0.0012253650566731338,0.02049082678103407,38,83,45,1,3,2,11,1,38,71,39
2,0,616,1,100,99,0,90,1,37,36,0,36,1,45,44,0.0,0.006739507811702236,1,60,59,2,-1,3,14,0,17,76,25
3,91,91,58,58,0,128,128,70,70,0,91,91,58,58,0,0.006569318220497634,0.006569318220497634,58,58,0,-1,2,2,9,6,29,35,99
4,142,244,92,99,7,22,22,54,54,0,22,22,54,54,0,0.019946220089179345,0.021580040164743523,84,86,2,4,3,3,2,17,99,6,75
5,12,114,34,82,48,66,66,35,35,0,12,14,34,34,0,0.0012934408931549745,0.0017018959120460194,38,41,3,4,4,4,13,3,13,51,49
6,38,244,53,94,41,88,88,52,52,0,38,46,53,54,1,0.0028932230504782326,0.0038462847612240037,50,53,3,3,3,3,8,6,21,70,51
7,49,255,57,93,36,76,76,60,60,0,49,55,57,57,0,0.005650294427992784,0.005922597773920147,52,54,2,3,3,3,6,4,69,22,4
8,138,754,84,100,16,142,142,79,79,0,138,142,84,84,0,0.01157289220191293,0.017291262466387555,73,81,8,2,2,2,8,9,57,27,73
9,219,835,91,100,9,184,184,78,78,0,184,184,87,87,0,0.022328874366043774,0.03744171006501242,85,95,10,2,2,2,10,20,18,23,12
10,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,2,0,98,66,50
11,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,15,1,7,50,79
12,189,189,87,87,0,120,120,78,78,0,120,120,78,78,0,0.02403077027808979,0.02403077027808979,87,87,0,-1,2,2,6,20,41,23,99
13,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,3,0,82,36,80
14,0,616,1,100,99,0,50,1,38,37,0,34,1,46,45,0.0,0.0061949011198475104,1,62,61,2,-1,3,8,0,39,40,62
15,6,212,32,95,63,8,8,32,32,0,6,8,32,37,5,0.00176997174852786,0.009224275843289425,43,68,25,3,4,4,2,1,95,53,27
16,144,246,82,91,9,112,112,92,92,0,112,112,92,92,0,0.012049423057285817,0.01232172640321318,72,72,0,4,2,2,4,6,83,13,63
17,197,403,91,99,8,88,88,80,80,0,88,88,81,81,0,0.02631131080023146,0.027536675856904592,88,88,0,3,2,2,4,19,77,15,94
18,488,590,100,100,0,216,216,96,96,0,216,216,97,97,0,0.045508696688110556,0.0455767725245924,97,97,0,4,2,2,9,40,35,3,88
