,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,134,340,88,100,12,48,48,69,69,0,48,48,70,70,0,0.021614078082984444,0.03328908403962014,87,91,4,3,3,3,3,20,55,23,18
1,22,638,41,100,59,42,56,36,43,7,22,56,41,51,10,0.0015317063208414173,0.012934408931549747,38,73,35,2,3,3,6,3,56,51,19
2,140,242,91,97,6,56,56,84,84,0,56,56,84,84,0,0.026243234963749616,0.02719629667449539,88,88,0,4,2,2,2,20,86,23,64
3,24,640,47,100,53,44,58,39,43,4,24,58,47,56,9,0.0014295925661186562,0.009564655025698629,41,68,27,2,3,3,7,3,62,43,27
4,100,100,65,65,0,100,100,75,75,0,100,100,77,77,0,0.04278566322883692,0.0492528676946118,95,97,2,2,1,1,5,8,61,20,25
5,146,762,81,100,19,90,90,67,67,0,90,90,69,69,0,0.013751318969331836,0.02028659927158855,74,84,10,2,2,2,6,14,56,14,34
6,80,180,70,91,21,38,38,57,57,0,38,38,59,59,0,0.009122162088566664,0.009496579189216788,66,68,2,4,3,3,3,9,55,31,56
7,90,296,74,98,24,62,62,80,80,0,62,62,80,80,0,0.010755982164130842,0.021546002246502605,70,87,17,3,2,2,3,7,55,21,19
8,140,346,84,99,15,88,88,84,84,0,88,88,84,84,0,0.017121072875182955,0.018686817114265293,80,82,2,3,2,2,4,14,67,32,52
9,202,408,93,100,7,120,120,80,80,0,120,120,81,81,0,0.021443888491779844,0.03267640151128357,86,92,6,3,2,2,6,19,34,15,6
10,84,84,60,60,0,144,144,69,69,0,84,84,60,60,0,0.005820484019197386,0.005820484019197386,57,57,0,-1,2,2,10,6,1,28,98
11,106,722,80,100,20,78,78,78,78,0,78,78,78,78,0,0.013615167296368155,0.016712617856291908,75,79,4,2,2,2,4,8,67,17,71
