,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,16,1656,34,100,66,66,144,37,70,33,16,144,34,81,47,0.0004765308553728854,0.03774805132918071,35,94,59,1,3,2,10,1,11,49,2
1,135,751,84,100,16,128,128,90,90,0,128,128,90,90,0,0.01242384015793594,0.026209197045508698,73,89,16,2,2,2,5,8,63,44,12
2,0,616,1,99,98,0,106,1,57,56,0,106,1,75,74,0.0,0.015146873617209572,1,76,75,2,-1,3,11,0,19,82,15
3,265,465,96,100,4,88,88,80,80,0,88,88,81,81,0,0.03420810783212499,0.04101569148030906,92,95,3,3,2,2,4,30,77,7,33
4,0,616,1,100,99,0,44,1,35,34,0,42,1,50,49,0.0,0.0063650907110521125,1,58,57,2,-1,3,7,0,43,79,21
5,100,100,59,59,0,100,100,39,39,0,100,100,59,59,0,0.023622315259198747,0.04418121787671466,84,96,12,2,1,1,14,8,16,20,7
6,32,1672,48,100,52,148,182,63,69,6,32,124,48,82,34,0.0020082371762143027,0.018244324177133328,43,78,35,1,3,2,13,2,13,52,33
7,37,243,57,97,40,38,38,61,61,0,38,38,63,63,0,0.006875659484665918,0.017937982912965042,64,81,17,3,3,3,3,6,81,34,6
8,0,206,1,93,92,0,14,1,33,32,0,14,1,39,38,0.0,0.006467204465774873,1,59,58,3,-1,4,3,0,55,66,77
9,47,149,57,88,31,34,34,45,45,0,34,34,53,53,0,0.007522379931243405,0.007794683277170768,63,64,1,4,3,3,4,8,84,44,56
10,0,206,1,92,91,0,14,1,34,33,0,7,1,36,35,0.0,0.0011913271384322134,1,39,38,3,-1,4,3,0,76,86,61
11,100,100,66,66,0,100,100,60,60,0,100,100,68,68,0,0.033221008203138294,0.033221008203138294,90,90,0,-1,1,1,7,8,43,17,84
12,107,107,83,83,0,56,56,86,86,0,56,56,86,86,0,0.019095272133156337,0.019095272133156337,82,82,0,-1,2,2,2,9,95,39,87
13,173,379,92,100,8,96,96,92,92,0,96,96,92,92,0,0.0318935293917424,0.033935804486197624,92,92,0,3,2,2,3,20,81,23,46
14,74,74,72,72,0,32,32,69,69,0,32,32,69,69,0,0.014432077334150244,0.014432077334150244,75,75,0,-1,3,3,2,9,93,39,99
15,0,206,1,90,89,0,18,1,29,28,0,8,1,33,32,0.0,0.0009870996289866913,1,38,37,3,-1,4,8,0,39,92,74
16,52,1692,53,100,47,114,162,65,82,17,52,162,53,89,36,0.002757071377514551,0.038258620102794516,47,95,48,1,2,2,9,3,29,43,10
17,2,618,27,100,73,18,80,30,43,13,2,72,27,61,34,0.00034037918240920387,0.011232513019503728,33,71,38,2,5,3,9,1,54,88,39
18,121,222,79,89,10,180,180,76,76,0,121,121,79,79,0,0.007182000748834201,0.007250076585316042,59,61,2,5,2,2,11,8,33,57,55
19,130,130,85,85,0,72,72,85,85,0,72,72,85,85,0,0.020456788862793153,0.020456788862793153,82,82,0,-1,2,2,3,18,94,30,96
20,224,430,91,98,7,134,134,91,91,0,134,134,92,92,0,0.02127369890057524,0.021750229755948126,81,81,0,3,2,2,6,16,71,12,49
21,22,638,43,100,57,58,78,39,46,7,22,78,43,60,17,0.0012934408931549745,0.019197385887879097,40,82,42,2,3,3,8,2,30,74,9
22,253,354,99,100,1,56,56,88,88,0,56,56,88,88,0,0.044045066203750975,0.0440791041219919,97,97,0,5,2,2,2,40,93,3,95
23,84,84,64,64,0,110,110,80,80,0,84,84,63,63,0,0.006875659484665918,0.006875659484665918,63,63,0,-1,2,2,6,6,48,28,45
24,0,206,1,90,89,0,40,1,36,35,0,28,1,45,44,0.0,0.0037441710065012424,1,49,48,3,-1,4,8,1,39,50,13
25,100,100,69,69,0,100,100,76,76,0,100,100,76,76,0,0.0509207256884169,0.0509207256884169,98,98,0,-1,1,1,5,18,80,30,76
26,0,206,1,92,91,0,23,1,30,29,0,6,1,30,29,0.0,0.0002382654276864427,1,33,32,3,-1,4,11,0,19,80,49
27,16,16,33,33,0,56,56,33,33,0,16,16,33,33,0,0.0004084550188910446,0.0004084550188910446,35,35,0,-1,3,3,15,1,7,4,87
28,0,206,1,86,85,0,50,1,33,32,0,27,1,44,43,0.0,0.006092787365124749,1,55,54,3,-1,4,11,0,5,87,34
29,0,102,1,77,76,0,6,1,26,25,0,2,1,26,25,0.0,0.0002042275094455223,1,32,31,4,-1,5,5,0,37,97,55
30,241,447,95,100,5,56,56,76,76,0,56,56,77,77,0,0.03526328329759352,0.03614826917185745,94,94,0,3,2,2,2,29,68,11,54
31,100,100,64,64,0,100,100,49,49,0,100,100,64,64,0,0.049763436468225605,0.07113924912352361,98,100,2,2,1,1,8,22,42,9,7
32,0,616,1,99,98,0,44,1,32,31,0,17,1,39,38,0.0,0.001055175465468532,1,38,37,2,-1,3,12,0,14,40,56
33,100,100,61,61,0,100,100,44,44,0,100,100,61,61,0,0.023179822322066782,0.02719629667449539,85,89,4,2,1,1,12,7,6,21,47
34,338,544,96,100,4,168,168,96,96,0,168,168,96,96,0,0.03240409816535621,0.03335715987610198,91,92,1,3,2,2,6,29,40,0,74
35,42,42,59,59,0,22,22,49,49,0,22,22,53,53,0,0.005718370264474625,0.005718370264474625,59,59,0,-1,3,3,2,6,90,26,98
36,126,332,80,98,18,164,164,74,74,0,126,164,80,88,8,0.008271214132543654,0.010824058000612683,65,71,6,3,2,2,10,7,1,48,35
37,40,656,52,100,48,72,82,45,47,2,40,82,52,58,6,0.004050512270669526,0.010177337554035196,52,69,17,2,3,3,7,6,24,73,48
38,379,979,100,100,0,80,80,95,95,0,80,80,95,95,0,0.05146533238027162,0.06841621566424998,98,98,0,2,2,2,2,40,68,3,9
39,0,206,1,94,93,0,14,1,31,30,0,14,1,40,39,0.0,0.0021784267674189047,1,44,43,3,-1,4,3,0,96,36,41
40,22,228,40,89,49,102,110,53,55,2,22,28,40,42,2,0.0007828721195411688,0.002552843868069029,37,47,10,3,3,3,17,2,20,63,94
41,0,101,1,78,77,0,6,1,24,23,0,1,1,24,23,0.0,0.00017018959120460194,1,30,29,5,-1,6,6,0,69,66,55
42,155,361,92,100,8,72,72,85,85,0,72,72,85,85,0,0.02277136730317574,0.04064127437965894,88,95,7,3,2,2,3,13,94,33,0
43,86,292,60,94,34,118,118,89,89,0,86,118,67,90,23,0.006773545729943157,0.012662105585622384,58,76,18,3,2,2,5,6,52,70,48
44,139,139,85,85,0,96,96,61,61,0,96,96,69,69,0,0.014602266925354846,0.014602266925354846,79,79,0,-1,3,3,6,15,48,19,66
45,12,628,40,100,60,26,60,36,52,16,12,60,40,59,19,0.0009190237925048504,0.02198849518363457,38,86,48,2,4,3,5,3,49,51,9
46,6,212,29,87,58,42,68,31,33,2,6,20,29,40,11,0.00017018959120460194,0.002995336805200994,31,48,17,3,4,4,14,1,16,65,41
47,2,208,28,96,68,4,8,30,33,3,2,8,28,39,11,0.00013615167296368154,0.0045270431260424114,31,53,22,3,5,4,2,1,93,60,13
48,76,76,61,61,0,60,60,52,52,0,60,60,56,56,0,0.007556417849484326,0.007556417849484326,62,62,0,-1,3,3,5,6,61,34,45
49,94,1734,61,100,39,238,262,81,86,5,94,262,61,90,29,0.010926171755335444,0.02743456210218183,68,89,21,1,2,2,14,5,17,25,19
50,122,738,83,100,17,104,104,85,85,0,104,104,85,85,0,0.015248987371932332,0.01844855168657885,76,79,3,2,2,2,5,8,70,20,54
51,0,206,1,91,90,0,36,1,35,34,0,36,1,53,52,0.0,0.006535280302256714,1,59,58,3,-1,4,6,0,44,97,27
52,84,290,68,95,27,48,48,63,63,0,48,48,64,64,0,0.012798257258586064,0.016304162837400864,77,79,2,3,3,3,3,9,82,39,26
53,0,1640,1,100,99,0,102,1,60,59,0,102,1,74,73,0.0,0.03151911229109228,1,89,88,1,-1,2,8,0,15,85,11
54,338,440,96,96,0,264,264,95,95,0,264,264,95,95,0,0.029578950951359814,0.02995336805200994,89,89,0,4,2,2,12,22,2,9,63
55,18,18,43,43,0,30,30,39,39,0,18,18,43,43,0,0.0020763130126961434,0.0020763130126961434,46,46,0,-1,4,4,5,3,37,54,81
56,0,616,1,100,99,0,132,1,61,60,0,122,1,77,76,0.0,0.01501072194424589,1,76,75,2,-1,3,16,0,9,89,16
57,121,327,79,98,19,154,154,71,71,0,121,129,79,80,1,0.009496579189216788,0.009905034208107831,69,69,0,3,2,2,10,8,1,44,74
58,64,64,58,58,0,140,140,70,70,0,64,64,58,58,0,0.006977773239388679,0.006977773239388679,61,61,0,-1,3,3,10,4,12,38,40
59,100,100,66,66,0,100,100,66,66,0,100,100,69,69,0,0.021818305592429966,0.021818305592429966,83,83,0,-1,1,1,7,2,62,74,66
60,0,616,1,100,99,0,28,1,45,44,0,28,1,53,52,0.0,0.012832295176826986,1,75,74,2,-1,3,3,0,87,76,19
61,0,616,1,100,99,0,60,1,48,47,0,60,1,53,52,0.0,0.01320671227747711,1,76,75,2,-1,3,5,0,52,80,19
62,100,100,64,64,0,100,100,57,57,0,100,100,66,66,0,0.03965417475067225,0.04414717995847374,93,94,1,3,1,1,7,15,46,19,31
63,0,616,1,100,99,0,60,1,38,37,0,60,1,55,54,0.0,0.012798257258586064,1,73,72,2,-1,3,9,0,29,91,30
64,0,1640,1,100,99,0,58,1,43,42,0,58,1,52,51,0.0,0.02746860002042275,1,91,90,1,-1,2,6,0,71,97,6
65,102,308,82,98,16,72,72,80,80,0,72,72,80,80,0,0.01575955614554614,0.02117158514585248,81,86,5,3,2,2,3,8,66,8,38
66,52,52,53,53,0,80,80,54,54,0,52,52,53,53,0,0.004322815616596889,0.004322815616596889,54,54,0,-1,2,2,6,3,40,43,82
67,0,206,1,89,88,0,32,1,34,33,0,18,1,43,42,0.0,0.0035739814152966403,1,50,49,3,-1,4,8,0,57,84,26
