,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,0,101,1,76,75,5,5,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],5,0,49,84,40
1,0,102,1,73,72,7,9,1,27,26,0.0,0.00017018959120460194,1,30,29,[[4]],[[inf]],[[5]],7,0,43,87,4
2,54,155,60,87,27,64,64,68,68,0,0.007998910786616291,0.00803294870485721,63,63,0,[[5]],[[3]],[[3]],4,4,78,38,65
3,2,104,26,84,58,4,4,29,29,0,0.0002382654276864427,0.0007488342013002485,31,37,6,[[4]],[[5]],[[5]],2,1,98,60,71
4,0,101,1,86,85,2,2,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],2,0,97,84,79
5,65,271,58,94,36,134,134,69,69,0,0.003982436434187685,0.007624493685966166,50,62,12,[[3]],[[2]],[[2]],10,6,12,70,62
6,18,224,47,92,45,28,28,44,44,0,0.0033016780693692774,0.006262976956329351,51,61,10,[[3]],[[3]],[[3]],3,3,76,46,29
7,36,137,58,92,34,22,22,55,55,0,0.005548180673270023,0.005582218591510943,57,59,2,[[6]],[[3]],[[3]],2,6,97,28,78
8,103,309,83,98,15,56,56,76,76,0,0.01320671227747711,0.015589366554341537,78,79,1,[[3]],[[2]],[[2]],2,13,68,24,70
9,8,109,38,84,46,12,12,35,35,0,0.0012934408931549745,0.0012934408931549745,42,42,0,[[inf]],[[4]],[[4]],2,2,98,74,81
10,86,292,66,95,29,96,96,61,61,0,0.008986010415602982,0.013104598522754349,66,75,9,[[3]],[[3]],[[3]],6,6,48,34,26
11,179,385,93,100,7,96,96,92,92,0,0.0317233398005378,0.03628442084482113,92,94,2,[[3]],[[2]],[[2]],3,20,81,23,48
12,108,724,78,100,22,144,144,88,88,0,0.013581129378127233,0.015180911535450491,74,75,1,[[2]],[[2]],[[2]],6,5,34,25,49
13,263,879,98,100,2,56,56,86,86,0,0.03887130263113108,0.04962728479526192,95,98,3,[[2]],[[2]],[[2]],2,29,95,1,6
14,41,142,49,81,32,110,110,60,60,0,0.002825147213996392,0.002825147213996392,49,49,0,[[inf]],[[3]],[[3]],10,6,11,70,87
