,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,0,616,1,100,99,4,34,1,42,41,0.0,0.010279451308757957,1,72,71,[[2]],[[inf]],[[3]],4,0,79,66,17
1,120,736,82,100,18,78,78,77,77,0,0.01657646618332823,0.026107083290785937,80,87,7,[[2]],[[2]],[[2]],4,13,84,33,14
2,186,802,89,100,11,220,230,85,88,3,0.013887470642295518,0.028455699649409444,76,88,12,[[2]],[[2]],[[2]],12,13,3,33,12
3,0,101,1,73,72,4,4,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],4,0,83,80,98
4,119,325,88,100,12,56,56,92,92,0,0.03097450559923755,0.0374076721467715,93,95,2,[[3]],[[2]],[[2]],2,15,97,16,48
5,0,616,1,100,99,9,31,1,32,31,0.0,0.00176997174852786,1,41,40,[[2]],[[inf]],[[3]],9,0,23,91,52
6,185,391,90,100,10,144,144,95,95,0,0.017869907076483203,0.018822968787228972,81,82,1,[[3]],[[2]],[[2]],6,15,56,19,64
7,100,100,72,72,0,100,100,94,94,0,0.03672691378195309,0.04115184315327275,94,97,3,[[2]],[[1]],[[1]],4,1,67,69,83
8,94,300,76,98,22,48,48,64,64,0,0.015351101126655093,0.018822968787228972,79,82,3,[[3]],[[3]],[[3]],3,12,85,37,47
9,123,329,82,97,15,104,104,85,85,0,0.01405766023350012,0.01606589740971442,76,77,1,[[3]],[[2]],[[2]],5,8,70,20,52
10,100,100,66,66,0,100,100,49,49,0,0.03805439259334899,0.040879539807345384,95,96,1,[[3]],[[1]],[[1]],9,16,54,18,29
