,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,40,656,55,100,45,52,62,76,79,3,0.004935498144933456,0.021682153919466287,55,88,33,[[2]],[[2]],[[2]],3,1,55,53,6
1,147,248,90,97,7,48,48,68,68,0,0.01851662752306069,0.01851662752306069,79,79,0,[[inf]],[[3]],[[3]],3,18,81,5,89
2,6,107,29,74,45,25,25,29,29,0,0.0002042275094455223,0.0002042275094455223,32,32,0,[[inf]],[[4]],[[4]],12,1,3,55,92
3,98,304,65,97,32,198,198,86,86,0,0.012968446849790666,0.01412573606998196,75,77,2,[[3]],[[2]],[[2]],10,5,1,25,52
4,1,102,23,75,52,6,6,1,1,0,0.0,3.4037918240920386e-05,1,26,25,[[5]],[[inf]],[[6]],6,1,34,45,95
5,225,431,91,98,7,134,134,91,91,0,0.022124646856598252,0.02644746247319514,82,87,5,[[3]],[[2]],[[2]],6,16,71,12,57
6,0,206,1,95,94,2,8,1,32,31,0.0,0.003710133088260322,1,52,51,[[3]],[[inf]],[[4]],2,0,89,85,38
7,28,644,48,100,52,50,60,46,50,4,0.0024166921951053475,0.014568229007113924,47,75,28,[[2]],[[3]],[[3]],5,3,80,54,39
8,185,801,87,100,13,222,232,92,94,2,0.015351101126655093,0.03904149222233568,75,94,19,[[2]],[[2]],[[2]],10,8,12,20,11
9,6,107,29,75,46,27,27,30,30,0,0.0,0.0,1,1,0,[[inf]],[[4]],[[4]],12,1,14,65,79
10,172,788,83,100,17,184,184,79,79,0,0.011947309302563056,0.013444977705163553,72,73,1,[[2]],[[2]],[[2]],10,9,12,31,61
11,12,628,39,100,61,24,34,38,42,4,0.0026549576227917903,0.011981347220803976,48,74,26,[[2]],[[4]],[[3]],4,2,79,75,8
12,0,1640,1,100,99,5,94,1,67,66,0.0,0.03951802307770857,1,95,94,[[1]],[[inf]],[[2]],5,0,61,67,9
13,70,171,68,92,24,62,62,80,80,0,0.01334286395044079,0.01334286395044079,73,73,0,[[inf]],[[2]],[[2]],3,5,94,25,99
14,0,206,1,90,89,13,62,1,33,32,0.0,0.005241839409101739,1,56,55,[[3]],[[inf]],[[4]],13,0,13,76,34
15,48,254,51,93,42,134,134,62,62,0,0.0010892133837094523,0.0026889955410327104,38,47,9,[[3]],[[3]],[[3]],14,3,8,43,54
16,18,1658,48,100,52,22,46,55,86,31,0.0023486163586235067,0.063276490009871,46,98,52,[[1]],[[3]],[[2]],2,2,97,52,37
17,25,231,45,92,47,40,40,40,40,0,0.0013274788113958951,0.002825147213996392,39,47,8,[[3]],[[3]],[[3]],5,4,50,64,83
18,0,616,1,100,99,14,70,1,35,34,0.0,0.0038462847612240037,1,51,50,[[2]],[[inf]],[[3]],14,0,17,92,28
19,2,208,26,91,65,13,31,28,31,3,6.807583648184077e-05,0.0012253650566731338,29,38,9,[[3]],[[5]],[[4]],10,1,0,78,51
20,67,273,62,94,32,70,70,59,59,0,0.007624493685966166,0.010381565063480718,59,69,10,[[3]],[[3]],[[3]],5,7,88,62,90
21,58,159,59,90,31,54,54,54,54,0,0.007488342013002485,0.007488342013002485,61,61,0,[[inf]],[[3]],[[3]],4,7,47,48,84
22,0,206,1,90,89,8,36,1,32,31,0.0,0.004016474352428605,1,50,49,[[3]],[[inf]],[[4]],8,0,39,66,57
23,333,539,97,100,3,104,104,85,85,0,0.03264236359304265,0.03631845876306205,91,93,2,[[3]],[[2]],[[2]],5,29,37,1,57
24,0,616,1,99,98,12,70,1,35,34,0.0,0.0051397256543789785,1,56,55,[[2]],[[inf]],[[3]],12,0,14,67,26
25,0,616,1,100,99,14,96,1,39,38,0.0,0.010892133837094524,1,66,65,[[2]],[[inf]],[[3]],14,0,25,99,37
26,16,118,35,75,40,72,72,45,45,0,0.0014636304843595766,0.0015657442390823377,41,43,2,[[4]],[[3]],[[3]],7,1,24,71,60
27,23,125,44,75,31,60,60,35,35,0,0.0013274788113958951,0.0013615167296368155,41,41,0,[[4]],[[3]],[[3]],11,3,5,51,60
28,39,140,55,86,31,22,22,42,42,0,0.005037611899656217,0.005037611899656217,54,54,0,[[inf]],[[3]],[[3]],2,4,91,22,85
29,0,616,1,100,99,10,90,1,45,44,0.0,0.012287688484972258,1,72,71,[[2]],[[inf]],[[3]],10,0,11,93,5
30,91,297,63,95,32,128,128,72,72,0,0.007488342013002485,0.00878178290615746,61,65,4,[[3]],[[2]],[[2]],9,6,35,28,61
31,90,191,64,89,25,94,94,68,68,0,0.010245413390517035,0.010245413390517035,71,71,0,[[inf]],[[2]],[[2]],5,6,50,34,45
32,0,206,1,95,94,2,12,1,36,35,0.0,0.011130399264780965,1,73,72,[[3]],[[inf]],[[4]],2,0,89,59,30
33,0,206,1,91,90,10,23,1,28,27,0.0,0.00013615167296368154,1,31,30,[[3]],[[inf]],[[4]],10,0,0,66,56
34,0,1640,1,100,99,5,74,1,63,62,0.0,0.04101569148030906,1,96,95,[[1]],[[inf]],[[2]],5,0,88,81,0
35,43,659,55,100,45,82,92,48,52,4,0.004050512270669526,0.02396269444160795,51,84,33,[[2]],[[3]],[[3]],7,6,24,41,9
36,121,222,87,98,11,46,46,83,83,0,0.020150447598624867,0.020150447598624867,83,83,0,[[inf]],[[2]],[[2]],2,18,99,5,81
37,12,218,39,93,54,18,18,35,35,0,0.002110350930937064,0.005650294427992784,44,56,12,[[3]],[[4]],[[4]],3,2,58,83,13
38,254,356,94,98,4,176,176,85,85,0,0.027060145001531706,0.02723033459273631,88,88,0,[[4]],[[2]],[[2]],8,15,30,16,60
39,0,616,1,99,98,11,132,1,62,61,0.0,0.023315973995030465,1,87,86,[[2]],[[inf]],[[3]],11,0,5,87,0
40,3,1643,28,100,72,11,70,26,39,13,0.0,0.012117498893767658,1,74,73,[[1]],[[5]],[[2]],10,2,0,58,46
41,209,1849,93,100,7,198,222,86,89,3,0.016882807447496512,0.04949113312229824,82,97,15,[[1]],[[2]],[[2]],10,15,36,19,1
42,8,214,38,96,58,12,12,35,35,0,0.0012934408931549745,0.013887470642295518,42,79,37,[[3]],[[4]],[[4]],2,2,98,74,15
43,100,100,62,62,0,100,100,45,45,0,0.02215868477483917,0.022294836447802852,81,81,0,[[4]],[[1]],[[1]],12,8,3,44,60
44,17,223,44,95,51,28,28,45,45,0,0.002927260968719153,0.008237176214302734,47,66,19,[[3]],[[3]],[[3]],3,2,60,94,72
45,20,226,48,96,48,18,18,48,48,0,0.0015317063208414173,0.011096361346540046,43,69,26,[[3]],[[3]],[[3]],2,3,93,43,37
46,49,150,56,89,33,48,48,69,69,0,0.006126825283365669,0.006126825283365669,58,58,0,[[inf]],[[3]],[[3]],3,4,55,22,82
47,51,257,55,95,40,90,90,58,58,0,0.003914360597705844,0.0063650907110521125,50,60,10,[[3]],[[2]],[[2]],6,6,48,70,90
48,85,1725,73,100,27,48,72,66,79,13,0.01412573606998196,0.05990673610401988,77,97,20,[[1]],[[3]],[[2]],3,9,76,39,15
49,1,102,23,76,53,5,5,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],5,1,70,69,45
50,17,223,45,92,47,18,18,35,35,0,0.0038462847612240037,0.010517716736444398,53,70,17,[[3]],[[4]],[[4]],3,6,87,73,25
51,31,647,49,100,51,56,66,44,50,6,0.0025188059498281084,0.004595118962524252,47,54,7,[[2]],[[3]],[[3]],6,6,34,70,49
52,233,849,92,100,8,144,144,91,91,0,0.027706865448109193,0.04339834575717349,87,97,10,[[2]],[[2]],[[2]],6,15,74,16,18
53,100,100,69,69,0,100,100,57,57,0,0.06184689744375234,0.07859355321828516,100,100,0,[[2]],[[1]],[[1]],8,40,57,3,0
54,424,1040,100,100,0,136,136,98,98,0,0.047074440927192894,0.05412029000306341,96,97,1,[[2]],[[2]],[[2]],4,40,47,3,31
55,46,662,59,100,41,22,22,54,54,0,0.005241839409101739,0.019810068416215663,55,83,28,[[2]],[[3]],[[3]],2,6,99,28,37
56,0,616,1,100,99,9,74,1,44,43,0.0,0.020831205963443275,1,83,82,[[2]],[[inf]],[[3]],9,0,35,79,7
57,0,101,1,74,73,6,6,1,1,0,0.0,3.4037918240920386e-05,1,25,24,[[5]],[[inf]],[[6]],6,0,59,98,68
58,0,616,1,100,99,7,40,1,35,34,0.0,0.0053439531638245,1,52,51,[[2]],[[inf]],[[3]],7,0,46,86,35
59,3,619,28,100,72,15,90,26,35,9,3.4037918240920386e-05,0.006058749446883829,27,55,28,[[2]],[[5]],[[3]],14,2,16,58,21
60,345,446,95,98,3,216,216,94,94,0,0.03672691378195309,0.03672691378195309,92,92,0,[[inf]],[[2]],[[2]],9,27,31,10,87
61,47,253,51,94,43,44,44,44,44,0,0.004663194799006093,0.013002484768031588,49,74,25,[[3]],[[3]],[[3]],4,6,67,35,14
62,34,136,54,88,34,12,12,39,39,0,0.006841621566424997,0.007284114503556962,62,62,0,[[4]],[[4]],[[4]],2,8,93,57,63
63,78,284,59,94,35,180,180,76,76,0,0.008237176214302734,0.011164437183021887,63,70,7,[[3]],[[2]],[[2]],11,4,33,72,35
64,91,297,56,95,39,250,250,75,75,0,0.008339289969025495,0.009564655025698629,57,59,2,[[3]],[[2]],[[2]],16,7,9,62,83
65,0,616,1,100,99,10,86,1,42,41,0.0,0.007624493685966166,1,61,60,[[2]],[[inf]],[[3]],10,0,36,76,25
66,0,101,1,77,76,8,8,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],8,0,57,36,89
67,291,392,95,98,3,272,272,96,96,0,0.025392287007726607,0.025392287007726607,87,87,0,[[inf]],[[2]],[[2]],11,15,38,16,45
68,25,641,48,100,52,36,50,42,44,2,0.0012594029749140542,0.014670342761836687,41,76,35,[[2]],[[3]],[[3]],5,4,45,64,6
69,28,129,51,86,35,28,28,42,42,0,0.003608019333537561,0.003608019333537561,52,52,0,[[inf]],[[3]],[[3]],3,6,64,73,99
70,0,102,1,81,80,3,6,1,28,27,0.0,0.00088498587426393,1,37,36,[[4]],[[inf]],[[5]],3,0,82,93,74
71,0,101,1,80,79,3,3,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],3,0,87,79,50
72,24,230,48,96,48,38,38,47,47,0,0.0030974505599237552,0.010790020082371761,49,74,25,[[3]],[[3]],[[3]],3,3,75,54,77
73,104,205,74,89,15,152,152,78,78,0,0.006637394056979475,0.006637394056979475,58,58,0,[[inf]],[[2]],[[2]],8,5,42,47,66
74,74,175,70,90,20,44,44,54,54,0,0.012151536812008578,0.012151536812008578,74,74,0,[[6]],[[3]],[[3]],4,8,77,8,58
75,81,182,73,92,19,48,48,67,67,0,0.00789679703189353,0.00796487286837537,61,61,0,[[5]],[[3]],[[3]],3,6,96,28,65
76,0,1640,1,100,99,6,80,1,54,53,0.0,0.0353994349705572,1,94,93,[[1]],[[inf]],[[2]],6,0,59,40,0
77,100,100,58,58,0,100,100,38,38,0,0.016338200755641786,0.02392865652336703,79,87,8,[[2]],[[1]],[[1]],16,5,9,47,32
78,49,151,56,82,26,56,56,44,44,0,0.0045270431260424114,0.004629156880765172,54,54,0,[[4]],[[3]],[[3]],6,4,34,22,4
79,54,155,63,89,26,38,38,52,52,0,0.007182000748834201,0.007182000748834201,63,63,0,[[inf]],[[3]],[[3]],3,8,66,57,76
80,0,102,1,75,74,8,12,1,27,26,0.0,0.0005446066918547262,1,33,32,[[4]],[[inf]],[[5]],8,0,27,81,42
81,98,714,65,100,35,198,198,86,86,0,0.012968446849790666,0.020082371762143027,75,83,8,[[2]],[[2]],[[2]],10,5,1,25,20
82,22,638,42,100,58,102,102,56,56,0,0.0014295925661186562,0.008271214132543654,40,62,22,[[2]],[[3]],[[3]],12,2,2,61,48
83,208,310,93,96,3,120,120,90,90,0,0.025936893699581333,0.02668572790088158,87,87,0,[[4]],[[2]],[[2]],6,22,69,9,42
84,28,129,45,77,32,96,96,43,43,0,0.001497668402600497,0.001497668402600497,42,42,0,[[inf]],[[3]],[[3]],11,3,5,43,45
85,186,802,91,100,9,104,104,80,80,0,0.023894618605126112,0.05623064093400048,89,98,9,[[2]],[[2]],[[2]],5,15,63,16,2
86,2,208,28,91,63,11,36,29,35,6,0.00013615167296368154,0.013683243132849994,30,78,48,[[3]],[[5]],[[4]],6,1,44,55,37
87,153,359,86,95,9,192,192,89,89,0,0.017189148711664794,0.02021852343510671,81,83,2,[[3]],[[2]],[[2]],9,9,31,39,29
88,139,241,84,95,11,80,80,66,66,0,0.01763164164879676,0.01773375540351952,81,82,1,[[4]],[[3]],[[3]],5,18,63,30,60
89,111,317,85,99,14,48,48,73,73,0,0.017257224548146634,0.02580074202661765,82,88,6,[[3]],[[3]],[[3]],3,17,92,6,12
90,100,100,66,66,0,100,100,49,49,0,0.018278362095374246,0.019912182170938427,79,81,2,[[3]],[[1]],[[1]],9,1,54,4,75
91,6,107,28,77,49,27,27,28,28,0,0.0002723033459273631,0.0002723033459273631,31,31,0,[[inf]],[[4]],[[4]],10,1,36,65,66
92,22,123,45,82,37,36,36,41,41,0,0.002552843868069029,0.002552843868069029,46,46,0,[[inf]],[[3]],[[3]],5,2,88,75,91
93,51,152,57,87,30,70,70,62,62,0,0.005888559855679227,0.005888559855679227,56,56,0,[[inf]],[[3]],[[3]],5,6,45,26,89
94,217,833,90,100,10,174,174,76,76,0,0.01933353756084278,0.023384049831512304,81,85,4,[[2]],[[2]],[[2]],10,17,18,6,62
95,0,101,1,73,72,7,7,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],7,0,62,98,69
96,22,228,47,92,45,44,44,49,49,0,0.0026549576227917903,0.02188638142891181,48,85,37,[[3]],[[3]],[[3]],4,2,79,52,0
97,0,101,1,73,72,10,10,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],10,0,22,85,98
98,1,617,22,100,78,4,44,1,49,48,0.0,0.024779604479390042,1,88,87,[[2]],[[inf]],[[3]],4,1,84,50,11
