,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,111,1751,86,100,14,32,56,71,92,21,0.02209060893835733,0.0911535450491848,87,99,12,[[1]],[[3]],[[2]],2,16,99,18,3
1,259,361,97,100,3,86,86,94,94,0,0.03965417475067225,0.0424112461281868,93,96,3,[[4]],[[2]],[[2]],3,27,55,10,35
2,22,228,43,91,48,94,94,39,39,0,0.0015657442390823377,0.0034718676605738795,39,49,10,[[3]],[[3]],[[3]],13,2,13,74,94
3,0,206,1,92,91,4,16,1,32,31,0.0,0.003914360597705844,1,54,53,[[3]],[[inf]],[[4]],4,0,78,85,26
4,111,317,80,96,16,120,120,87,87,0,0.009870996289866912,0.012866333095067906,71,75,4,[[3]],[[2]],[[2]],6,7,32,21,29
5,134,340,84,98,14,134,134,96,96,0,0.013410939786922631,0.017529527894074,74,79,5,[[3]],[[2]],[[2]],6,6,69,77,38
6,0,206,1,94,93,3,14,1,32,31,0.0,0.003982436434187685,1,52,51,[[3]],[[inf]],[[4]],3,0,66,86,47
7,388,1004,98,100,2,374,374,99,99,0,0.0265495762279179,0.02736648626569999,87,89,2,[[2]],[[2]],[[2]],15,19,7,15,49
8,126,742,84,100,16,48,48,70,70,0,0.022328874366043774,0.031314884781646755,85,94,9,[[2]],[[3]],[[3]],3,15,94,16,26
9,304,405,100,100,0,56,56,86,86,0,0.05194186323564451,0.05194186323564451,98,98,0,[[inf]],[[2]],[[2]],2,36,95,2,96
10,0,616,1,100,99,4,30,1,41,40,0.0,0.006603356138738555,1,59,58,[[2]],[[inf]],[[3]],4,0,83,79,48
11,0,206,1,88,87,7,38,1,34,33,0.0,0.0053099152455835805,1,55,54,[[3]],[[inf]],[[4]],7,0,24,36,44
12,22,228,40,90,50,56,64,38,40,2,0.0006807583648184077,0.008679669151434699,36,65,29,[[3]],[[3]],[[3]],8,2,42,63,8
13,0,616,1,99,98,17,110,1,55,54,0.0,0.006739507811702236,1,57,56,[[2]],[[inf]],[[3]],17,0,20,92,27
14,50,151,60,88,28,54,54,55,55,0,0.0053439531638245,0.0053439531638245,57,57,0,[[inf]],[[3]],[[3]],4,5,84,47,82
