,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,36,242,46,93,47,86,86,43,43,0,0.004186663943633207,0.00442492937131965,52,55,3,[[3]],[[3]],[[3]],10,6,12,73,88
1,49,150,52,86,34,44,44,44,44,0,0.005786446100956465,0.005786446100956465,53,53,0,[[inf]],[[3]],[[3]],4,4,67,22,76
2,0,101,1,81,80,4,4,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],4,0,72,76,50
3,170,271,86,94,8,238,238,90,90,0,0.011028285510058205,0.011028285510058205,69,69,0,[[inf]],[[2]],[[2]],11,8,19,57,89
4,100,100,76,76,0,100,100,96,96,0,0.0627659212362572,0.06303822458218455,99,99,0,[[4]],[[1]],[[1]],3,14,87,14,88
5,0,101,1,79,78,4,4,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],4,0,73,85,84
6,160,262,88,96,8,88,88,82,82,0,0.027911092957554715,0.0283876238129276,89,89,0,[[4]],[[2]],[[2]],4,20,78,23,49
7,0,206,1,95,94,3,18,1,34,33,0.0,0.018754892950747133,1,82,81,[[3]],[[inf]],[[4]],3,0,94,36,1
8,56,672,52,100,48,66,66,47,47,0,0.008986010415602982,0.016338200755641786,63,79,16,[[2]],[[3]],[[3]],6,5,71,25,24
9,2,103,26,74,48,16,16,26,26,0,0.00010211375472276115,0.00010211375472276115,29,29,0,[[inf]],[[5]],[[5]],15,1,7,78,91
10,175,791,90,100,10,88,88,81,81,0,0.02011640968038395,0.041253956907995507,82,96,14,[[2]],[[2]],[[2]],4,15,73,19,1
11,0,616,1,100,99,14,58,1,33,32,0.0,0.004118588107151367,1,54,53,[[2]],[[inf]],[[3]],14,0,17,66,73
12,100,100,64,64,0,100,100,44,44,0,0.044419483304401104,0.05071649817897137,97,98,1,[[2]],[[1]],[[1]],13,29,13,1,17
13,12,218,41,94,53,20,20,36,36,0,0.002144388849177984,0.0051397256543789785,46,58,12,[[3]],[[4]],[[4]],4,2,78,83,28
14,1,1641,22,100,78,2,56,1,81,80,0.0,0.08019333537560842,1,99,98,[[1]],[[inf]],[[2]],2,1,89,69,3
15,2,103,26,75,49,10,10,28,28,0,0.0002042275094455223,0.0002042275094455223,33,33,0,[[inf]],[[5]],[[5]],5,1,80,60,66
16,151,252,84,92,8,208,208,88,88,0,0.014023622315259198,0.014023622315259198,77,77,0,[[inf]],[[2]],[[2]],10,8,11,17,85
17,0,616,1,99,98,11,98,1,44,43,0.0,0.01494264610776405,1,77,76,[[2]],[[inf]],[[3]],11,0,19,66,12
18,1,617,22,100,78,3,28,1,43,42,0.0,0.03359542530378842,1,91,90,[[2]],[[6]],[[3]],3,1,92,68,7
19,29,235,40,90,50,42,42,36,36,0,0.0012934408931549745,0.00176997174852786,38,39,1,[[3]],[[3]],[[3]],6,4,51,64,56
20,166,372,84,96,12,252,252,81,81,0,0.015419176963136935,0.016712617856291908,77,79,2,[[3]],[[2]],[[2]],14,8,16,8,53
21,0,616,1,100,99,7,36,1,33,32,0.0,0.0016678579938050988,1,42,41,[[2]],[[inf]],[[3]],7,0,46,96,61
22,75,281,67,96,29,62,62,77,77,0,0.010483678818203479,0.015589366554341537,66,78,12,[[3]],[[2]],[[2]],3,6,58,26,21
23,46,252,49,90,41,112,112,60,60,0,0.002825147213996392,0.006262976956329351,48,57,9,[[3]],[[2]],[[2]],12,2,2,74,28
24,78,694,71,100,29,56,56,82,82,0,0.01681473161101467,0.03580788998944825,79,96,17,[[2]],[[2]],[[2]],2,4,89,72,7
25,70,171,67,90,23,48,48,62,62,0,0.006705469893461316,0.006705469893461316,61,61,0,[[inf]],[[3]],[[3]],3,5,64,47,81
26,0,616,1,100,99,5,32,1,34,33,0.0,0.0028932230504782326,1,47,46,[[2]],[[inf]],[[3]],5,0,50,98,70
27,170,271,82,93,11,170,170,87,87,0,0.012049423057285817,0.012049423057285817,68,68,0,[[inf]],[[2]],[[2]],8,8,27,44,45
28,46,252,58,95,37,52,52,74,74,0,0.005003573981415297,0.021784267674189048,56,84,28,[[3]],[[2]],[[2]],3,2,58,63,7
29,100,100,66,66,0,100,100,67,67,0,0.06096191156948841,0.0667823955886858,98,99,1,[[3]],[[1]],[[1]],5,22,52,9,31
30,22,228,43,92,49,68,68,40,40,0,0.0026549576227917903,0.003369753905851118,45,50,5,[[3]],[[3]],[[3]],8,2,15,83,64
31,1,102,23,74,51,11,11,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],11,1,19,50,40
32,61,677,58,100,42,74,74,64,64,0,0.006092787365124749,0.03083835392627387,55,88,33,[[2]],[[2]],[[2]],5,6,88,41,3
33,32,238,46,92,46,112,112,58,58,0,0.0030634126416828346,0.003199564314646516,50,50,0,[[3]],[[3]],[[3]],12,2,14,75,95
34,62,268,74,100,26,32,32,67,67,0,0.010415602981721638,0.016168011164437182,69,80,11,[[3]],[[3]],[[3]],2,6,97,77,34
35,7,108,35,77,42,24,24,34,34,0,0.0007828721195411688,0.0007828721195411688,36,36,0,[[inf]],[[4]],[[4]],6,2,34,42,85
36,0,1640,1,100,99,9,84,1,45,44,0.0,0.023418087749753225,1,82,81,[[1]],[[inf]],[[2]],9,0,54,85,18
37,260,466,99,100,1,56,56,88,88,0,0.042989890738282445,0.0460873412982062,97,97,0,[[3]],[[2]],[[2]],2,40,93,3,28
38,1,207,23,93,70,5,22,1,34,33,0.0,0.009905034208107831,1,66,65,[[3]],[[inf]],[[4]],5,1,49,45,19
39,39,140,55,86,31,22,22,42,42,0,0.005037611899656217,0.005071649817897137,54,54,0,[[5]],[[3]],[[3]],2,4,91,22,60
40,84,700,61,100,39,104,104,82,82,0,0.011777119711358454,0.015283025290173252,76,78,2,[[2]],[[2]],[[2]],5,5,50,25,46
41,79,180,69,89,20,64,64,68,68,0,0.012015385139044895,0.012015385139044895,75,75,0,[[inf]],[[3]],[[3]],4,8,78,17,67
42,0,101,1,78,77,5,5,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],5,0,88,93,66
43,2,208,26,92,66,10,28,28,32,4,0.0,0.00353994349705572,1,50,49,[[3]],[[5]],[[4]],6,1,65,95,22
44,158,259,86,93,7,94,94,70,70,0,0.01327478811395895,0.01327478811395895,74,74,0,[[inf]],[[2]],[[2]],5,14,37,14,76
45,0,616,1,100,99,8,42,1,37,36,0.0,0.004050512270669526,1,50,49,[[2]],[[inf]],[[3]],8,0,39,36,75
46,156,772,86,100,14,112,112,92,92,0,0.02110350930937064,0.04162837400864563,85,96,11,[[2]],[[2]],[[2]],4,12,53,37,0
47,16,118,42,85,43,22,22,42,42,0,0.004016474352428605,0.0045270431260424114,54,55,1,[[4]],[[3]],[[3]],2,1,68,90,71
48,0,102,1,75,74,8,9,1,26,25,0.0,0.00013615167296368154,1,30,29,[[4]],[[inf]],[[5]],8,0,21,40,55
49,0,101,1,74,73,15,15,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],15,0,7,91,80
50,2,208,26,87,61,12,28,28,30,2,0.0,0.00088498587426393,1,36,35,[[3]],[[5]],[[4]],10,1,22,68,64
51,16,222,34,86,52,36,54,31,36,5,0.0002382654276864427,0.0016338200755641784,30,40,10,[[3]],[[3]],[[3]],12,1,2,55,53
52,22,123,40,82,42,122,122,55,55,0,0.0020763130126961434,0.0020763130126961434,43,43,0,[[inf]],[[3]],[[3]],16,2,4,83,36
53,610,1226,100,100,0,400,400,99,99,0,0.05231628033629463,0.055379692977977464,99,100,1,[[2]],[[2]],[[2]],13,36,13,2,70
54,0,101,1,82,81,4,4,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],4,0,78,86,66
55,16,632,36,100,64,28,50,34,44,10,0.0005446066918547262,0.00980292045338507,35,69,34,[[2]],[[3]],[[3]],5,1,52,4,8
56,54,670,58,100,42,86,86,62,62,0,0.007658531604207087,0.03277851526600633,63,92,29,[[2]],[[3]],[[3]],6,4,32,38,7
57,100,100,65,65,0,100,100,47,47,0,0.025119983661799246,0.025119983661799246,86,86,0,[[inf]],[[1]],[[1]],11,7,38,48,79
58,111,727,75,100,25,164,174,74,75,1,0.010177337554035196,0.018176248340651485,67,79,12,[[2]],[[2]],[[2]],10,7,22,21,34
59,64,680,60,100,40,54,54,52,52,0,0.009054086252084823,0.01405766023350012,67,77,10,[[2]],[[3]],[[3]],4,4,83,38,41
60,15,117,40,84,44,12,12,32,32,0,0.0010211375472276116,0.001497668402600497,40,40,0,[[4]],[[4]],[[4]],2,4,91,64,42
61,225,841,89,100,11,294,294,86,86,0,0.011062323428299126,0.014738418598318526,67,74,7,[[2]],[[2]],[[2]],17,13,20,24,13
62,100,100,65,65,0,100,100,45,45,0,0.047108478845433815,0.04731270635487934,97,97,0,[[4]],[[1]],[[1]],10,27,12,10,4
63,104,205,77,92,15,154,154,72,72,0,0.010007147962830594,0.010007147962830594,69,69,0,[[inf]],[[2]],[[2]],10,9,36,31,99
64,0,206,1,92,91,6,13,1,29,28,0.0,0.0002723033459273631,1,32,31,[[3]],[[inf]],[[4]],6,0,65,93,4
65,151,252,92,98,6,56,56,84,84,0,0.02917049593246877,0.02920453385070969,93,93,0,[[5]],[[2]],[[2]],2,15,86,16,4
66,2,208,26,89,63,13,25,26,28,2,6.807583648184077e-05,0.001055175465468532,29,37,8,[[3]],[[5]],[[4]],12,1,3,78,51
67,22,228,45,92,47,40,40,44,44,0,0.0016338200755641784,0.0034718676605738795,44,48,4,[[3]],[[3]],[[3]],5,2,88,61,94
68,1,102,23,75,52,9,9,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],9,1,54,69,96
69,92,708,58,100,42,168,178,67,68,1,0.006331052792811192,0.012219612648490419,57,70,13,[[2]],[[2]],[[2]],14,6,25,35,72
70,3,209,28,89,61,12,40,27,33,6,0.0,0.0028932230504782326,1,48,47,[[3]],[[5]],[[4]],10,2,18,58,73
71,16,118,38,78,40,60,60,39,39,0,0.0013955546478777359,0.001599782157323258,40,41,1,[[4]],[[3]],[[3]],9,1,54,71,60
72,41,143,49,84,35,84,84,40,40,0,0.0021784267674189047,0.0022465026039007454,43,45,2,[[4]],[[2]],[[2]],11,2,38,42,65
73,32,238,41,90,49,76,76,55,55,0,0.002314578440382586,0.002995336805200994,41,44,3,[[3]],[[3]],[[3]],6,2,51,52,74
74,24,125,48,81,33,68,68,43,43,0,0.0013615167296368155,0.0013615167296368155,43,43,0,[[inf]],[[3]],[[3]],8,3,57,43,50
75,59,160,55,82,27,100,100,45,45,0,0.0024166921951053475,0.0024166921951053475,45,45,0,[[inf]],[[2]],[[2]],10,4,12,64,98
76,0,206,1,94,93,3,18,1,37,36,0.0,0.018925082541951733,1,83,82,[[3]],[[inf]],[[4]],3,0,96,84,1
77,138,754,83,100,17,120,120,85,85,0,0.014670342761836687,0.017223186629905716,80,82,2,[[2]],[[2]],[[2]],6,13,48,33,74
78,0,206,1,94,93,3,18,1,37,36,0.0,0.011130399264780965,1,77,76,[[3]],[[inf]],[[4]],3,0,96,81,30
79,100,100,69,69,0,100,100,69,69,0,0.04411314204023282,0.04612137921644712,96,97,1,[[3]],[[1]],[[1]],6,9,34,39,41
80,0,206,1,92,91,5,30,1,38,37,0.0,0.010517716736444398,1,69,68,[[3]],[[inf]],[[4]],5,0,88,40,33
81,0,616,1,100,99,5,60,1,48,47,0.0,0.03213179481942884,1,90,89,[[2]],[[inf]],[[3]],5,0,88,82,2
82,236,852,95,100,5,64,64,68,68,0,0.03315293236665646,0.05013785356887573,92,96,4,[[2]],[[3]],[[3]],4,29,72,0,1
83,47,253,60,99,39,46,46,83,83,0,0.022635215630212056,0.02481364239763096,88,89,1,[[3]],[[2]],[[2]],2,3,99,51,55
84,100,100,77,77,0,100,100,96,96,0,0.06725892644405868,0.06725892644405868,98,98,0,[[inf]],[[1]],[[1]],3,15,76,19,98
85,340,956,96,100,4,206,206,95,95,0,0.029578950951359814,0.037509785901494265,89,94,5,[[2]],[[2]],[[2]],9,22,23,9,77
86,16,632,35,100,65,76,90,39,45,6,0.001599782157323258,0.00439089145307873,41,53,12,[[2]],[[3]],[[3]],10,1,36,71,94
87,115,731,80,100,20,54,54,54,54,0,0.010449640899962559,0.02226079852956193,71,87,16,[[2]],[[3]],[[3]],4,14,47,32,5
88,24,230,51,93,42,22,22,42,42,0,0.002382654276864427,0.011879233466081215,46,74,28,[[3]],[[3]],[[3]],2,3,68,54,39
89,15,221,40,94,54,14,14,34,34,0,0.0005446066918547262,0.004935498144933456,35,55,20,[[3]],[[4]],[[4]],3,4,55,64,62
90,105,206,70,91,21,144,144,61,61,0,0.0053439531638245,0.0053439531638245,54,54,0,[[inf]],[[2]],[[2]],10,6,0,35,81
91,185,391,97,100,3,32,32,67,67,0,0.03271043942952449,0.035739814152966405,95,95,0,[[3]],[[3]],[[3]],2,29,97,11,26
92,34,136,54,89,35,22,22,48,48,0,0.005446066918547262,0.007624493685966166,57,62,5,[[4]],[[3]],[[3]],2,4,95,72,90
93,0,616,1,100,99,6,52,1,42,41,0.0,0.013989584397018279,1,76,75,[[2]],[[inf]],[[3]],6,0,41,84,30
94,78,179,71,90,19,78,78,75,75,0,0.009632730862180468,0.009632730862180468,66,66,0,[[inf]],[[2]],[[2]],4,8,77,57,99
95,23,229,50,91,41,36,40,38,41,3,0.001157289220191293,0.012015385139044895,39,70,31,[[3]],[[3]],[[3]],5,3,61,51,37
96,1,617,23,100,77,11,96,1,43,42,0.0,0.012049423057285817,1,71,70,[[2]],[[inf]],[[3]],11,1,38,50,37
97,2,208,26,93,67,3,18,1,39,38,0.0,0.007454304094761564,1,64,63,[[3]],[[6]],[[4]],3,2,92,58,20
98,16,222,40,92,52,60,60,49,49,0,0.002280540522141666,0.003199564314646516,45,47,2,[[3]],[[3]],[[3]],5,1,88,53,61
99,56,157,53,82,29,138,138,71,71,0,0.004935498144933456,0.004935498144933456,53,53,0,[[inf]],[[2]],[[2]],9,2,54,52,96
