,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,75,176,62,90,28,90,90,58,58,0,0.006126825283365669,0.006126825283365669,60,60,0,[[inf]],[[2]],[[2]],6,6,48,41,92
1,259,875,93,100,7,200,200,94,94,0,0.023690391095680587,0.028421661731168522,87,88,1,[[2]],[[2]],[[2]],8,16,10,12,47
2,12,628,39,100,61,20,34,35,45,10,0.0009870996289866913,0.01409169815174104,39,77,38,[[2]],[[4]],[[3]],4,2,73,74,14
3,46,148,53,85,32,64,64,66,66,0,0.005241839409101739,0.0053439531638245,54,55,1,[[4]],[[2]],[[2]],5,2,70,75,60
4,6,108,34,81,47,16,16,34,34,0,0.0002723033459273631,0.0008509479560230097,34,37,3,[[4]],[[4]],[[4]],4,1,77,88,51
5,22,124,46,83,37,56,56,47,47,0,0.002586881786309949,0.0033016780693692774,47,50,3,[[4]],[[3]],[[3]],6,2,32,52,74
6,57,1697,62,100,38,28,62,46,81,35,0.007760645358929848,0.04649579631709724,63,96,33,[[1]],[[3]],[[2]],3,7,85,21,62
7,0,101,1,82,81,2,2,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],2,0,99,86,91
8,434,640,99,100,1,200,200,93,93,0,0.036624800027230335,0.03778208924742163,97,97,0,[[3]],[[2]],[[2]],8,30,27,7,52
9,0,616,1,100,99,16,102,1,54,53,0.0,0.008373327887266415,1,65,64,[[2]],[[inf]],[[3]],16,0,4,66,20
10,6,107,29,75,46,19,19,29,29,0,0.00010211375472276115,0.00010211375472276115,28,28,0,[[inf]],[[4]],[[4]],8,1,42,60,84
11,173,274,89,95,6,88,88,81,81,0,0.024234997787535316,0.024234997787535316,86,86,0,[[inf]],[[2]],[[2]],4,18,73,30,98
12,2,208,28,96,68,6,18,29,35,6,0.00017018959120460194,0.008237176214302734,32,65,33,[[3]],[[5]],[[4]],3,1,75,65,17
13,112,213,75,92,17,150,150,85,85,0,0.00980292045338507,0.00980292045338507,68,68,0,[[inf]],[[2]],[[2]],7,4,46,72,45
14,0,101,1,76,75,11,11,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],11,0,38,66,81
15,0,206,1,88,87,11,58,1,34,33,0.0,0.005888559855679227,1,57,56,[[3]],[[inf]],[[4]],11,0,33,80,44
16,0,101,1,79,78,4,4,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],4,0,73,84,59
17,8,109,34,77,43,54,54,34,34,0,0.0006126825283365669,0.0006126825283365669,37,37,0,[[inf]],[[4]],[[4]],11,2,38,56,91
18,0,616,1,100,99,5,40,1,42,41,0.0,0.016133973246196264,1,81,80,[[2]],[[inf]],[[3]],5,0,45,93,30
19,0,101,1,69,68,9,9,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],9,0,29,40,97
20,0,101,1,78,77,9,9,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],9,0,26,84,99
21,94,196,68,88,20,100,100,66,66,0,0.006603356138738555,0.008066986623098132,59,62,3,[[4]],[[2]],[[2]],6,5,44,47,83
22,35,651,49,100,51,74,74,42,42,0,0.0009530617107457708,0.00888389666088022,39,67,28,[[2]],[[3]],[[3]],9,4,28,64,17
23,0,616,1,100,99,14,43,1,29,28,0.0,0.0018040096667687805,1,41,40,[[2]],[[inf]],[[3]],14,0,25,67,71
24,54,670,55,100,45,80,80,68,68,0,0.00888389666088022,0.012866333095067906,68,74,6,[[2]],[[3]],[[3]],5,4,88,72,41
25,0,1640,1,100,99,6,80,1,55,54,0.0,0.03492290411518432,1,95,94,[[1]],[[inf]],[[2]],6,0,65,79,23
26,63,164,64,90,26,54,54,55,55,0,0.013649205214609075,0.013649205214609075,74,74,0,[[inf]],[[3]],[[3]],4,12,84,37,36
27,236,337,93,95,2,190,190,92,92,0,0.01589570781850982,0.01589570781850982,80,80,0,[[inf]],[[2]],[[2]],8,14,42,14,96
28,6,622,29,100,71,30,90,29,37,8,0.0002042275094455223,0.004016474352428605,30,51,21,[[2]],[[4]],[[3]],15,1,7,55,22
29,0,616,1,99,98,17,94,1,34,33,0.0,0.003778208924742163,1,52,51,[[2]],[[inf]],[[3]],17,0,20,82,22
30,0,206,1,89,88,9,38,1,33,32,0.0,0.004118588107151367,1,50,49,[[3]],[[inf]],[[4]],9,0,26,76,13
31,300,506,97,100,3,96,96,72,72,0,0.03223390857415161,0.04094761564382722,94,97,3,[[3]],[[3]],[[3]],6,29,71,1,19
32,22,123,45,86,41,38,38,46,46,0,0.002144388849177984,0.002144388849177984,43,43,0,[[inf]],[[3]],[[3]],3,2,96,61,40
