,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,0,101,1,74,73,6,6,1,1,0,0.0,0.0,1,1,0,[[inf]],[[inf]],[[inf]],6,0,41,98,96
1,168,269,87,96,9,174,174,80,80,0,0.013444977705163553,0.013444977705163553,76,76,0,[[inf]],[[2]],[[2]],10,13,1,33,97
2,88,704,64,100,36,152,152,80,80,0,0.00878178290615746,0.02396269444160795,65,85,20,[[2]],[[2]],[[2]],8,4,30,72,15
3,16,222,43,94,51,54,54,62,62,0,0.0048674223084516155,0.006399128629293032,55,60,5,[[3]],[[3]],[[3]],4,1,72,90,61
4,0,616,1,100,99,15,122,1,58,57,0.0,0.01320671227747711,1,73,72,[[2]],[[inf]],[[3]],15,0,7,76,19
5,0,102,1,74,73,16,17,1,25,24,0.0,3.4037918240920386e-05,1,25,24,[[4]],[[inf]],[[5]],16,0,9,87,58
6,57,263,56,93,37,44,44,48,48,0,0.004493005207801491,0.005616256509751864,54,56,2,[[3]],[[3]],[[3]],4,6,83,35,43
7,106,722,74,100,26,184,184,82,82,0,0.009292351679771264,0.012389802239695021,65,70,5,[[2]],[[2]],[[2]],10,7,22,48,29
8,152,253,87,94,7,216,216,80,80,0,0.016236087000919025,0.016236087000919025,79,79,0,[[inf]],[[2]],[[2]],12,12,6,37,80
9,40,141,47,79,32,62,62,38,38,0,0.002552843868069029,0.002552843868069029,43,43,0,[[inf]],[[2]],[[2]],8,1,27,60,45
10,112,318,74,95,21,94,94,62,62,0,0.009360427516253106,0.00976888253514415,67,68,1,[[3]],[[2]],[[2]],5,8,52,57,4
11,201,302,90,96,6,136,136,98,98,0,0.02501786990707648,0.02501786990707648,87,87,0,[[inf]],[[2]],[[2]],4,18,79,30,82
12,0,616,1,100,99,14,86,1,36,35,0.0,0.004356853534837809,1,55,54,[[2]],[[inf]],[[3]],14,0,17,85,22
13,118,734,77,100,23,100,100,59,59,0,0.010960209673576363,0.026753803737363423,70,88,18,[[2]],[[2]],[[2]],6,9,40,31,18
14,167,783,83,100,17,144,144,89,89,0,0.017052997038701112,0.024269035705776234,79,85,6,[[2]],[[2]],[[2]],6,9,40,27,72
15,0,616,1,100,99,6,52,1,44,43,0.0,0.007318152421797883,1,61,60,[[2]],[[inf]],[[3]],6,0,44,67,72
16,100,100,68,68,0,100,100,63,63,0,0.03849688553048095,0.05817080227373294,94,99,5,[[1]],[[1]],[[1]],6,14,41,32,54
17,17,223,42,94,52,66,66,49,49,0,0.0033357159876101976,0.00442492937131965,50,53,3,[[3]],[[3]],[[3]],6,2,32,94,61
18,134,235,90,97,7,56,56,84,84,0,0.021409850573538922,0.021409850573538922,85,85,0,[[inf]],[[2]],[[2]],2,15,98,19,91
19,446,548,97,98,1,296,296,96,96,0,0.036488648354266656,0.036624800027230335,92,92,0,[[4]],[[2]],[[2]],11,29,33,0,60
20,7,623,35,100,65,36,88,35,51,16,0.0006807583648184077,0.0160318594914735,36,77,41,[[2]],[[4]],[[3]],8,2,21,42,30
21,12,218,37,93,56,8,12,32,35,3,0.001599782157323258,0.0040845501889104465,43,54,11,[[3]],[[4]],[[4]],2,2,68,83,70
22,0,616,1,100,99,2,32,1,62,61,0.0,0.03458252493277511,1,94,93,[[2]],[[inf]],[[3]],2,0,98,92,2
23,71,172,69,92,23,62,62,80,80,0,0.010007147962830594,0.010007147962830594,69,69,0,[[inf]],[[2]],[[2]],3,7,94,62,98
24,0,616,1,100,99,8,54,1,36,35,0.0,0.005582218591510943,1,57,56,[[2]],[[inf]],[[3]],8,0,15,82,62
25,6,107,29,79,50,34,34,30,30,0,0.00017018959120460194,0.00017018959120460194,28,28,0,[[inf]],[[4]],[[4]],13,1,13,60,93
26,0,616,1,100,99,9,94,1,48,47,0.0,0.023996732359848873,1,84,83,[[2]],[[inf]],[[3]],9,0,31,79,7
27,18,120,45,85,40,28,28,44,44,0,0.0018040096667687805,0.007522379931243405,43,61,18,[[4]],[[3]],[[3]],3,2,92,61,32
28,0,206,1,97,96,2,8,1,34,33,0.0,0.00439089145307873,1,52,51,[[3]],[[inf]],[[4]],2,0,97,85,21
29,78,179,63,88,25,56,56,49,49,0,0.011879233466081215,0.011879233466081215,71,71,0,[[6]],[[3]],[[3]],6,8,69,8,68
