,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,100,100,855,855,0,100,100,690,690,0,0.01055175465468532,0.01055175465468532,982,982,0,-1,1,1,16,18,134,64,902
1,42,144,723,899,176,94,94,636,636,0,0.001157289220191293,0.0014295925661186562,816,842,26,4,3,3,16,10,117,296,613
2,18,18,675,675,0,30,30,690,690,0,0.0005786446100956465,0.0005786446100956465,732,732,0,-1,4,4,5,5,452,283,962
3,7,7,559,559,0,12,12,649,649,0,0.0002042275094455223,0.0002042275094455223,578,578,0,-1,4,4,2,3,838,300,635
4,30,30,732,732,0,56,56,810,810,0,0.0007828721195411688,0.0007828721195411688,753,753,0,-1,3,3,6,4,556,207,803
5,11,11,689,689,0,4,4,453,453,0,0.0005786446100956465,0.0005786446100956465,736,736,0,-1,5,5,2,7,847,396,920
6,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,5,1,407,913,684
7,0,206,1,963,962,0,18,1,468,467,0.0,0.0007488342013002485,1,770,769,3,-1,4,7,0,477,674,67
8,2,104,376,948,572,6,6,439,439,0,0.0002042275094455223,0.00034037918240920387,588,665,77,4,5,5,3,1,718,394,230
9,1,102,333,926,593,4,4,333,333,0,0.0,0.0,1,1,0,8,8,8,4,2,619,448,972
10,100,100,874,874,0,100,100,813,813,0,0.018040096667687803,0.018040096667687803,996,996,0,-1,1,1,11,24,215,8,685
11,0,101,1,914,913,0,4,1,329,328,0.0,3.4037918240920386e-05,1,404,403,5,-1,6,4,0,783,515,549
12,4,105,464,949,485,3,3,379,379,0,0.0,0.00013615167296368154,1,523,522,5,5,5,2,3,986,411,369
13,50,151,806,937,131,68,68,783,783,0,0.0009530617107457708,0.0009870996289866913,791,795,4,5,3,3,8,6,142,194,694
14,24,230,724,972,248,18,18,592,592,0,0.0006467204465774873,0.0016678579938050988,751,879,128,3,4,4,3,7,737,396,497
15,12,218,504,954,450,62,62,576,576,0,0.00013615167296368154,0.0002382654276864427,504,569,65,3,4,4,13,2,120,491,454
16,141,243,913,959,46,142,142,887,887,0,0.002212464685659825,0.002212464685659825,892,892,0,4,3,3,12,17,175,180,518
17,19,19,647,647,0,26,26,576,576,0,0.00017018959120460194,0.00017018959120460194,551,551,0,-1,4,4,5,4,408,208,987
