,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,out_deg_victim,in_deg_villain,victim,villain,relayer
0,0,0,166.5,166.5,0.0,0,0,166.5,166.5,0.0,0.0,0.0,203.5,203.5,0.0,-1,3,0,899,511,746
1,2,104,391.0,913.0,522.0,7,9,379.0,409.5,30.5,0.0,6.807583648184077e-05,195.5,464.5,269.0,4,5,2,604,885,305
2,9,9,547.0,547.0,0.0,20,20,594.0,594.0,0.0,0.00010211375472276115,0.00010211375472276115,495.5,495.5,0.0,-1,4,3,717,508,897
3,33,33,826.0,826.0,0.0,12,12,704.0,704.0,0.0,0.0005446066918547262,0.0005446066918547262,733.5,733.5,0.0,-1,2,9,779,375,997
4,24,125,773.5,960.0,186.5,22,22,869.5,869.5,0.0,0.00037441710065012424,0.00037441710065012424,681.5,681.5,0.0,5,2,4,820,233,899
5,0,206,166.5,939.0,772.5,0,100,166.5,604.0,437.5,0.0,0.0016338200755641784,198.0,866.0,668.0,3,20,0,61,960,85
6,35,241,831.0,980.0,149.0,18,18,759.5,759.5,0.0,0.0009530617107457708,0.002280540522141666,817.0,909.0,92.0,3,3,10,683,405,43
7,544,544,994.0,994.0,0.0,134,134,992.0,992.0,0.0,0.01153885428367201,0.01153885428367201,986.0,986.0,0.0,-1,6,92,549,30,740
8,62,62,859.5,859.5,0.0,38,38,887.0,887.0,0.0,0.0013274788113958951,0.0013274788113958951,846.0,846.0,0.0,-1,3,9,687,242,564
9,9,9,533.0,533.0,0.0,12,12,422.5,422.5,0.0,0.0002042275094455223,0.0002042275094455223,581.5,581.5,0.0,-1,6,6,473,279,905
10,0,206,166.5,963.0,796.5,0,22,166.5,464.5,298.0,0.0,3.4037918240920386e-05,202.0,426.0,224.0,3,9,0,190,502,222
11,0,0,166.5,166.5,0.0,0,0,166.5,166.5,0.0,0.0,0.0,200.5,200.5,0.0,-1,19,0,19,941,701
12,0,206,166.5,954.5,788.0,0,33,166.5,505.5,339.0,0.0,0.001055175465468532,200.5,801.0,600.5,3,9,0,327,939,226
13,0,102,166.5,917.0,750.5,0,10,166.5,445.5,279.0,0.0,0.000442492937131965,195.0,693.5,498.5,4,5,0,720,838,407
14,0,616,166.5,991.0,824.5,0,84,166.5,735.0,568.5,0.0,0.005446066918547262,201.0,957.5,756.5,2,12,0,184,860,19
15,41,142,911.5,982.0,70.5,12,12,873.0,873.0,0.0,0.0018040096667687805,0.0018040096667687805,899.0,899.0,0.0,6,2,23,978,117,578
16,0,0,166.5,166.5,0.0,0,0,166.5,166.5,0.0,0.0,0.0,203.0,203.0,0.0,-1,3,0,879,632,812
17,0,102,166.5,903.0,736.5,0,11,166.5,400.5,234.0,0.0,0.00010211375472276115,203.5,500.0,296.5,4,7,0,722,966,210
18,6,212,454.0,954.0,500.0,29,58,460.5,645.0,184.5,6.807583648184077e-05,0.0030634126416828346,457.5,924.0,466.5,3,11,1,174,531,142
19,0,102,166.0,945.0,779.0,0,6,166.0,472.5,306.5,0.0,0.0013274788113958951,203.0,844.5,641.5,4,3,1,902,780,203
20,5,211,511.5,985.0,473.5,4,8,499.5,640.5,141.0,0.0002382654276864427,0.0026549576227917903,624.0,916.0,292.0,3,2,4,868,617,111
21,112,112,878.0,878.0,0.0,218,218,790.5,790.5,0.0,0.0012934408931549745,0.0012934408931549745,841.0,841.0,0.0,-1,25,11,17,166,985
22,16,222,638.5,973.0,334.5,28,28,694.0,694.0,0.0,0.0002723033459273631,0.000442492937131965,608.0,688.5,80.5,3,5,1,656,282,346
23,0,102,166.0,931.0,765.0,0,4,166.0,379.0,213.0,0.0,6.807583648184077e-05,201.0,472.0,271.0,4,3,0,774,522,596
24,0,206,166.5,957.0,790.5,0,28,166.5,573.0,406.5,0.0,0.0017359338302869397,203.0,868.5,665.5,3,6,0,560,881,104
25,0,206,166.5,980.0,813.5,0,10,166.5,573.5,407.0,0.0,0.0005446066918547262,204.5,739.5,535.0,3,3,0,485,802,634
26,0,206,166.5,959.0,792.5,0,20,166.5,462.0,295.5,0.0,0.0005446066918547262,200.0,719.0,519.0,3,8,0,415,455,336
27,1,1,348.5,348.5,0.0,4,4,349.0,349.0,0.0,0.0,0.0,201.0,201.0,0.0,-1,4,3,717,676,649
28,1,103,346.0,917.5,571.5,4,8,346.5,425.5,79.0,0.0,0.0005786446100956465,200.5,745.0,544.5,4,4,1,444,861,136
29,1,1,344.0,344.0,0.0,7,7,344.0,344.0,0.0,0.0,0.0,203.5,203.5,0.0,-1,7,2,141,448,254
30,2,2,388.5,388.5,0.0,11,11,400.5,400.5,0.0,6.807583648184077e-05,6.807583648184077e-05,468.0,468.0,0.0,-1,7,1,698,601,684
31,386,386,984.0,984.0,0.0,122,122,972.5,972.5,0.0,0.010449640899962559,0.010449640899962559,979.0,979.0,0.0,-1,8,54,431,19,462
32,12,12,670.5,670.5,0.0,6,6,495.0,495.0,0.0,0.0005786446100956465,0.0005786446100956465,734.0,734.0,0.0,-1,3,6,707,658,965
33,162,264,964.0,980.0,16.0,84,84,976.0,976.0,0.0,0.005650294427992784,0.005684332346233704,962.0,962.0,0.0,4,5,31,602,126,958
34,36,36,760.5,760.5,0.0,74,74,830.5,830.5,0.0,0.0009870996289866913,0.0009870996289866913,798.0,798.0,0.0,-1,8,4,302,185,641
35,0,102,166.5,926.5,760.0,0,9,166.5,420.0,253.5,0.0,6.807583648184077e-05,200.0,475.0,275.0,4,5,2,795,271,346
36,107,107,921.5,921.5,0.0,50,50,875.5,875.5,0.0,0.001940161339732462,0.001940161339732462,875.5,875.5,0.0,-1,5,16,692,78,731
37,6,6,445.0,445.0,0.0,20,20,409.0,409.0,0.0,0.00013615167296368154,0.00013615167296368154,518.5,518.5,0.0,-1,11,1,248,687,825
38,1,1,338.5,338.5,0.0,19,19,338.5,338.5,0.0,0.0,0.0,196.0,196.0,0.0,-1,19,2,11,448,737
39,100,100,863.0,863.0,0.0,100,100,647.5,647.5,0.0,0.022430988120766535,0.022703291466693896,997.0,997.0,0.0,3,17,96,39,1,658
40,26,128,764.0,954.0,190.0,14,14,612.5,612.5,0.0,0.0006126825283365669,0.0009190237925048504,753.0,806.0,53.0,4,3,10,588,413,827
41,0,0,166.0,166.0,0.0,0,0,166.0,166.0,0.0,0.0,0.0,199.0,199.0,0.0,-1,3,2,731,752,669
42,6,212,430.0,942.5,512.5,86,86,569.0,569.0,0.0,0.00010211375472276115,0.0002382654276864427,492.0,598.5,106.5,3,19,1,48,609,450
43,0,206,166.0,983.0,817.0,0,8,166.0,651.0,485.0,0.0,0.0016678579938050988,200.0,883.0,683.0,3,2,0,974,254,65
44,2,103,415.0,949.0,534.0,3,3,416.5,416.5,0.0,3.4037918240920386e-05,6.807583648184077e-05,431.5,480.5,49.0,5,2,1,851,416,464
45,0,0,166.5,166.5,0.0,0,0,166.5,166.5,0.0,0.0,0.0,203.0,203.0,0.0,-1,7,0,343,860,604
46,0,616,166.5,987.0,820.5,0,120,166.5,648.0,481.5,0.0,0.0018040096667687805,200.0,869.0,669.0,2,21,0,54,932,81
47,6,6,442.5,442.5,0.0,29,29,477.0,477.0,0.0,3.4037918240920386e-05,3.4037918240920386e-05,416.0,416.0,0.0,-1,9,2,276,419,808
48,0,616,166.5,986.0,819.5,0,123,166.5,548.0,381.5,0.0,0.000442492937131965,200.5,670.5,470.0,2,35,0,20,928,103
49,6,622,453.0,994.0,541.0,22,36,550.5,691.5,141.0,0.000442492937131965,0.0019741992579733825,686.5,881.5,195.0,2,5,1,546,869,261
50,0,102,166.5,886.0,719.5,0,15,166.5,368.0,201.5,0.0,3.4037918240920386e-05,200.5,420.0,219.5,4,11,0,139,984,791
51,527,527,988.0,988.0,0.0,260,260,993.0,993.0,0.0,0.010517716736444398,0.010517716736444398,978.0,978.0,0.0,-1,13,62,228,70,946
52,0,0,166.0,166.0,0.0,0,0,166.0,166.0,0.0,0.0,0.0,204.0,204.0,0.0,-1,2,0,847,604,732
53,73,279,933.0,991.0,58.0,28,28,943.5,943.5,0.0,0.002757071377514551,0.0030293747234419145,925.0,932.0,7.0,3,3,17,852,85,525
54,6,212,458.5,966.5,508.0,26,34,547.5,620.5,73.0,0.0002382654276864427,0.0017018959120460194,597.0,866.0,269.0,3,7,1,416,500,73
55,0,616,166.5,990.0,823.5,0,114,166.5,630.0,463.5,0.0,0.001599782157323258,198.5,866.5,668.0,2,21,0,74,960,261
56,0,102,166.5,902.5,736.0,0,11,166.5,383.5,217.0,0.0,0.00010211375472276115,197.5,495.5,298.0,4,8,0,371,673,313
57,276,276,976.0,976.0,0.0,100,100,970.5,970.5,0.0,0.007726607440688927,0.007726607440688927,973.0,973.0,0.0,-1,6,45,518,77,963
58,0,101,166.5,913.5,747.0,0,4,166.5,344.5,178.0,0.0,0.0,200.0,200.0,0.0,5,4,0,512,934,694
59,6,108,430.0,896.5,466.5,36,36,469.0,469.0,0.0,0.00017018959120460194,0.00017018959120460194,549.5,549.5,0.0,4,14,1,79,809,873
60,0,0,166.5,166.5,0.0,0,0,166.5,166.5,0.0,0.0,0.0,205.0,205.0,0.0,-1,5,0,382,954,845
61,107,209,920.0,965.0,45.0,70,70,909.0,909.0,0.0,0.0030974505599237552,0.003165526396405596,930.0,931.5,1.5,4,5,25,555,47,550
62,116,322,898.0,975.0,77.0,118,118,884.0,884.0,0.0,0.0014295925661186562,0.002314578440382586,846.0,891.0,45.0,3,11,12,233,179,59
63,0,0,166.5,166.5,0.0,0,0,166.5,166.5,0.0,0.0,0.0,207.5,207.5,0.0,-1,3,0,584,909,962
64,24,24,724.5,724.5,0.0,44,44,873.0,873.0,0.0,0.0011913271384322134,0.0011913271384322134,839.0,839.0,0.0,-1,4,5,566,306,825
65,11,217,515.5,951.0,435.5,44,44,508.0,508.0,0.0,0.0002723033459273631,0.0007147962830593281,613.0,746.0,133.0,3,12,4,143,365,194
66,0,0,166.5,166.5,0.0,0,0,166.5,166.5,0.0,0.0,0.0,204.0,204.0,0.0,-1,2,0,681,961,798
67,22,228,637.5,956.0,318.5,42,50,555.5,601.0,45.5,0.0002382654276864427,0.00088498587426393,593.5,780.0,186.5,3,10,3,205,496,226
68,22,622,614.5,991.0,376.5,68,68,549.0,549.0,0.0,0.00017018959120460194,0.0012253650566731338,549.5,824.5,275.0,2,15,2,40,579,284
69,14,115,621.0,933.5,312.5,18,18,669.0,669.0,0.0,0.000442492937131965,0.000442492937131965,692.0,692.0,0.0,5,3,4,743,336,430
70,6,622,483.5,998.0,514.5,12,50,458.5,890.0,431.5,0.00010211375472276115,0.014840532353041287,496.0,990.0,494.0,2,5,1,463,601,3
71,0,206,166.5,939.5,773.0,0,79,166.5,425.0,258.5,0.0,0.00030634126416828345,200.5,617.0,416.5,3,35,0,20,786,345
72,119,221,937.0,972.0,35.0,84,84,969.0,969.0,0.0,0.003437829742332959,0.003608019333537561,935.0,942.0,7.0,4,5,14,326,68,536
73,0,102,166.0,955.5,789.5,0,4,166.0,489.5,323.5,0.0,0.0004765308553728854,204.5,718.5,514.0,4,2,0,913,715,295
