,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,out_deg_victim,in_deg_villain,victim,villain,relayer
46,152,358,940.0,982.0,42.0,70,70,907.0,907.0,0.0,0.0026549576227917903,0.0030293747234419145,911.5,928.0,16.5,3,5,20,347,38,931
47,0,0,166.0,166.0,0.0,0,0,166.0,166.0,0.0,0.0,0.0,201.5,201.5,0.0,-1,4,0,735,848,918
48,133,133,951.0,951.0,0.0,60,60,925.0,925.0,0.0,0.0035059055788147996,0.0035059055788147996,935.0,935.0,0.0,-1,5,25,435,47,668
49,1,102,343.5,901.5,558.0,6,6,344.0,344.0,0.0,0.0,0.0,199.0,199.0,0.0,5,6,2,470,663,601
50,14,14,663.0,663.0,0.0,18,18,733.0,733.0,0.0,0.0002382654276864427,0.0002382654276864427,626.5,626.5,0.0,-1,3,4,845,557,825
51,0,616,166.0,995.0,829.0,0,50,166.0,810.5,644.5,0.0,0.003812246842983083,199.5,946.0,746.5,2,5,0,349,967,28
52,6,622,525.0,999.0,474.0,12,22,718.5,870.0,151.5,6.807583648184077e-05,0.0034037918240920387,477.5,931.0,453.5,2,2,1,986,689,83
53,0,0,166.5,166.5,0.0,0,0,166.5,166.5,0.0,0.0,0.0,205.0,205.0,0.0,-1,2,0,896,936,912
54,2,104,373.5,895.0,521.5,13,14,376.5,384.0,7.5,0.0,6.807583648184077e-05,200.5,459.0,258.5,4,9,3,306,708,220
55,7,213,583.0,984.0,401.0,14,14,676.5,676.5,0.0,0.00017018959120460194,0.0004765308553728854,567.5,719.0,151.5,3,3,3,584,441,625
56,0,102,166.0,923.0,757.0,0,12,166.0,444.5,278.5,0.0,0.0007828721195411688,203.5,783.5,580.0,4,6,0,657,943,335
57,0,0,165.5,165.5,0.0,0,0,165.5,165.5,0.0,0.0,0.0,201.5,201.5,0.0,-1,6,1,498,947,651
58,16,16,559.0,559.0,0.0,46,46,492.5,492.5,0.0,0.00010211375472276115,0.00010211375472276115,496.0,496.0,0.0,-1,13,4,165,444,728
59,0,101,166.5,909.0,742.5,0,6,166.5,340.0,173.5,0.0,0.0,202.0,202.0,0.0,5,6,0,341,587,736
60,10,10,522.0,522.0,0.0,41,41,563.0,563.0,0.0,0.00017018959120460194,0.00017018959120460194,549.0,549.0,0.0,-1,11,4,248,230,847
61,5,107,434.0,917.0,483.0,13,15,408.0,430.0,22.0,3.4037918240920386e-05,0.00017018959120460194,428.0,574.0,146.0,4,8,4,318,581,727
62,8,214,549.0,971.0,422.0,15,16,481.0,507.0,26.0,0.0002382654276864427,0.0012253650566731338,605.5,846.0,240.5,3,6,2,661,499,397
63,2,2,401.5,401.5,0.0,5,5,375.5,375.5,0.0,3.4037918240920386e-05,3.4037918240920386e-05,421.0,421.0,0.0,-1,4,2,581,615,819
64,0,102,166.0,904.0,738.0,0,5,166.0,381.5,215.5,0.0,0.00013615167296368154,199.0,525.5,326.5,4,3,0,731,848,634
65,40,40,782.5,782.5,0.0,44,44,714.0,714.0,0.0,0.0005105687736138058,0.0005105687736138058,714.0,714.0,0.0,-1,7,7,141,389,426
66,0,206,166.0,972.0,806.0,0,16,166.0,587.5,421.5,0.0,0.0022465026039007454,198.5,891.5,693.0,3,4,1,635,706,8
67,9,215,571.0,970.0,399.0,10,14,511.0,600.0,89.0,0.0002382654276864427,0.0008509479560230097,595.0,792.5,197.5,3,3,5,839,710,471
68,17,17,526.0,526.0,0.0,93,93,444.5,444.5,0.0,3.4037918240920386e-05,3.4037918240920386e-05,407.5,407.5,0.0,-1,33,5,9,225,985
69,16,222,578.5,955.0,376.5,68,68,611.0,611.0,0.0,0.00013615167296368154,0.0004084550188910446,533.0,679.0,146.0,3,13,1,97,370,809
70,122,223,942.0,974.0,32.0,56,56,864.5,864.5,0.0,0.002144388849177984,0.0021784267674189047,895.5,897.5,2.0,5,6,18,657,141,964
71,0,206,166.5,961.0,794.5,0,18,166.5,470.5,304.0,0.0,0.0006467204465774873,204.5,740.0,535.5,3,7,3,364,882,189
72,9,110,587.0,939.0,352.0,10,10,544.5,544.5,0.0,0.0002723033459273631,0.00030634126416828345,627.0,648.0,21.0,5,3,3,748,353,298
73,0,0,166.5,166.5,0.0,0,0,166.5,166.5,0.0,0.0,0.0,204.0,204.0,0.0,-1,7,0,374,817,821
74,6,108,501.0,936.5,435.5,8,8,542.5,542.5,0.0,3.4037918240920386e-05,0.00013615167296368154,431.0,539.5,108.5,4,2,2,931,492,452
75,101,202,866.0,936.0,70.0,164,164,790.5,790.5,0.0,0.0009870996289866913,0.0009870996289866913,795.0,795.0,0.0,5,19,14,19,175,621
76,60,161,860.5,957.0,96.5,40,40,818.5,818.5,0.0,0.0009190237925048504,0.0009190237925048504,797.0,797.0,0.0,5,5,10,456,405,563
77,0,1640,166.5,1000.0,833.5,0,53,166.5,579.0,412.5,0.0,0.009360427516253106,199.0,976.0,777.0,1,11,0,167,817,164
78,6,212,500.5,976.0,475.5,16,16,587.5,587.5,0.0,0.00017018959120460194,0.00037441710065012424,561.5,663.0,101.5,3,4,3,648,260,132
79,18,119,667.0,930.0,263.0,28,28,672.0,672.0,0.0,0.0002382654276864427,0.0002382654276864427,615.0,615.0,0.0,5,5,2,464,22,694
80,2,2,429.0,429.0,0.0,4,4,490.0,490.0,0.0,6.807583648184077e-05,6.807583648184077e-05,487.5,487.5,0.0,-1,2,1,913,609,349
81,15,117,641.5,936.0,294.5,13,13,501.0,501.0,0.0,0.00034037918240920387,0.00037441710065012424,675.5,687.5,12.0,4,5,5,744,487,259
82,0,206,166.5,939.0,772.5,0,62,166.5,515.0,348.5,0.0,0.0012934408931549745,197.5,831.0,633.5,3,17,0,80,604,227
83,38,140,774.0,931.0,157.0,82,82,891.0,891.0,0.0,0.0016338200755641784,0.001940161339732462,854.0,878.0,24.0,4,7,5,637,393,391
84,16,222,551.5,946.5,395.0,67,72,541.0,564.5,23.5,0.00017018959120460194,0.00037441710065012424,546.5,655.5,109.0,3,17,4,210,512,827
85,6,6,452.0,452.0,0.0,20,20,485.0,485.0,0.0,0.00017018959120460194,0.00017018959120460194,557.0,557.0,0.0,-1,6,1,560,481,948
86,39,39,830.5,830.5,0.0,22,22,839.5,839.5,0.0,0.0007147962830593281,0.0007147962830593281,770.0,770.0,0.0,-1,2,6,429,107,775
87,16,118,545.0,888.0,343.0,38,39,431.5,438.0,6.5,0.00013615167296368154,0.00017018959120460194,515.5,544.5,29.0,4,16,1,134,788,526
88,4,4,441.5,441.5,0.0,8,8,423.5,423.5,0.0,6.807583648184077e-05,6.807583648184077e-05,465.5,465.5,0.0,-1,5,2,727,430,780
89,0,0,166.0,166.0,0.0,0,0,166.0,166.0,0.0,0.0,0.0,197.0,197.0,0.0,-1,4,0,660,946,632
90,32,32,663.5,663.5,0.0,132,132,719.0,719.0,0.0,0.0005786446100956465,0.0005786446100956465,722.0,722.0,0.0,-1,19,2,31,475,330
91,22,124,754.0,949.0,195.0,12,12,708.5,708.5,0.0,0.0005105687736138058,0.0006126825283365669,725.0,747.5,22.5,4,2,9,894,154,347
92,0,0,166.5,166.5,0.0,0,0,166.5,166.5,0.0,0.0,0.0,201.5,201.5,0.0,-1,8,0,334,455,819
93,0,102,166.5,908.5,742.0,0,9,166.5,421.5,255.0,0.0,0.00037441710065012424,200.0,669.0,469.0,4,5,0,412,937,173
94,2,208,371.5,952.5,581.0,17,40,390.5,546.0,155.5,3.4037918240920386e-05,0.0007147962830593281,422.0,748.5,326.5,3,10,1,204,879,642
95,100,100,875.0,875.0,0.0,100,100,774.5,774.5,0.0,0.020831205963443275,0.020831205963443275,997.0,997.0,0.0,-1,13,49,160,31,624
96,48,150,829.5,951.5,122.0,50,50,855.5,855.5,0.0,0.0013274788113958951,0.0014636304843595766,847.0,853.5,6.5,4,5,8,363,250,496
97,8,214,636.0,989.0,353.0,7,12,615.0,855.0,240.0,0.0014636304843595766,0.002723033459273631,863.0,926.5,63.5,3,2,4,933,398,54
98,33,134,783.0,945.5,162.5,26,26,655.5,655.5,0.0,0.0009190237925048504,0.0009530617107457708,802.0,808.5,6.5,5,5,10,688,413,466
99,22,228,670.0,966.0,296.0,48,48,675.0,675.0,0.0,0.0002723033459273631,0.0005786446100956465,614.5,727.5,113.0,3,7,2,321,584,253
100,8,8,552.5,552.5,0.0,18,18,677.5,677.5,0.0,3.4037918240920386e-05,3.4037918240920386e-05,436.0,436.0,0.0,-1,3,3,869,300,845
101,34,240,758.0,972.5,214.5,66,66,864.0,864.0,0.0,0.0006467204465774873,0.0009530617107457708,738.5,791.0,52.5,3,8,3,442,616,329
102,28,129,671.0,907.0,236.0,88,88,757.5,757.5,0.0,0.000442492937131965,0.0004765308553728854,691.5,702.0,10.5,5,12,4,184,407,656
103,0,206,166.5,952.5,786.0,0,21,166.5,393.5,227.0,0.0,0.0002382654276864427,197.0,594.5,397.5,3,12,1,212,660,380
104,6,6,462.5,462.5,0.0,12,12,421.0,421.0,0.0,0.0,0.0,207.0,207.0,0.0,-1,6,1,446,781,975
105,18,18,634.0,634.0,0.0,48,48,650.0,650.0,0.0,0.00010211375472276115,0.00010211375472276115,497.5,497.5,0.0,-1,9,2,166,770,706
106,0,0,166.0,166.0,0.0,0,0,166.0,166.0,0.0,0.0,0.0,204.5,204.5,0.0,-1,2,0,723,976,522
107,6,108,479.5,929.5,450.0,9,11,450.5,477.0,26.5,3.4037918240920386e-05,0.0005446066918547262,425.0,722.5,297.5,4,4,1,511,717,267
108,4,106,441.5,926.5,485.0,10,10,447.0,447.0,0.0,0.00013615167296368154,0.000442492937131965,531.0,681.5,150.5,4,5,2,765,425,312
109,14,14,591.0,591.0,0.0,20,20,497.0,497.0,0.0,0.0002723033459273631,0.0002723033459273631,616.5,616.5,0.0,-1,6,3,352,369,902
110,12,628,494.5,990.0,495.5,38,86,420.5,598.5,178.0,6.807583648184077e-05,0.0022465026039007454,457.0,898.0,441.0,2,18,2,86,547,35
111,311,311,973.0,973.0,0.0,284,284,981.0,981.0,0.0,0.005820484019197386,0.005820484019197386,962.0,962.0,0.0,-1,16,27,26,88,766
112,6,212,435.5,952.0,516.5,64,84,542.0,623.5,81.5,0.0002042275094455223,0.0011232513019503727,575.0,811.5,236.5,3,18,2,29,785,219
113,16,632,526.0,990.0,464.0,109,130,644.0,712.0,68.0,0.000442492937131965,0.0034037918240920387,696.0,932.0,236.0,2,19,2,31,670,50
114,102,204,887.0,949.0,62.0,112,112,930.0,930.0,0.0,0.0014295925661186562,0.0014636304843595766,855.0,858.5,3.5,4,8,12,483,172,526
115,0,0,166.0,166.0,0.0,0,0,166.0,166.0,0.0,0.0,0.0,204.0,204.0,0.0,-1,2,0,817,754,999
116,21,123,664.5,925.0,260.5,26,26,597.5,597.5,0.0,0.0002042275094455223,0.0002723033459273631,581.0,625.0,44.0,4,5,5,408,528,300
117,0,206,166.5,954.0,787.5,0,28,166.5,464.5,298.0,0.0,0.0005446066918547262,200.5,713.5,513.0,3,10,0,99,880,192
118,4,105,461.0,942.0,481.0,5,5,434.5,434.5,0.0,0.00013615167296368154,0.0002042275094455223,530.5,588.0,57.5,5,3,2,785,524,93
119,16,118,707.5,958.5,251.0,8,8,631.5,631.5,0.0,0.000442492937131965,0.0005446066918547262,706.0,735.5,29.5,4,2,9,806,29,891
120,119,119,961.5,961.5,0.0,38,38,933.0,933.0,0.0,0.0038462847612240037,0.0038462847612240037,944.5,944.5,0.0,-1,3,27,798,88,205
121,0,0,165.0,165.0,0.0,0,0,165.0,165.0,0.0,0.0,0.0,198.5,198.5,0.0,-1,9,3,276,854,358
122,74,175,830.5,937.0,106.5,106,106,833.5,833.5,0.0,0.0013274788113958951,0.0013274788113958951,830.0,830.0,0.0,5,11,11,163,118,736
123,12,218,607.5,972.0,364.5,22,22,625.5,625.5,0.0,0.00034037918240920387,0.001157289220191293,656.0,820.5,164.5,3,5,3,612,209,630
124,0,0,166.5,166.5,0.0,0,0,166.5,166.5,0.0,0.0,0.0,203.5,203.5,0.0,-1,7,0,299,856,766
125,6,212,426.5,945.0,518.5,23,51,377.5,478.0,100.5,3.4037918240920386e-05,0.0007828721195411688,420.5,761.5,341.0,3,16,1,151,736,143
126,0,0,166.5,166.5,0.0,0,0,166.5,166.5,0.0,0.0,0.0,203.5,203.5,0.0,-1,8,0,357,673,372
127,10,112,635.0,955.5,320.5,18,18,785.5,785.5,0.0,0.0008509479560230097,0.0009870996289866913,795.0,817.0,22.0,4,3,5,608,355,310
128,8,214,516.5,961.0,444.5,56,56,647.0,647.0,0.0,0.0,0.00037441710065012424,199.0,672.0,473.0,3,10,3,293,508,115
129,78,284,902.0,982.5,80.5,48,48,951.0,951.0,0.0,0.002280540522141666,0.0027911092957554717,905.5,920.5,15.0,3,3,27,615,304,198
130,2,103,439.5,968.0,528.5,4,4,540.0,540.0,0.0,0.0002042275094455223,0.0002042275094455223,597.5,597.5,0.0,7,2,1,866,810,140
131,2,208,397.0,971.0,574.0,8,12,442.0,504.5,62.5,0.00010211375472276115,0.0002723033459273631,499.5,615.5,116.0,3,4,1,424,334,785
132,8,110,555.0,937.5,382.5,8,8,466.0,466.0,0.0,0.0002723033459273631,0.000442492937131965,639.0,697.5,58.5,4,4,4,573,365,368
133,10,216,584.0,973.5,389.5,14,18,586.5,677.0,90.5,6.807583648184077e-05,0.0005786446100956465,471.5,733.5,262.0,3,3,3,869,347,507
134,133,749,901.5,996.5,95.0,166,166,934.5,934.5,0.0,0.002552843868069029,0.004118588107151367,911.0,941.0,30.0,2,12,15,52,151,71
135,28,130,813.5,959.0,145.5,12,12,731.5,731.5,0.0,0.0006126825283365669,0.0008509479560230097,740.5,792.5,52.0,4,2,12,874,159,407
136,165,267,956.0,978.0,22.0,60,60,893.0,893.0,0.0,0.0042547397801150485,0.0046972327172470135,950.0,954.0,4.0,4,5,31,773,76,386
137,1,102,359.5,958.0,598.5,2,2,362.0,362.0,0.0,0.0,0.00010211375472276115,203.5,501.5,298.0,5,2,1,985,503,797
138,0,206,166.5,957.0,790.5,0,30,166.5,524.5,358.0,0.0,0.0005446066918547262,199.0,725.0,526.0,3,9,0,315,766,234
139,14,14,595.5,595.5,0.0,30,30,664.0,664.0,0.0,0.0002723033459273631,0.0002723033459273631,627.0,627.0,0.0,-1,5,4,392,501,856
140,0,206,166.5,943.0,776.5,0,50,166.5,481.0,314.5,0.0,0.0004765308553728854,198.5,688.0,489.5,3,17,3,210,882,221
141,0,101,166.5,909.0,742.5,0,5,166.5,346.0,179.5,0.0,0.0,205.0,205.0,0.0,7,5,0,382,457,582
142,0,0,166.5,166.5,0.0,0,0,166.5,166.5,0.0,0.0,0.0,200.5,200.5,0.0,-1,9,0,164,205,906
143,6,212,445.5,956.5,511.0,21,50,411.0,579.0,168.0,3.4037918240920386e-05,0.0011913271384322134,432.0,824.5,392.5,3,11,1,224,337,58
144,39,141,707.5,903.0,195.5,146,146,835.5,835.5,0.0,0.0008509479560230097,0.0009530617107457708,781.0,795.5,14.5,4,15,4,0,125,499
145,8,8,547.0,547.0,0.0,18,18,664.0,664.0,0.0,6.807583648184077e-05,6.807583648184077e-05,466.5,466.5,0.0,-1,3,2,484,634,730
146,41,41,790.0,790.0,0.0,46,46,741.5,741.5,0.0,0.0007488342013002485,0.0007488342013002485,766.0,766.0,0.0,-1,6,10,630,296,864
147,6,6,510.5,510.5,0.0,8,8,586.0,586.0,0.0,0.00013615167296368154,0.00013615167296368154,528.0,528.0,0.0,-1,2,1,739,527,726
148,12,114,597.5,927.0,329.5,26,26,640.0,640.0,0.0,0.00030634126416828345,0.0008509479560230097,657.5,795.5,138.0,4,5,4,616,270,166
149,0,206,166.5,970.0,803.5,0,14,166.5,483.0,316.5,0.0,0.00030634126416828345,205.0,639.0,434.0,3,5,1,724,641,149
150,43,43,819.5,819.5,0.0,29,29,743.0,743.0,0.0,0.0007488342013002485,0.0007488342013002485,776.0,776.0,0.0,-1,4,10,544,366,965
151,220,322,969.0,979.0,10.0,60,60,913.0,913.0,0.0,0.004152626025392287,0.004220701861874128,948.0,948.5,0.5,4,5,48,284,56,646
152,190,190,961.5,961.5,0.0,116,116,976.5,976.5,0.0,0.006331052792811192,0.006331052792811192,971.5,971.5,0.0,-1,7,31,359,35,733
153,16,16,679.0,679.0,0.0,40,40,829.0,829.0,0.0,0.0002382654276864427,0.0002382654276864427,600.5,600.5,0.0,-1,5,1,602,553,423
154,1,617,341.5,992.0,650.5,15,84,341.5,618.0,276.5,0.0,0.002825147213996392,203.0,916.0,713.0,2,15,1,0,640,56
155,0,206,166.0,974.0,808.0,0,8,166.0,469.5,303.5,0.0,0.00013615167296368154,202.0,530.0,328.0,3,3,3,651,882,496
156,6,622,505.0,998.0,493.0,7,21,427.0,714.5,287.5,0.00013615167296368154,0.0015657442390823377,528.5,863.0,334.5,2,4,3,581,353,237
157,6,6,484.0,484.0,0.0,10,10,445.5,445.5,0.0,6.807583648184077e-05,6.807583648184077e-05,461.0,461.0,0.0,-1,5,3,452,596,643
158,6,6,595.0,595.0,0.0,8,8,712.5,712.5,0.0,0.0002382654276864427,0.0002382654276864427,621.0,621.0,0.0,-1,2,1,936,727,629
159,6,212,439.0,953.0,514.0,27,32,448.5,489.5,41.0,3.4037918240920386e-05,0.00030634126416828345,420.5,631.5,211.0,3,10,2,206,419,404
160,0,0,166.0,166.0,0.0,0,0,166.0,166.0,0.0,0.0,0.0,202.0,202.0,0.0,-1,4,0,706,358,740
161,0,206,166.5,967.0,800.5,0,22,166.5,617.5,451.0,0.0,0.0015657442390823377,203.5,859.5,656.0,3,5,0,519,205,158
162,0,102,166.5,915.0,748.5,0,7,166.5,380.0,213.5,0.0,3.4037918240920386e-05,203.0,425.5,222.5,4,5,0,692,845,220
163,6,212,436.0,951.0,515.0,21,27,414.0,452.5,38.5,3.4037918240920386e-05,0.00030634126416828345,424.0,637.0,213.0,3,10,2,128,679,332
164,0,0,165.5,165.5,0.0,0,0,165.5,165.5,0.0,0.0,0.0,202.5,202.5,0.0,-1,3,0,911,831,750
165,161,367,936.5,982.0,45.5,130,130,906.5,906.5,0.0,0.0018380475850097008,0.0023486163586235067,878.5,903.5,25.0,3,10,20,114,71,224
166,6,108,491.0,932.5,441.5,16,16,597.0,597.0,0.0,0.00034037918240920387,0.0005786446100956465,652.5,738.5,86.0,4,4,1,563,741,328
167,0,102,166.5,887.0,720.5,0,17,166.5,375.0,208.5,0.0,0.00010211375472276115,197.0,493.0,296.0,4,12,2,212,633,527
168,11,11,650.0,650.0,0.0,10,10,589.5,589.5,0.0,0.00010211375472276115,0.00010211375472276115,511.0,511.0,0.0,-1,3,5,840,241,947
169,9,111,558.5,921.5,363.0,10,10,484.5,484.5,0.0,6.807583648184077e-05,0.00010211375472276115,468.5,496.5,28.0,4,3,3,613,580,244
170,143,349,919.0,978.0,59.0,142,142,917.0,917.0,0.0,0.002314578440382586,0.002586881786309949,897.0,908.5,11.5,3,12,19,183,72,173
171,0,101,166.5,923.0,756.5,0,4,166.5,349.5,183.0,0.0,0.00010211375472276115,202.5,503.0,300.5,5,4,0,543,564,279
172,8,110,537.0,933.5,396.5,12,12,489.5,489.5,0.0,0.00010211375472276115,0.00010211375472276115,510.0,510.0,0.0,4,4,3,566,300,781
173,24,125,785.0,953.0,168.0,22,22,870.5,870.5,0.0,0.0002723033459273631,0.0002723033459273631,637.5,637.5,0.0,5,2,4,776,545,563
174,0,0,166.5,166.5,0.0,0,0,166.5,166.5,0.0,0.0,0.0,198.0,198.0,0.0,-1,10,0,105,941,358
175,1,617,342.5,991.0,648.5,13,56,343.0,548.0,205.0,0.0,0.001055175465468532,206.0,808.0,602.0,2,13,2,67,448,207
176,0,206,165.5,967.0,801.5,0,13,165.5,465.0,299.5,0.0,0.00037441710065012424,195.5,667.5,472.0,3,5,0,604,977,194
177,16,117,660.0,937.5,277.5,8,8,609.5,609.5,0.0,0.00030634126416828345,0.00030634126416828345,649.5,649.5,0.0,5,2,4,932,557,590
178,0,0,165.5,165.5,0.0,0,0,165.5,165.5,0.0,0.0,0.0,209.5,209.5,0.0,-1,2,0,956,515,952
