,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,78,694,833,992,159,110,110,755,755,0,0.0007147962830593281,0.0019741992579733825,758,880,122,2,3,3,14,9,198,294,386
1,1,1,333,333,0,9,9,333,333,0,3.4037918240920386e-05,3.4037918240920386e-05,403,403,0,-1,6,6,9,1,191,893,833
2,8,214,536,971,435,17,26,517,636,119,3.4037918240920386e-05,0.0029612988869600733,396,924,528,3,4,4,5,2,644,499,31
3,33,135,677,898,221,72,72,554,554,0,0.0002723033459273631,0.00034037918240920387,596,633,37,4,3,3,17,6,80,229,347
4,10,10,508,508,0,44,44,565,565,0,0.00010211375472276115,0.00010211375472276115,478,478,0,-1,4,4,10,4,254,617,981
5,2,208,356,963,607,13,17,400,438,38,3.4037918240920386e-05,0.0002382654276864427,408,597,189,3,5,4,7,1,510,639,282
6,0,206,1,958,957,0,29,1,460,459,0.0,0.0004084550188910446,1,680,679,3,-1,4,11,0,176,588,376
7,9,111,496,893,397,58,58,600,600,0,3.4037918240920386e-05,0.00010211375472276115,398,480,82,4,4,4,11,3,167,508,761
8,0,206,1,976,975,0,12,1,582,581,0.0,0.006705469893461316,1,973,972,3,-1,4,2,1,689,554,30
9,4,620,408,996,588,10,30,366,512,146,6.807583648184077e-05,0.00088498587426393,451,783,332,2,5,3,8,2,231,694,160
10,0,102,1,908,907,0,8,1,371,370,0.0,0.00013615167296368154,1,514,513,4,-1,5,6,0,518,831,332
11,2,208,356,965,609,8,14,387,469,82,0.0,0.000442492937131965,1,696,695,3,5,4,5,1,773,265,221
12,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,14,0,154,894,876
13,0,101,1,947,946,0,2,1,330,329,0.0,3.4037918240920386e-05,1,407,406,5,-1,6,2,0,999,950,598
14,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,9,0,178,866,942
15,8,109,558,943,385,10,10,500,500,0,6.807583648184077e-05,6.807583648184077e-05,450,450,0,5,4,4,3,3,568,361,694
16,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,9,1,245,814,657
17,0,102,1,944,943,0,3,1,369,368,0.0,0.00030634126416828345,1,648,647,4,-1,5,2,0,947,975,240
18,21,122,723,946,223,12,12,604,604,0,0.0002723033459273631,0.00034037918240920387,627,652,25,5,4,4,2,10,589,272,534
19,0,102,1,883,882,0,10,1,350,349,0.0,3.4037918240920386e-05,1,401,400,4,-1,5,9,0,100,969,631
20,0,206,1,980,979,0,7,1,527,526,0.0,0.0005446066918547262,1,730,729,3,-1,4,2,0,806,864,336
21,1,617,333,996,663,5,28,333,660,327,0.0,0.0034718676605738795,1,933,932,2,7,3,5,1,534,703,153
22,1,103,333,888,555,12,13,333,353,20,0.0,0.0,1,1,0,4,6,5,12,1,58,540,679
23,20,20,716,716,0,50,50,856,856,0,0.0004084550188910446,0.0004084550188910446,677,677,0,-1,3,3,5,3,602,222,675
24,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,8,1,411,747,753
25,8,110,514,915,401,24,24,636,636,0,0.0005786446100956465,0.0007488342013002485,733,770,37,4,4,4,4,3,759,209,199
26,65,65,895,895,0,12,12,635,635,0,0.0018380475850097008,0.0018380475850097008,889,889,0,-1,4,4,2,17,723,45,774
27,1,103,333,875,542,15,25,333,389,56,0.0,3.4037918240920386e-05,1,405,404,4,6,5,15,1,0,671,720
28,12,12,527,527,0,22,22,469,469,0,0.00010211375472276115,0.00010211375472276115,485,485,0,-1,4,4,7,2,447,491,433
29,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,4,0,891,916,429
30,0,101,1,958,957,0,2,1,331,330,0.0,6.807583648184077e-05,1,455,454,5,-1,6,2,0,963,939,260
31,25,231,675,959,284,32,32,524,524,0,0.0002723033459273631,0.00034037918240920387,606,640,34,3,4,4,8,7,317,188,958
32,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,10,0,125,672,779
33,0,616,1,999,998,0,20,1,787,786,0.0,0.002144388849177984,1,897,896,2,-1,3,3,0,871,754,318
34,99,201,895,962,67,62,62,797,797,0,0.0018380475850097008,0.0018380475850097008,884,884,0,4,3,3,7,19,324,72,719
35,22,638,649,995,346,32,50,557,685,128,0.00013615167296368154,0.0017018959120460194,529,865,336,2,3,3,7,3,179,290,137
36,0,206,1,951,950,0,34,1,503,502,0.0,0.0015657442390823377,1,860,859,3,-1,4,9,0,123,488,153
37,1,102,333,966,633,3,3,333,333,0,0.0,0.0,1,1,0,5,6,6,3,2,853,374,743
38,184,184,924,924,0,282,282,940,940,0,0.002280540522141666,0.002280540522141666,887,887,0,-1,2,2,19,17,14,45,716
39,80,182,856,949,93,90,90,818,818,0,0.0009870996289866913,0.0010211375472276116,803,807,4,4,3,3,10,12,211,179,523
40,0,102,1,879,878,0,16,1,381,380,0.0,6.807583648184077e-05,1,437,436,4,-1,5,10,0,298,745,544
41,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,9,0,315,798,998
42,6,6,503,503,0,8,8,555,555,0,6.807583648184077e-05,6.807583648184077e-05,465,465,0,-1,4,4,2,1,806,555,515
43,2,208,356,965,609,7,13,373,452,79,6.807583648184077e-05,0.0006126825283365669,454,744,290,3,5,4,5,1,773,540,351
44,8,8,565,565,0,8,8,517,517,0,0.00013615167296368154,0.00013615167296368154,529,529,0,-1,4,4,2,3,771,496,747
45,0,101,1,902,901,0,8,1,330,329,0.0,3.4037918240920386e-05,1,394,393,5,-1,6,8,0,371,898,374
46,18,18,707,707,0,16,16,588,588,0,0.000442492937131965,0.000442492937131965,696,696,0,-1,4,4,4,7,679,303,847
47,62,62,880,880,0,22,22,816,816,0,0.0016338200755641784,0.0016338200755641784,868,868,0,-1,3,3,2,19,739,91,884
48,14,630,510,990,480,71,102,522,650,128,0.0002042275094455223,0.0016678579938050988,566,860,294,2,4,3,18,3,64,677,193
49,2,2,404,404,0,4,4,479,479,0,3.4037918240920386e-05,3.4037918240920386e-05,408,408,0,-1,5,5,2,2,987,714,993
50,0,206,1,960,959,0,12,1,434,433,0.0,0.0004765308553728854,1,706,705,3,-1,4,5,2,408,462,241
51,0,206,1,946,945,0,31,1,451,450,0.0,0.0002723033459273631,1,620,619,3,-1,4,12,1,222,583,162
