,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,0,206,1,946,945,0,70,1,548,547,0.0,0.0018720855032506212,1,884,883,3,-1,4,15,0,51,798,41
1,11,217,564,965,401,14,26,457,598,141,0.00010211375472276115,0.006262976956329351,484,972,488,3,4,4,5,4,701,164,1
2,0,101,1,912,911,0,5,1,332,331,0.0,0.0,1,1,0,6,-1,7,5,0,487,991,763
3,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,14,0,130,975,856
4,52,258,784,960,176,98,102,742,775,33,0.0012253650566731338,0.0015657442390823377,825,853,28,3,2,2,12,3,252,507,249
5,6,6,433,433,0,22,22,551,551,0,3.4037918240920386e-05,3.4037918240920386e-05,401,401,0,-1,4,4,5,1,701,609,874
6,17,17,650,650,0,16,16,475,475,0,0.00013615167296368154,0.00013615167296368154,523,523,0,-1,4,4,6,7,582,188,726
7,0,206,1,944,943,0,37,1,462,461,0.0,0.0002382654276864427,1,568,567,3,-1,4,14,0,108,900,628
8,68,684,805,994,189,138,148,781,808,27,0.0010892133837094523,0.0015657442390823377,802,854,52,2,2,2,17,5,73,178,525
9,64,64,809,809,0,110,110,800,800,0,0.0007488342013002485,0.0007488342013002485,750,750,0,-1,2,2,12,6,87,107,685
10,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,6,0,446,808,903
11,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1,1,0,-1,-1,-1,5,0,294,957,783
12,23,229,722,976,254,36,36,782,782,0,0.0002723033459273631,0.0013615167296368155,614,853,239,3,3,3,5,4,574,220,146
13,0,206,1,942,941,0,43,1,417,416,0.0,0.0002382654276864427,1,584,583,3,-1,4,20,0,70,858,101
