,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,out_deg_victim,in_deg_villain,victim,villain,relayer
0,102,204,935.0,977.0,42.0,48,48,961.0,961.0,0.0,0.0029612988869600733,0.0030974505599237552,921.0,923.0,2.0,4,3,23,716,122,300
1,0,0,166.5,166.5,0.0,0,0,166.5,166.5,0.0,0.0,0.0,198.0,198.0,0.0,-1,16,0,132,725,863
2,0,206,166.5,956.0,789.5,0,26,166.5,437.0,270.5,0.0,0.0006126825283365669,198.5,731.5,533.0,3,11,1,188,779,591
3,8,8,552.0,552.0,0.0,10,10,507.5,507.5,0.0,6.807583648184077e-05,6.807583648184077e-05,472.0,472.0,0.0,-1,3,2,626,244,846
4,0,206,166.0,967.0,801.0,0,9,166.0,437.5,271.5,0.0,0.00010211375472276115,199.0,494.0,295.0,3,4,0,887,912,260
5,0,0,166.0,166.0,0.0,0,0,166.0,166.0,0.0,0.0,0.0,201.5,201.5,0.0,-1,4,0,513,698,832
6,0,102,166.5,908.5,742.0,0,7,166.5,366.0,199.5,0.0,6.807583648184077e-05,203.0,472.5,269.5,4,6,1,267,920,251
7,186,802,951.0,997.0,46.0,98,98,905.5,905.5,0.0,0.002723033459273631,0.004731270635487933,917.0,953.5,36.5,2,8,33,260,15,61
8,8,8,532.5,532.5,0.0,18,18,531.0,531.0,0.0,3.4037918240920386e-05,3.4037918240920386e-05,422.5,422.5,0.0,-1,5,2,701,599,548
9,23,229,685.5,968.0,282.5,32,36,550.5,588.0,37.5,0.00034037918240920387,0.0007828721195411688,656.0,767.5,111.5,3,8,9,137,317,827
10,114,215,940.0,979.0,39.0,74,74,985.5,985.5,0.0,0.005037611899656217,0.005037611899656217,957.5,957.5,0.0,5,4,23,827,122,885
11,0,0,166.5,166.5,0.0,0,0,166.5,166.5,0.0,0.0,0.0,204.5,204.5,0.0,-1,4,0,453,769,498
12,2,103,415.0,945.0,530.0,4,4,477.5,477.5,0.0,0.0002723033459273631,0.0002723033459273631,635.0,635.0,0.0,6,2,1,548,869,484
13,22,124,645.5,915.0,269.5,80,80,801.5,801.5,0.0,0.000442492937131965,0.000442492937131965,679.5,679.5,0.0,4,10,3,437,610,416
14,0,206,166.5,945.0,778.5,0,47,166.5,458.0,291.5,0.0,0.000442492937131965,199.0,685.0,486.0,3,18,0,34,644,470
15,2,2,407.5,407.5,0.0,3,3,406.0,406.0,0.0,0.0,0.0,202.0,202.0,0.0,-1,2,1,906,639,796
16,12,628,615.0,998.0,383.0,16,40,588.0,862.5,274.5,0.00013615167296368154,0.005684332346233704,530.5,963.0,432.5,2,4,5,635,350,17
17,0,0,166.5,166.5,0.0,0,0,166.5,166.5,0.0,0.0,0.0,203.5,203.5,0.0,-1,7,0,216,868,699
18,8,110,556.5,928.0,371.5,12,12,470.5,470.5,0.0,3.4037918240920386e-05,6.807583648184077e-05,426.5,470.0,43.5,4,5,2,291,430,313
19,46,46,771.5,771.5,0.0,108,108,866.5,866.5,0.0,0.0014295925661186562,0.0014295925661186562,840.5,840.5,0.0,-1,9,3,101,610,686
20,363,464,995.0,998.0,3.0,32,32,960.5,960.5,0.0,0.013479015623404473,0.013547091459886314,993.0,993.0,0.0,5,2,98,942,23,398
21,167,373,927.5,981.0,53.5,154,154,889.0,889.0,0.0,0.0022465026039007454,0.002552843868069029,891.0,902.0,11.0,3,14,24,172,129,287
22,148,764,938.5,997.0,58.5,114,124,942.0,962.5,20.5,0.0029612988869600733,0.00878178290615746,920.0,974.0,54.0,2,9,19,278,133,28
23,0,206,166.5,937.5,771.0,0,43,166.5,409.0,242.5,0.0,0.00037441710065012424,200.0,657.0,457.0,3,21,0,54,914,494
24,93,195,914.5,970.0,55.5,64,64,953.0,953.0,0.0,0.004799346471969774,0.0048674223084516155,958.0,958.0,0.0,4,5,15,843,206,485
25,2,104,437.0,967.0,530.0,4,4,529.0,529.0,0.0,3.4037918240920386e-05,0.0005446066918547262,427.5,732.0,304.5,4,2,3,807,484,186
26,0,0,166.0,166.0,0.0,0,0,166.0,166.0,0.0,0.0,0.0,199.5,199.5,0.0,-1,2,0,828,965,900
27,33,33,840.0,840.0,0.0,12,12,774.0,774.0,0.0,0.00088498587426393,0.00088498587426393,804.5,804.5,0.0,-1,2,12,982,172,845
28,6,6,463.5,463.5,0.0,20,20,441.5,441.5,0.0,0.0,0.0,206.5,206.5,0.0,-1,9,1,119,552,867
29,0,206,166.5,958.0,791.5,0,32,166.5,587.5,421.0,0.0,0.0013274788113958951,204.0,838.5,634.5,3,6,0,378,515,65
30,33,134,832.5,968.0,135.5,22,22,880.0,880.0,0.0,0.0013615167296368155,0.001497668402600497,852.0,862.0,10.0,5,2,7,625,399,381
31,1,103,346.0,920.0,574.0,2,3,346.0,371.5,25.5,0.0,0.00010211375472276115,194.0,489.0,295.0,4,2,1,893,763,770
32,14,220,592.0,967.0,375.0,20,20,503.0,503.0,0.0,0.00017018959120460194,0.0006126825283365669,557.5,739.5,182.0,3,6,4,369,443,90
33,41,657,751.0,993.0,242.0,74,74,688.5,688.5,0.0,0.0006126825283365669,0.001497668402600497,732.0,847.5,115.5,2,12,9,194,212,160
34,2,2,375.5,375.5,0.0,9,9,359.0,359.0,0.0,0.0,0.0,199.5,199.5,0.0,-1,8,1,282,603,695
35,357,563,982.0,995.0,13.0,136,136,989.5,989.5,0.0,0.008951972497362062,0.010994247591817285,979.0,982.0,3.0,3,7,62,305,70,297
