,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,178,794,952,998,46,64,64,926,926,0,0.004663194799006093,0.007318152421797883,955,973,18,2,3,3,4,31,516,126,26
1,100,100,943,943,0,100,100,997,997,0,0.04966132271350284,0.04966132271350284,999,999,0,4,1,1,3,1,796,738,270
2,6,6,422,422,0,28,28,489,489,0,6.807583648184077e-05,6.807583648184077e-05,453,453,0,-1,4,4,8,1,225,416,818
3,2,208,357,968,611,7,11,387,421,34,3.4037918240920386e-05,0.00013615167296368154,394,521,127,3,5,4,4,3,509,755,655
4,8,8,470,470,0,54,54,523,523,0,0.00017018959120460194,0.00017018959120460194,529,529,0,-1,4,4,13,2,115,22,984
5,16,118,565,903,338,64,64,753,753,0,0.000442492937131965,0.0004765308553728854,687,699,12,4,3,3,8,1,218,404,287
6,6,212,400,954,554,40,48,496,538,42,0.00010211375472276115,0.0007147962830593281,473,751,278,3,4,4,12,1,58,152,616
7,13,115,660,946,286,12,12,631,631,0,0.0002042275094455223,0.0005105687736138058,587,727,140,4,4,4,2,3,776,653,303
8,17,17,669,669,0,32,32,764,764,0,0.00034037918240920387,0.00034037918240920387,647,647,0,-1,3,3,5,2,663,566,513
9,0,206,1,947,946,0,36,1,431,430,0.0,0.0004765308553728854,1,690,689,3,-1,4,15,0,45,983,333
10,2,2,359,359,0,9,9,371,371,0,0.0,0.0,1,1,0,-1,5,5,7,1,698,687,388
11,52,258,805,971,166,90,90,833,833,0,0.0011913271384322134,0.002484768031587188,828,903,75,3,3,3,10,6,241,397,58
12,297,297,977,977,0,108,108,930,930,0,0.004595118962524252,0.004595118962524252,952,952,0,-1,3,3,8,57,301,50,983
13,38,38,669,669,0,120,120,719,719,0,0.0005786446100956465,0.0005786446100956465,706,706,0,-1,3,3,17,3,103,301,758
14,133,339,948,985,37,64,64,955,955,0,0.003369753905851118,0.008986010415602982,932,975,43,3,3,3,4,28,593,98,19
15,8,214,487,952,465,42,50,489,525,36,0.0002042275094455223,0.0004084550188910446,563,658,95,3,4,4,13,2,90,680,339
16,16,632,529,991,462,80,98,587,675,88,0.00010211375472276115,0.0012253650566731338,481,823,342,2,3,3,15,1,40,904,312
17,34,136,704,910,206,45,45,581,581,0,0.00030634126416828345,0.0004084550188910446,629,670,41,4,3,3,10,4,272,380,682
18,66,266,823,969,146,80,80,692,692,0,0.0008169100377820892,0.0021784267674189047,766,886,120,3,3,3,12,10,348,413,66
19,0,206,1,949,948,0,24,1,454,453,0.0,0.0004084550188910446,1,675,674,3,-1,4,8,0,483,919,232
20,89,89,919,919,0,28,28,815,815,0,0.0026889955410327104,0.0026889955410327104,918,918,0,-1,3,3,3,20,530,94,880
21,75,691,896,999,103,20,30,694,794,100,0.0018720855032506212,0.006092787365124749,880,962,82,2,4,3,4,21,777,157,74
22,2,208,367,976,609,6,11,395,496,101,0.0,0.0007147962830593281,1,767,766,3,5,4,4,1,553,337,189
23,18,120,687,943,256,14,14,577,577,0,0.0005786446100956465,0.0007147962830593281,720,752,32,4,4,4,3,5,912,221,491
24,26,26,721,721,0,36,36,696,696,0,0.0005446066918547262,0.0005446066918547262,710,710,0,-1,4,4,6,5,575,418,777
25,24,640,673,995,322,30,60,612,852,240,0.0005786446100956465,0.008135062459579971,728,976,248,2,4,3,5,4,496,40,9
26,0,206,1,963,962,0,34,1,543,542,0.0,0.0007488342013002485,1,760,759,3,-1,4,9,0,388,973,82
27,38,244,706,956,250,164,164,895,895,0,0.0010211375472276116,0.0018040096667687805,802,872,70,3,3,3,14,3,85,642,103
28,0,206,1,965,964,0,22,1,564,563,0.0,0.0017018959120460194,1,871,870,3,-1,4,5,1,311,830,146
